gene,mRNA-seq_WT_OP50,mRNA-seq_set-32_OP50,mRNA-seq_met-2set-25set-32_OP50,mRNA-seq_met-2set-25_OP50,mRNA-seq_hrde-1_OP50,GRH loci,GRTS loci,K9(+)_genes,Input,Suggested Match,History
Y48G1BM.5,1.32,0.91,5.5,3.41,8.45,no,yes,yes,Y48G1BM.5,WBGene00021671,"Public name for Dead gene WBGene00021670. History of WBGene00021670: Merged into ""WBGene00021671"" on 2009-01-09"
T15D6.12,0.3,0.33,0,0,0,no,no,yes,T15D6.12,WBGene00011786,Public name for WBGene00011786. History: N.A.
Y48G1BM.7,0,0,0,0,0,no,yes,yes,Y48G1BM.7,WBGene00021672,Public name for WBGene00021672. History: N.A.
Y48G1BM.6,0.78,1.59,9.59,5.74,10.75,no,yes,yes,Y48G1BM.6,WBGene00021671,"Public name for WBGene00021671. History: Split into Y48G1BM.10(WBGene00306121). History of WBGene00021671: Split into ""WBGene00306121"" on 2020-11-10"
F47C12.7,0,0,0,0,0.99,no,no,yes,F47C12.7,WBGene00018550,"Public name for WBGene00018550. History: Split into F47C12.13(WBGene00235115). History of WBGene00018550: Split into ""WBGene00235115"" on 2013-02-13"
C29F9.5,0,0,0,0,0,no,no,yes,C29F9.5,WBGene00016220,Public name for WBGene00016220. History: N.A.
ZC53.2,0,0,0,0,0,no,no,yes,ZC53.2,WBGene00022509,Public name for WBGene00022509. History: N.A.
F16G10.7,0,0,0,0,0,no,no,yes,F16G10.7,WBGene00017522,Public name for WBGene00017522. History: N.A.
F16G10.5,0,0,0,0.81,0,no,no,yes,F16G10.5,WBGene00017520,Public name for WBGene00017520. History: N.A.
F16G10.4,0,0,0,0,0,no,no,yes,F16G10.4,WBGene00017519,Sequence name for WBGene00017519(hpo-25). History: N.A.
F16G10.8,0,0,0,0,0,no,no,yes,F16G10.8,WBGene00017523,Public name for WBGene00017523. History: N.A.
C16C4.3,0,0,0,0,0,no,no,yes,C16C4.3,WBGene00015827,Sequence name for WBGene00015827(math-13). History: N.A.
C16C4.1,0,0,0,0,0,no,no,yes,C16C4.1,WBGene00015825,Public name for WBGene00015825. History: N.A.
F21F12.1.1,0,0,0,0,0,no,no,yes,,,
F17B5.1a,0.16,0,0.27,0,0,no,no,yes,F17B5.1a,WBGene00008905,Molecule name for WBGene00008905(F17B5.1). History: N.A.
F26D2.12,0,0,0,0,0,no,no,yes,F26D2.12,WBGene00009150,Sequence name for WBGene00009150(clec-234). History: N.A.
T27C5.7,0,0,0,0,0,no,no,yes,T27C5.7,WBGene00012080,"Sequence name for WBGene00012080(clec-244). History: Split into T27C5.12(WBGene00044059). History of WBGene00012080: Split into ""WBGene00044059"" on 2004-12-22"
F27B3.6,6.83,0.75,3.42,1.6,4.58,no,no,yes,F27B3.6,WBGene00017848,Public name for WBGene00017848. History: N.A.
Y54G2A.21,1.76,2.3,13.02,6.59,16.17,no,no,yes,Y54G2A.21,WBGene00021886,Public name for WBGene00021886. History: N.A.
Y54G2A.20,0.23,0,0.19,0.13,0,no,no,yes,Y54G2A.20,WBGene00021885,Public name for WBGene00021885. History: N.A.
F26D2.14,0,0,0,0,0,no,no,yes,F26D2.14,WBGene00009152,Public name for WBGene00009152. History: N.A.
M01G12.7,0,0,0.25,0,0,no,no,yes,M01G12.7,WBGene00010821,Public name for WBGene00010821. History: N.A.
T24A6.1,1.42,0.52,2.38,0,1.43,no,no,yes,T24A6.1,WBGene00020744,Public name for WBGene00020744. History: N.A.
Y69A2AR.9,0,0.5,1.91,1.61,0,no,no,yes,Y69A2AR.9,WBGene00022079,"Public name for Dead gene WBGene00022080. History of WBGene00022080: Merged into ""WBGene00022079"" on 2012-08-17"
T15D6.2,0,0,0,0,0,no,no,yes,T15D6.2,WBGene00001641,Sequence name for WBGene00001641(gly-16). History: N.A.
C05E4.9a,64.47,125.03,107.3,54.18,94.88,no,no,yes,C05E4.9a,WBGene00001564,Molecule name for WBGene00001564(icl-1). History: Renamed on 2010-11-16
Y82E9BR.13,5.24,5.22,7.57,7.82,3.83,no,no,yes,Y82E9BR.13,WBGene00022346,Sequence name for WBGene00022346(pals-17). History: N.A.
F08D12.4,0,0,0,0,0,no,no,yes,F08D12.4,WBGene00017248,Public name for WBGene00017248. History: N.A.
W04E12.7,11.13,14.68,11.83,8,5.76,no,no,yes,W04E12.7,WBGene00012252,Public name for WBGene00012252. History: N.A.
W04E12.6,24.81,38.54,41.18,40.74,22.45,no,no,yes,W04E12.6,WBGene00012251,Sequence name for WBGene00012251(clec-49). History: N.A.
W04E12.5,0.58,1.92,0,0.68,0.78,no,no,yes,W04E12.5,WBGene00012250,Public name for WBGene00012250. History: N.A.
C54C8.12,0,0,0,0,0,no,no,yes,C54C8.12,WBGene00044242,Public name for WBGene00044242. History: N.A.
C40D2.1,0.6,0.39,0.37,0.64,0,no,no,yes,C40D2.1,WBGene00016554,Sequence name for WBGene00016554(math-19). History: N.A.
Y110A2AL.8a,7.07,8.57,7.64,5.96,5.56,no,no,yes,Y110A2AL.8a,WBGene00004210,Molecule name for WBGene00004210(ptc-3). History: N.A.
Y46H3C.4,2.05,2.29,2.4,1.83,2.4,no,no,yes,Y46H3C.4,WBGene00021604,Public name for WBGene00021604. History: N.A.
Y46H3C.6,1.23,4.8,0.73,0.41,8.94,no,no,yes,Y46H3C.6,WBGene00021606,Public name for WBGene00021606. History: N.A.
F28B1.9,0,0,0,0,0,no,no,yes,F28B1.9,WBGene00045381,Public name for WBGene00045381. History: N.A.
Y38H6C.12,0,0,0,0,0,no,no,yes,Y38H6C.12,WBGene00005382,Sequence name for WBGene00005382(srh-166). History: N.A.
F28B1.4,0,0,0,0,0,no,no,yes,F28B1.4,WBGene00009197,"Public name for Dead gene WBGene00009198. History of WBGene00009198: Merged into ""WBGene00009197"" on 2017-09-21"
H17B01.2,1.04,1.56,1.52,1.06,1.39,no,no,yes,H17B01.2,WBGene00000646,Public name for WBGene00000646. History: Renamed on 2015-05-22
F28B1.2,0,0,0,0,0,no,no,yes,F28B1.2,WBGene00009196,Public name for WBGene00009196. History: N.A.
Y20F4.5,12.98,11.51,13.65,12.16,14.18,yes,no,yes,Y20F4.5,,Sequence name for Suppressed gene WBGene00021240. Molecular name for Suppressed gene WBGene00021240. Public name for Suppressed gene WBGene00021240. History of WBGene00021240: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F57G4.8,9.95,1.5,2.01,0.8,14.72,no,no,yes,F57G4.8,WBGene00010212,Sequence name for WBGene00010212(fbxa-192). History: N.A.
Y68A4B.2,0.66,0,0,0,0,no,no,yes,Y68A4B.2,WBGene00013471,Sequence name for WBGene00013471(clec-242). History: N.A.
M117.3,1.09,1.8,1.83,0,5.87,yes,no,yes,M117.3,WBGene00010919,Public name for WBGene00010919. History: N.A.
M117.6,3.86,13.29,9.22,8.4,11.09,no,no,yes,M117.6,WBGene00044253,Public name for WBGene00044253. History: N.A.
Y69A2AL.2,11.35,20.08,14.58,20.44,17.55,no,no,yes,Y69A2AL.2,WBGene00044468,Public name for WBGene00044468. History: N.A.
F39E9.11,2.44,2.23,6.79,4.05,2.72,no,no,yes,F39E9.11,WBGene00018200,Sequence name for WBGene00018200(btb-17). History: N.A.
F39E9.12,0.75,0,0.21,0,0,no,no,yes,F39E9.12,WBGene00018201,"Sequence name for WBGene00018201(btb-18). History: Split into btb-22(WBGene00269387). History of WBGene00018201: Split into ""WBGene00269387"" on 2016-02-18"
R06C1.4,260.24,246.74,286.42,252.25,312.84,yes,no,yes,R06C1.4,WBGene00011059,Public name for WBGene00011059. History: N.A.
Y32H12A.3.1,27.44,34.48,23.27,17.49,28.14,no,no,yes,Y32H12A.3.1,WBGene00000973,Molecule name for WBGene00000973(dhs-9). History: N.A.
K04H8.2,0,0,0,0,0,no,no,yes,K04H8.2,WBGene00010577,Public name for WBGene00010577. History: N.A.
K04H8.1,0,0,0,0,0,no,no,yes,K04H8.1,WBGene00010576,Sequence name for WBGene00010576(clec-116). History: N.A.
T19C9.2,0,0,0,0,0,no,no,yes,T19C9.2,WBGene00005331,Sequence name for WBGene00005331(srh-112). History: N.A.
Y65B4BR.9,0,1.02,1.56,2.18,0,no,no,yes,Y65B4BR.9,WBGene00000434,Sequence name for WBGene00000434(ceh-9). History: N.A.
K01A11.3,1.63,0.45,0,0,2.19,yes,no,yes,K01A11.3,WBGene00010451,Public name for WBGene00010451. History: N.A.
K10C8.4,0,0,0,0.86,0,yes,no,yes,K10C8.4,WBGene00010737,Public name for WBGene00010737. History: N.A.
Y105C5A.12,1.79,0.98,0,0,0,no,no,yes,Y105C5A.12,WBGene00013636,Public name for WBGene00013636. History: N.A.
Y66D12A.3,0.75,2.48,2.52,2.21,0.51,no,no,yes,Y66D12A.3,WBGene00013429,Public name for WBGene00013429. History: N.A.
Y48G1C.6,7.92,4.67,4.58,9.28,10.62,no,no,yes,Y48G1C.6,WBGene00021679,Public name for WBGene00021679. History: N.A.
Y81B9A.1,0,0,0,0,0,no,no,yes,Y81B9A.1,WBGene00022315,Public name for WBGene00022315. History: N.A.
W09B6.1a.1,85.47,109.21,121.28,104.72,79.52,no,no,yes,W09B6.1a.1,WBGene00004076,Molecule name for WBGene00004076(pod-2). History: N.A.
F40G9.10,0,0,0.61,0,0,no,no,yes,F40G9.10,WBGene00018246,Sequence name for WBGene00018246(clec-148). History: N.A.
F52C6.12.1,52.17,34.09,42.44,38.59,42.34,no,no,yes,,,
F31E9.6,3.28,5.39,8.92,4.33,3.3,no,no,yes,F31E9.6,WBGene00009299,Public name for WBGene00009299. History: N.A.
R09H3.1,0,0,0,0,0.17,no,no,yes,R09H3.1,,Sequence name for Suppressed gene WBGene00019990. Molecular name for Suppressed gene WBGene00019990. Public name for Suppressed gene WBGene00019990. History of WBGene00019990: Suppressed on 2012-09-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
B0554.2,0,0,0,0,0,no,no,yes,B0554.2,WBGene00015255,Public name for WBGene00015255. History: N.A.
F31E9.3,1.15,1.26,1.28,1.8,0,no,no,yes,F31E9.3,WBGene00009296,Public name for WBGene00009296. History: N.A.
C53A5.14,0,0,0,0,0,no,no,yes,C53A5.14,WBGene00008265,"Public name for Dead gene WBGene00077578. History of WBGene00077578: Merged into ""WBGene00008265"" on 2009-07-13"
R04A9.1,0,0,1.11,1.55,0,no,no,yes,R04A9.1,WBGene00019861,Public name for WBGene00019861. History: N.A.
Y75D11A.3,13.75,14.77,9.24,13.27,14.1,no,no,yes,Y75D11A.3,WBGene00022292,Public name for WBGene00022292. History: N.A.
Y82E9BL.5,0.55,0.6,0.46,0.64,0.74,no,no,yes,Y82E9BL.5,WBGene00022322,Public name for WBGene00022322. History: N.A.
C54C8.2,0,0,0.33,0.46,0,no,no,yes,C54C8.2,WBGene00008290,Sequence name for WBGene00008290(bgnt-1.8). History: N.A.
C54C8.3,0,0,0,0,0,no,no,yes,C54C8.3,WBGene00008291,Public name for WBGene00008291. History: N.A.
C54C8.5,0,0,0,0,0,no,no,yes,C54C8.5,WBGene00008293,Sequence name for WBGene00008293(glct-5). History: N.A.
C54C8.6,0,0,0,0,0,no,no,yes,C54C8.6,WBGene00003098,Sequence name for WBGene00003098(lys-9). History: N.A.
C54C8.7,0,0,0,0,0,no,no,yes,C54C8.7,WBGene00008294,Sequence name for WBGene00008294(clec-11). History: N.A.
B0554.6,0,0,0.73,0.21,0,no,no,yes,B0554.6,WBGene00015259,Sequence name for WBGene00015259(dod-20). History: N.A.
C40D2.4,0,0,0,0,0,no,no,yes,C40D2.4,WBGene00016557,Sequence name for WBGene00016557(ceh-84). History: N.A.
Y39D8C.1,8.54,7.06,14.4,18.87,10.15,no,no,yes,Y39D8C.1,WBGene00000022,Sequence name for WBGene00000022(abt-4). History: N.A.
ZC132.6,0,0,0,0.53,0,no,no,yes,ZC132.6,WBGene00022524,"Public name for Dead gene WBGene00022525. History of WBGene00022525: Merged into ""WBGene00022524"" on 2012-09-04"
F56H6.13,0,0,0,0,0,no,no,yes,F56H6.13,WBGene00010173,Public name for WBGene00010173. History: N.A.
F26D2.11,0,0,0,0,0,no,no,yes,F26D2.11,WBGene00005776,Sequence name for WBGene00005776(srw-29). History: N.A.
W04A8.5,3.23,2.65,6.06,4.72,10.81,no,no,yes,W04A8.5,WBGene00012240,Public name for WBGene00012240. History: N.A.
W04A8.4,6.28,10.13,10.49,10.45,13.66,no,no,yes,W04A8.4,WBGene00012239,Public name for WBGene00012239. History: N.A.
C35D6.10,0,0,0,0,0,no,no,yes,C35D6.10,WBGene00023513,"Sequence name for WBGene00023513(srz-71). History: Split into C35D6.13(WBGene00045101). History of WBGene00023513: Split into ""WBGene00045101"" on 2006-11-01"
F47H4.1,24.48,25.93,27.16,27.96,16.95,no,no,yes,F47H4.1,WBGene00009834,Sequence name for WBGene00009834(lsy-27). History: N.A.
F09E5.10,6.6,6.4,7.91,8.25,6.82,yes,no,yes,F09E5.10,WBGene00017288,Public name for WBGene00017288. History: N.A.
Y68A4A.7,0,0,0,0,0,no,no,yes,Y68A4A.7,WBGene00005332,Sequence name for WBGene00005332(srh-113). History: N.A.
Y68A4A.6,0,0,0,0,0,no,no,yes,Y68A4A.6,WBGene00013468,Sequence name for WBGene00013468(srz-96). History: N.A.
Y59A8B.19,0,0,0,0,0,no,no,yes,Y59A8B.19,WBGene00013351,Public name for WBGene00013351. History: N.A.
ZK643.1,0.47,2.06,3.93,1.1,1.89,no,no,yes,ZK643.1,WBGene00014033,Sequence name for WBGene00014033(arrd-15). History: N.A.
K08D10.11,0.9,0,0,0,0,yes,yes,yes,K08D10.11,WBGene00019534,Public name for WBGene00019534. History: N.A.
Y73B3A.11,0,0,0.87,1.84,0.7,no,no,yes,Y73B3A.11,WBGene00022213,Public name for WBGene00022213. History: N.A.
Y76B12C.8,9.05,2.83,15.12,3.03,69.34,no,no,yes,Y76B12C.8,WBGene00022302,Public name for WBGene00022302. History: N.A.
F09C6.1,0,1.32,3.02,1.41,0,no,no,yes,F09C6.1,WBGene00008615,Sequence name for WBGene00008615(ifas-2). History: N.A.
F36H5.1.1,9.95,7.39,7.97,9.18,8.02,no,no,yes,F36H5.1.1,WBGene00018100,Molecule name for WBGene00018100(math-26). History: N.A.
Y38H6C.2,0,0,0,0,0,no,no,yes,Y38H6C.2,WBGene00005812,Sequence name for WBGene00005812(srw-65). History: N.A.
K06C4.10,13.74,19.09,13.36,20.13,18.63,no,no,yes,K06C4.10,WBGene00001892,Sequence name for WBGene00001892(his-18). History: N.A.
Y59A8B.4,0,0,0,0,0,no,no,yes,Y59A8B.4,WBGene00005351,Sequence name for WBGene00005351(srh-134). History: N.A.
Y110A2AL.7,0,0.93,0,0,1.13,no,no,yes,Y110A2AL.7,WBGene00022444,Public name for WBGene00022444. History: N.A.
F57G4.6,3.23,1.18,6.3,1.89,5.06,no,no,yes,F57G4.6,,Sequence name for Suppressed gene WBGene00010211. Molecular name for Suppressed gene WBGene00010211. Public name for Suppressed gene WBGene00010211. History of WBGene00010211: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K06C4.12,3.94,4.5,3.96,5.1,2.81,no,no,yes,K06C4.12,WBGene00001896,Sequence name for WBGene00001896(his-22). History: N.A.
Y59A8B.7,31.71,25.64,27.38,36.89,37.38,no,no,yes,Y59A8B.7,WBGene00013344,Sequence name for WBGene00013344(ebp-1). History: N.A.
C04E12.7,1.09,0,1.83,1.92,2.93,no,no,yes,C04E12.7,WBGene00015437,Sequence name for WBGene00015437(scrm-3). History: Renamed on 2007-05-03
Y59A8B.9,23.84,20.89,24.51,24.06,24.1,no,no,yes,Y59A8B.9,WBGene00007062,"Sequence name for WBGene00007062(ebp-3). History: Renamed on 2008-01-18. Public name for Dead gene WBGene00013346. History of WBGene00013346: Merged into ""WBGene00007062"" on 2005-07-25"
F28C12.1,0,0,0,0,0,no,no,yes,F28C12.1,WBGene00005043,Sequence name for WBGene00005043(sra-17). History: N.A.
F28C12.2,0,0,0,0,0,no,no,yes,F28C12.2,WBGene00005044,Sequence name for WBGene00005044(sra-18). History: N.A.
F47B7.6,0,0,1.07,1.5,0,no,no,yes,F47B7.6,WBGene00018537,Public name for WBGene00018537. History: N.A.
F28C12.4,0,0,0,0,0,no,no,yes,F28C12.4,WBGene00005046,Sequence name for WBGene00005046(sra-20). History: N.A.
F28C12.5,0,0,0,0,0,no,no,yes,F28C12.5,WBGene00005047,Sequence name for WBGene00005047(sra-21). History: N.A.
F28C12.7,0,0,0,0,0,no,no,yes,F28C12.7,WBGene00005048,Sequence name for WBGene00005048(sra-22). History: N.A.
F57G4.1,0,0,1.1,0.48,0,no,no,yes,F57G4.1,WBGene00010206,"Public name for WBGene00010206. History: Split into F57G4.11(WBGene00195165). History of WBGene00010206: Split into ""WBGene00195165"" on 2010-06-03"
K09H9.4,0.42,0.92,0,0,0,no,no,yes,K09H9.4,,Sequence name for Suppressed gene WBGene00019596. Molecular name for Suppressed gene WBGene00019596. Public name for Suppressed gene WBGene00019596. History of WBGene00019596: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y110A2AL.5,0,0,0,0,0,no,no,yes,Y110A2AL.5,WBGene00022442,Public name for WBGene00022442. History: N.A.
C18D4.4,0,1.25,0,1.33,0,no,no,yes,C18D4.4,WBGene00007674,"Public name for WBGene00007674. History: Split into C18D4.12(WBGene00219493). History of WBGene00007674: Split into ""WBGene00219493"" on 2012-05-18"
C18D4.3,0,0,0,0,0,no,no,yes,C18D4.3,WBGene00007673,Public name for WBGene00007673. History: N.A.
M163.3,110.07,210.51,155.2,106.36,150.05,no,no,yes,M163.3,WBGene00001898,Sequence name for WBGene00001898(his-24). History: Renamed on 2010-11-12
F45F2.3,16.26,28.7,15.36,24.16,22.17,no,no,yes,F45F2.3,WBGene00001879,Sequence name for WBGene00001879(his-5). History: N.A.
B0462.3,1.74,1.43,1.82,5.1,4.08,no,no,yes,B0462.3,WBGene00007182,Sequence name for WBGene00007182(fbxb-119). History: N.A.
D2062.3,0,0,0,0,0,no,no,yes,D2062.3,WBGene00005583,Sequence name for WBGene00005583(sri-71). History: N.A.
B0462.1,0,0,0.18,0.25,0,no,no,yes,B0462.1,WBGene00007181,Public name for WBGene00007181. History: N.A.
F07B7.11,3.76,3.93,4.27,4.83,2.46,no,no,yes,F07B7.11,WBGene00001928,Sequence name for WBGene00001928(his-54). History: N.A.
F07B7.10,6.53,13.49,8.09,9.17,7.46,no,no,yes,F07B7.10,WBGene00001925,Sequence name for WBGene00001925(his-51). History: N.A.
F54D12.2,0,0,0,0,0,no,no,yes,F54D12.2,WBGene00018816,Public name for WBGene00018816. History: N.A.
F54D12.8,0,0,0,0,0,no,no,yes,F54D12.8,WBGene00018821,Public name for WBGene00018821. History: N.A.
F52C6.10,7.08,7.5,7.06,1.87,6.73,no,no,yes,F52C6.10,WBGene00018667,Sequence name for WBGene00018667(bath-7). History: N.A.
F52C6.13,0,1.01,0.77,1.08,0,no,no,yes,F52C6.13,WBGene00018670,Public name for WBGene00018670. History: N.A.
F29C12.1a,1.39,1.02,1.55,4.08,0.93,no,no,yes,F29C12.1a,WBGene00004120,Molecule name for WBGene00004120(pqn-32). History: N.A.
T06G6.6a,0.53,1.16,3.1,0.62,2.84,no,no,yes,T06G6.6a,WBGene00011548,Molecule name for WBGene00011548(T06G6.6). History: N.A.
Y20C6A.3,0,0,0,0,0,no,no,yes,Y20C6A.3,WBGene00012493,Public name for WBGene00012493. History: N.A.
Y20C6A.2,5.89,6.89,10.83,16.57,8.43,no,no,yes,Y20C6A.2,WBGene00012492,Sequence name for WBGene00012492(fbxb-7). History: N.A.
F41C6.2,0,0,0,0,0,no,no,yes,F41C6.2,,Public name for Dead gene WBGene00018276. History of WBGene00018276: Killed on 2019-05-20. Remark: No evidence for this gene.
K01G5.3,9.15,7.42,19.22,16,7.63,no,no,yes,K01G5.3,WBGene00010477,Sequence name for WBGene00010477(enu-3.6). History: N.A.
F35E8.13,0.28,2.42,0,0,0,no,no,yes,F35E8.13,WBGene00009424,Public name for WBGene00009424. History: N.A.
C34H4.3,2.23,2.8,2.93,2.99,1.28,no,no,yes,C34H4.3,WBGene00044073,"Sequence name for WBGene00044073(tag-244). History: N.A.. Public name for Dead gene WBGene00016426. History of WBGene00016426: Merged into ""WBGene00044073"" on 2005-10-05"
B0047.1a,1.02,0.89,2.22,0.96,5.2,no,no,yes,,,
ZC204.11,1.12,1.22,1.4,1.96,1.5,no,no,yes,ZC204.11,WBGene00022561,Sequence name for WBGene00022561(btb-13). History: N.A.
Y51A2A.1,0,0,0,0,0,no,no,yes,Y51A2A.1,WBGene00013058,"Sequence name for WBGene00013058(clec-247). History: Split into ""WBGene00077645"" on 2008-02-22"
Y37D8A.12a,8.27,8.8,24.53,17.91,9.3,no,no,yes,Y37D8A.12a,WBGene00012552,Molecule name for WBGene00012552(enu-3.5). History: N.A.
Y51A2A.5,0,0,0.18,0.25,0,no,no,yes,Y51A2A.5,WBGene00013061,Public name for WBGene00013061. History: N.A.
Y51A2A.4,0,0,0,0,0,no,no,yes,Y51A2A.4,WBGene00013060,Public name for WBGene00013060. History: N.A.
Y51A2A.7,0,0,0,0,0,no,no,yes,Y51A2A.7,WBGene00013063,"Sequence name for WBGene00013063(clec-249). History: Split into Y51A2A.17(WBGene00219311). History of WBGene00013063: Split into ""WBGene00219311"" on 2011-11-21"
Y51A2A.6,0,1.07,0,0,0,no,no,yes,Y51A2A.6,WBGene00013062,Public name for WBGene00013062. History: N.A.
Y49C4A.4,0,0,0,0,0,no,no,yes,Y49C4A.4,WBGene00005896,Sequence name for WBGene00005896(srx-5). History: N.A.
F21A3.6,2.33,2.55,2.92,2.04,0,no,no,yes,F21A3.6,WBGene00008996,Sequence name for WBGene00008996(glb-14). History: N.A.
F21A3.3,12.2,13.37,12.83,8.76,8.97,no,no,yes,F21A3.3,WBGene00008993,Public name for WBGene00008993. History: N.A.
F46F5.1,0,0,0,0,0.46,no,no,yes,F46F5.1,WBGene00018493,Public name for WBGene00018493. History: N.A.
F46F5.6,5.2,3.99,8.68,3.65,1.39,no,no,yes,F46F5.6,WBGene00018497,Sequence name for WBGene00018497(msrp-3). History: N.A.
F46F5.5,0,0,0.54,1,0.57,no,no,yes,F46F5.5,WBGene00018496,Public name for WBGene00018496. History: N.A.
C42C1.6,0.6,0,0,0,0,no,no,yes,C42C1.6,,Public name for Dead gene WBGene00016584. History of WBGene00016584: Killed on 2013-11-19. Remark: [131118 gw3] This gene has been retired due to lack of evidence.
Y59A8B.21,22.43,16.06,27.49,29.08,26.47,no,no,yes,Y59A8B.21,WBGene00013353,Public name for WBGene00013353. History: N.A.
K06C4.3,6.53,13.49,8.09,9.17,7.46,no,no,yes,K06C4.3,WBGene00001895,Sequence name for WBGene00001895(his-21). History: N.A.
ZK39.9,0,0,0,0,0,no,no,yes,ZK39.9,WBGene00044266,Public name for WBGene00044266. History: N.A.
ZK39.4,0,0,0,0,0,no,no,yes,ZK39.4,WBGene00013929,Sequence name for WBGene00013929(clec-93). History: N.A.
ZK39.7,0,0,0,0,0,no,no,yes,ZK39.7,WBGene00013932,Sequence name for WBGene00013932(clec-98). History: N.A.
ZK39.6,18.54,34.2,26.63,33.14,20.93,no,no,yes,ZK39.6,WBGene00013931,Sequence name for WBGene00013931(clec-97). History: N.A.
ZK39.3,0,1.99,1.52,0,0.81,no,no,yes,ZK39.3,WBGene00013928,Sequence name for WBGene00013928(clec-94). History: N.A.
ZK39.2,0,0,0,0,2.27,no,no,yes,ZK39.2,WBGene00013927,Sequence name for WBGene00013927(clec-95). History: N.A.
T20B3.7,0.86,4.74,2.17,2.03,1.74,no,no,yes,T20B3.7,WBGene00004026,Sequence name for WBGene00004026(phy-3). History: N.A.
W09G3.7a,15.32,20.71,17.98,17.18,17.05,no,no,yes,W09G3.7a,WBGene00012370,Molecule name for WBGene00012370(W09G3.7). History: N.A.
T20B3.3,0,0,0,0,0,no,no,yes,T20B3.3,WBGene00005425,Sequence name for WBGene00005425(srh-215). History: N.A.
EGAP798.1,0,0,0.7,0,0,no,yes,yes,EGAP798.1,WBGene00017152,Public name for WBGene00017152. History: N.A.
