Gene Name,Gene Isoform,Alternate Name,Fold Change (adr-1;adr-2 vs WT),p-value,Input,Suggested Match,History
Y23H5B.2,Y23H5B.2,,-1.35,0.047,Y23H5B.2,WBGene00021273,Public name for WBGene00021273. History: N.A.
Y23H5B.5,Y23H5B.5,,-1.53,0.041,Y23H5B.5,WBGene00021276,Public name for WBGene00021276. History: N.A.
Y24D9A.2,Y24D9A.2,set-21,-1.57,0.044,Y24D9A.2,WBGene00021282,Sequence name for WBGene00021282(set-21). History: N.A.
Y24D9A.6,Y24D9A.6,,-1.89,0.0016,Y24D9A.6,WBGene00021284,Public name for WBGene00021284. History: N.A.
Y24D9A.9,Y24D9A.9,,2.72,0.00059,Y24D9A.9,WBGene00044952,Public name for WBGene00044952. History: N.A.
Y25C1A.5,Y25C1A.5.2,,-1.43,0.03,Y25C1A.5,WBGene00021292,Sequence name for WBGene00021292(copb-1). History: N.A.
Y25C1A.7,Y25C1A.7c,,-1.38,0.048,Y25C1A.7,WBGene00021294,Public name for WBGene00021294. History: N.A.
Y26D4A.2,Y26D4A.2,,-3.8,0.0057,Y26D4A.2,WBGene00012500,Sequence name for WBGene00012500(hpo-2). History: N.A.
Y26D4A.20,Y26D4A.20,,4.4,0.00098,Y26D4A.20,,Sequence name for Suppressed gene WBGene00077528. Molecular name for Suppressed gene WBGene00077528. Public name for Suppressed gene WBGene00077528. History of WBGene00077528: Killed on 2012-10-31; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y26D4A.4,Y26D4A.4.1,clec-107,-4.11,0.011,Y26D4A.4,WBGene00012502,Sequence name for WBGene00012502(clec-107). History: N.A.
Y2H9A.4,Y2H9A.4,,1.49,0.042,Y2H9A.4,WBGene00012381,Public name for WBGene00012381. History: N.A.
Y32B12A.5,Y32B12A.5,,-1.4,0.04,Y32B12A.5,WBGene00012520,Public name for WBGene00012520. History: N.A.
Y32F6A.1,Y32F6A.1.2,set-22,1.35,0.026,Y32F6A.1,WBGene00012527,Sequence name for WBGene00012527(set-22). History: N.A.
Y32F6A.3,Y32F6A.3,pap-1,-1.53,0.033,Y32F6A.3,WBGene00012528,Sequence name for WBGene00012528(pap-1). History: N.A.
Y32F6A.4,Y32F6A.4,,1.72,0.041,Y32F6A.4,WBGene00012529,Public name for WBGene00012529. History: N.A.
Y32F6B.3,Y32F6B.3,crp-1,1.5,0.034,Y32F6B.3,WBGene00012532,"Sequence name for WBGene00012532(crp-1). History: Split into Y32F6B.9(WBGene00303085). History of WBGene00012532: Split into ""WBGene00303085"" on 2018-03-02"
Y32G9A.8,Y32G9A.8,,1.87,0.047,Y32G9A.8,WBGene00021305,Sequence name for WBGene00021305(zig-11). History: Renamed on 2015-11-05
Y32H12A.9,Y32H12A.9,,-1.54,0.014,Y32H12A.9,WBGene00021317,Public name for WBGene00021317. History: N.A.
Y34B4A.5,Y34B4A.5,,1.73,0.028,Y34B4A.5,WBGene00021321,Sequence name for WBGene00021321(nspg-12). History: N.A.
Y34B4A.9,Y34B4A.9,,2.21,0.04,Y34B4A.9,WBGene00021325,Sequence name for WBGene00021325(nspg-13). History: N.A.
Y34D9A.10,Y34D9A.10,vps-4,2.18,0.0043,Y34D9A.10,WBGene00021334,Sequence name for WBGene00021334(vps-4). History: Renamed on 2005-03-17
Y34D9A.3,Y34D9A.3,,-1.5,0.024,Y34D9A.3,WBGene00021329,Public name for WBGene00021329. History: N.A.
Y34D9A.8,Y34D9A.8a,,7.88,7e-07,Y34D9A.8,WBGene00021333,Public name for WBGene00021333. History: N.A.
Y34F4.1,Y34F4.1a,,1.58,0.031,Y34F4.1,WBGene00021336,Public name for WBGene00021336. History: N.A.
Y35H6.3,Y35H6.3,,-2.09,0.044,Y35H6.3,WBGene00021342,Public name for WBGene00021342. History: N.A.
Y37A1A.4,Y37A1A.4,,4.48,1.4e-06,Y37A1A.4,WBGene00045063,Public name for WBGene00045063. History: N.A.
Y37A1B.17,Y37A1B.17a,,-1.7,0.03,Y37A1B.17,WBGene00044989,Sequence name for WBGene00044989(dnbp-1). History: N.A.
Y37B11A.2,Y37B11A.2,,-2.74,0.00024,Y37B11A.2,WBGene00021344,Sequence name for WBGene00021344(rev-3). History: N.A.
Y37D8A.15,Y37D8A.15,flp-14,1.56,0.048,Y37D8A.15,WBGene00001457,Sequence name for WBGene00001457(flp-14). History: N.A.
Y37E11AM.1,Y37E11AM.1,smgl-2,-1.65,0.027,Y37E11AM.1,WBGene00021365,Sequence name for WBGene00021365(smgl-2). History: N.A.
Y37E11B.1,Y37E11B.1b,,1.73,0.013,Y37E11B.1,WBGene00021374,Public name for WBGene00021374. History: N.A.
Y37E3.8,Y37E3.8a.1,,3.14,0.02,Y37E3.8,WBGene00021350,Public name for WBGene00021350. History: N.A.
Y37F4.3,Y37F4.3,,-2.64,0.037,Y37F4.3,WBGene00021384,Public name for WBGene00021384. History: N.A.
Y37H2A.13,Y37H2A.13,,2.0,0.0069,Y37H2A.13,WBGene00045417,Public name for WBGene00045417. History: N.A.
Y37H2A.15,Y37H2A.15,,1.53,0.029,Y37H2A.15,WBGene00050935,"Public name for Dead gene WBGene00050925. History of WBGene00050925: Merged into ""WBGene00050935"" on 2009-08-12"
Y37H2A.4,Y37H2A.4,fbxa-107,2.03,0.0073,Y37H2A.4,WBGene00012564,Sequence name for WBGene00012564(fbxa-107). History: N.A.
Y37H2C.2,Y37H2C.2,skr-6,-1.42,0.025,Y37H2C.2,WBGene00004812,Sequence name for WBGene00004812(skr-6). History: N.A.
Y37H9A.6,Y37H9A.6.1,ndx-4,1.5,0.029,Y37H9A.6,WBGene00003581,Sequence name for WBGene00003581(ndx-4). History: N.A.
Y38C1AA.12,Y38C1AA.12,,3.26,8.4e-05,Y38C1AA.12,WBGene00021402,Public name for WBGene00021402. History: N.A.
Y38C1AA.4,Y38C1AA.4,tcl-2,-1.58,0.022,Y38C1AA.4,WBGene00006561,Sequence name for WBGene00006561(tcl-2). History: N.A.
Y38E10A.10,Y38E10A.10,lips-16,1.96,0.00094,Y38E10A.10,WBGene00012588,Sequence name for WBGene00012588(lips-16). History: N.A.
Y38E10A.15,Y38E10A.15,,-1.38,0.045,Y38E10A.15,WBGene00012593,Sequence name for WBGene00012593(nspe-7). History: N.A.
Y38E10A.16,Y38E10A.16,,2.16,0.029,Y38E10A.16,WBGene00012594,Sequence name for WBGene00012594(nspe-5). History: N.A.
Y38E10A.18,Y38E10A.18,nhr-234,-1.45,0.039,Y38E10A.18,WBGene00012596,Sequence name for WBGene00012596(nhr-234). History: N.A.
Y38E10A.20,Y38E10A.20,,-1.32,0.046,Y38E10A.20,WBGene00004347,"Public name for Dead gene WBGene00012598. History of WBGene00012598: Merged into ""WBGene00004347"" on 2019-11-21"
Y38E10A.21,Y38E10A.21,rgs-4,1.72,0.038,Y38E10A.21,WBGene00004347,"Sequence name for WBGene00004347(rgs-4). History: N.A.. Public name for Dead gene WBGene00012599. History of WBGene00012599: Merged into ""WBGene00004347"" on 2004-12-03"
Y38E10A.6,Y38E10A.6a,,-1.74,0.021,Y38E10A.6,WBGene00012584,Sequence name for WBGene00012584(ceh-100). History: N.A.
Y38F1A.3,Y38F1A.3,ptr-18,-1.41,0.045,Y38F1A.3,WBGene00004232,Sequence name for WBGene00004232(ptr-18). History: N.A.
Y38F2AL.2,Y38F2AL.2,tza-1,1.49,0.022,Y38F2AL.2,WBGene00021416,Sequence name for WBGene00021416(mksr-2). History: N.A.
Y38F2AR.13,Y38F2AR.13,,-1.6,0.043,Y38F2AR.13,WBGene00021423,"Public name for Dead gene WBGene00021431. History of WBGene00021431: Merged into ""WBGene00021423"" on 2013-09-12"
Y38H6C.22,Y38H6C.22,abf-4,2.87,0.029,Y38H6C.22,WBGene00000015,Sequence name for WBGene00000015(abf-4). History: N.A.
Y38H6C.9,Y38H6C.9,,1.51,0.0041,Y38H6C.9,WBGene00012622,Public name for WBGene00012622. History: N.A.
Y38H8A.5,Y38H8A.5,,-1.68,0.019,Y38H8A.5,WBGene00012639,Sequence name for WBGene00012639(fezf-1). History: N.A.
Y38H8A.8,Y38H8A.8,,-1.93,0.004,Y38H8A.8,WBGene00045062,Public name for WBGene00045062. History: N.A.
Y39A1A.11,Y39A1A.11,dhs-11,1.63,0.016,Y39A1A.11,WBGene00000974,Sequence name for WBGene00000974(dhs-11). History: N.A.
Y39A1A.16,Y39A1A.16,,1.41,0.045,Y39A1A.16,WBGene00012654,Public name for WBGene00012654. History: N.A.
Y39A1A.17,Y39A1A.17,,-1.37,0.025,Y39A1A.17,WBGene00012655,"Public name for WBGene00012655. History: Split into Y39A1A.25(WBGene00044808), Y39A1A.31(WBGene00306004). History of WBGene00012655: Split into ""WBGene00044808"" on 2006-05-17; Split into ""WBGene00306004"" on 2020-01-21"
Y39A1A.21,Y39A1A.21a,,1.53,0.024,Y39A1A.21,WBGene00012658,Public name for WBGene00012658. History: N.A.
Y39A1B.3,Y39A1B.3,dpy-28,-1.38,0.045,Y39A1B.3,WBGene00001087,Sequence name for WBGene00001087(dpy-28). History: N.A.
Y39A1C.3,Y39A1C.3.1,cey-4,-1.62,0.038,Y39A1C.3,WBGene00000475,Sequence name for WBGene00000475(cey-4). History: N.A.
Y39A1C.4,Y39A1C.4,hex-3,1.58,0.023,Y39A1C.4,WBGene00012663,Sequence name for WBGene00012663(hex-3). History: N.A.
Y39A3CL.2,Y39A3CL.2,tag-168,-2.16,0.0016,Y39A3CL.2,WBGene00006513,Sequence name for WBGene00006513(rimb-1). History: N.A.
Y39A3CL.6,Y39A3CL.6,pvf-1,1.68,0.005,Y39A3CL.6,WBGene00004249,Sequence name for WBGene00004249(pvf-1). History: N.A.
Y39A3CL.7,Y39A3CL.7a,,1.89,0.013,Y39A3CL.7,WBGene00021443,Public name for WBGene00021443. History: N.A.
Y39A3CR.5,Y39A3CR.5,,-1.45,0.027,Y39A3CR.5,WBGene00021446,"Public name for Dead gene WBGene00021445. History of WBGene00021445: Merged into ""WBGene00021446"" on 2018-11-14"
Y39A3CR.7,Y39A3CR.7,pqn-82,-1.75,0.027,Y39A3CR.7,WBGene00004163,Sequence name for WBGene00004163(pqn-82). History: N.A.
Y39B6A.17,Y39B6A.17a,nhr-95,-1.49,0.015,Y39B6A.17,WBGene00003685,Sequence name for WBGene00003685(nhr-95). History: N.A.
Y39B6A.2,Y39B6A.2,pph-5,-1.53,0.037,Y39B6A.2,WBGene00012665,Sequence name for WBGene00012665(pph-5). History: N.A.
Y39B6A.3,Y39B6A.3a,,1.56,0.024,Y39B6A.3,WBGene00012666,Public name for WBGene00012666. History: N.A.
Y39B6A.33,Y39B6A.33,,-2.04,0.0068,Y39B6A.33,WBGene00012692,Public name for WBGene00012692. History: N.A.
Y39B6A.47,Y39B6A.47,nhr-145,-1.44,0.031,Y39B6A.47,WBGene00012703,"Sequence name for WBGene00012703(nhr-145). History: Split into Y39B6A.49(WBGene00077457). History of WBGene00012703: Split into ""WBGene00077457"" on 2007-11-22"
Y39B6A.5,Y39B6A.5,,1.8,0.0056,Y39B6A.5,WBGene00012668,Public name for WBGene00012668. History: N.A.
Y39B6A.6,Y39B6A.6,tsp-13,1.55,0.021,Y39B6A.6,WBGene00006639,Sequence name for WBGene00006639(tsp-13). History: N.A.
Y39C12A.3,Y39C12A.3,sre-18,2.34,0.041,Y39C12A.3,WBGene00012705,Sequence name for WBGene00012705(sre-18). History: N.A.
Y39C12A.5,Y39C12A.5,sre-16,2.73,0.03,Y39C12A.5,WBGene00012707,Sequence name for WBGene00012707(sre-16). History: N.A.
Y39D8A.1,Y39D8A.1b,,-1.47,0.034,Y39D8A.1,WBGene00021448,Public name for WBGene00021448. History: N.A.
Y39D8B.1,Y39D8B.1,,-1.47,0.01,Y39D8B.1,WBGene00021449,"Sequence name for WBGene00021449(mltn-7). History: Split into mltn-6(WBGene00021450). History of WBGene00021449: Split into ""WBGene00021450"" on 2010-04-01"
Y39G10AR.12,Y39G10AR.12a,tpxl-1,-1.6,0.018,Y39G10AR.12,WBGene00021470,Sequence name for WBGene00021470(tpxl-1). History: N.A.
Y39G10AR.15,Y39G10AR.15,,1.45,0.03,Y39G10AR.15,WBGene00021471,"Public name for WBGene00021471. History: Split into Y39G10AR.32(WBGene00219275). History of WBGene00021471: Split into ""WBGene00219275"" on 2011-10-03"
Y39G8B.9,Y39G8B.9,,-1.52,0.031,Y39G8B.9,WBGene00012728,Public name for WBGene00012728. History: N.A.
Y39H10A.1,Y39H10A.1,,1.63,0.022,Y39H10A.1,WBGene00021478,Public name for WBGene00021478. History: N.A.
Y39H10A.6,Y39H10A.6,,-1.41,0.035,Y39H10A.6,WBGene00021482,Sequence name for WBGene00021482(gid-7). History: N.A.
Y40B10A.6,Y40B10A.6,,1.69,0.0095,Y40B10A.6,WBGene00021491,Sequence name for WBGene00021491(comt-4). History: N.A.
Y40B10A.7,Y40B10A.7,,1.53,0.036,Y40B10A.7,WBGene00021492,Sequence name for WBGene00021492(comt-5). History: N.A.
Y40B10B.1,Y40B10B.1,,3.19,0.00094,Y40B10B.1,WBGene00021494,Public name for WBGene00021494. History: N.A.
Y40B1B.6,Y40B1B.6.1,spr-5,-1.66,0.039,Y40B1B.6,WBGene00005010,Sequence name for WBGene00005010(spr-5). History: N.A.
Y40C5A.4,Y40C5A.4a,,-1.49,0.027,Y40C5A.4,WBGene00021497,Public name for WBGene00021497. History: N.A.
Y40D12A.1,Y40D12A.1b,,-1.66,0.031,Y40D12A.1,WBGene00021502,Public name for WBGene00021502. History: N.A.
Y40H7A.10,Y40H7A.10,,1.43,0.024,Y40H7A.10,WBGene00012747,Public name for WBGene00012747. History: N.A.
Y40H7A.14,Y40H7A.14,,-1.42,0.046,Y40H7A.14,WBGene00045018,Public name for WBGene00045018. History: N.A.
Y41C4A.13,Y41C4A.13,,1.53,0.039,Y41C4A.13,WBGene00012759,Sequence name for WBGene00012759(sup-1). History: N.A.
Y41C4A.14,Y41C4A.14,mrt-2,1.44,0.032,Y41C4A.14,WBGene00003417,Sequence name for WBGene00003417(mrt-2). History: N.A.
Y41C4A.17,Y41C4A.17,,2.38,0.031,Y41C4A.17,WBGene00012760,Public name for WBGene00012760. History: N.A.
Y41C4A.4,Y41C4A.4b,crh-1,-1.55,0.044,Y41C4A.4,WBGene00000793,Sequence name for WBGene00000793(crh-1). History: N.A.
Y41C4A.5,Y41C4A.5,pqn-84,-3.87,0.028,Y41C4A.5,WBGene00004165,Sequence name for WBGene00004165(pqn-84). History: N.A.
Y41C4A.6,Y41C4A.6,,1.81,0.032,Y41C4A.6,WBGene00012753,Public name for WBGene00012753. History: N.A.
Y41D4B.14,Y41D4B.14,,1.48,0.031,Y41D4B.14,WBGene00021516,Public name for WBGene00021516. History: N.A.
Y41D4B.19,Y41D4B.19a,npp-8,-1.9,0.029,Y41D4B.19,WBGene00003794,Sequence name for WBGene00003794(npp-8). History: N.A.
Y41D4B.26,Y41D4B.26,nhr-146,1.68,0.033,Y41D4B.26,WBGene00021525,Sequence name for WBGene00021525(cpg-24). History: N.A.
Y41E3.15,Y41E3.15,srt-48,-1.4,0.008,Y41E3.15,WBGene00012773,Sequence name for WBGene00012773(srt-48). History: N.A.
Y41E3.16,Y41E3.16,,-1.8,0.013,Y41E3.16,WBGene00012769,"Public name for Dead gene WBGene00012774. History of WBGene00012774: Merged into ""WBGene00012769"" on 2009-01-09"
Y41E3.9,Y41E3.9,fcd-2,-1.46,0.048,Y41E3.9,WBGene00012767,Sequence name for WBGene00012767(fcd-2). History: N.A.
Y41G9A.10,Y41G9A.10,,1.66,0.0057,Y41G9A.10,WBGene00044901,Public name for WBGene00044901. History: N.A.
Y42A5A.3,Y42A5A.3,,1.68,0.01,Y42A5A.3,WBGene00012778,Public name for WBGene00012778. History: N.A.
Y42H9AR.4,Y42H9AR.4,,-1.56,0.042,Y42H9AR.4,WBGene00021539,Public name for WBGene00021539. History: N.A.
Y43C5A.3,Y43C5A.3,,1.5,0.022,Y43C5A.3,WBGene00012783,Public name for WBGene00012783. History: N.A.
Y43F11A.5,Y43F11A.5,set-24,-2.49,0.00057,Y43F11A.5,WBGene00012845,Sequence name for WBGene00012845(set-24). History: N.A.
Y43F4A.3,Y43F4A.3,,2.05,0.0043,Y43F4A.3,WBGene00012798,Public name for WBGene00012798. History: N.A.
Y43F4B.13,Y43F4B.13,,1.54,0.024,Y43F4B.13,WBGene00012806,"Public name for Dead gene WBGene00045284. History of WBGene00045284: Merged into ""WBGene00012806"" on 2009-05-27"
Y43F4B.5,Y43F4B.5a.2,,-1.42,0.044,Y43F4B.5,WBGene00012803,Public name for WBGene00012803. History: N.A.
Y43F8A.1,Y43F8A.1,,1.57,0.043,Y43F8A.1,WBGene00012808,Public name for WBGene00012808. History: N.A.
Y43F8A.5,Y43F8A.5,,-1.54,0.048,Y43F8A.5,WBGene00012811,Sequence name for WBGene00012811(slcr-46.2). History: N.A.
Y43F8B.11,Y43F8B.11,,1.63,0.037,Y43F8B.11,WBGene00012821,Public name for WBGene00012821. History: N.A.
Y43F8B.16,Y43F8B.16,,-1.28,0.032,Y43F8B.16,WBGene00012812,"Public name for Dead gene WBGene00050909. History of WBGene00050909: Merged into ""WBGene00012812"" on 2008-12-22"
Y43F8B.18,Y43F8B.18,,-1.62,0.0086,Y43F8B.18,WBGene00050911,Public name for WBGene00050911. History: N.A.
Y43F8B.2,Y43F8B.2a,,-1.65,0.0036,Y43F8B.2,WBGene00012813,Public name for WBGene00012813. History: N.A.
Y43F8B.20,Y43F8B.20,,1.69,0.022,Y43F8B.20,WBGene00086559,Public name for WBGene00086559. History: N.A.
Y43F8B.3,Y43F8B.3a,,-1.73,0.015,Y43F8B.3,WBGene00012814,Public name for WBGene00012814. History: N.A.
Y43F8C.12,Y43F8C.12,mrp-7,-1.68,0.035,Y43F8C.12,WBGene00003413,Sequence name for WBGene00003413(mrp-7). History: N.A.
Y43F8C.18,Y43F8C.18,,2.43,0.0066,Y43F8C.18,WBGene00012839,Public name for WBGene00012839. History: N.A.
Y43F8C.3,Y43F8C.3,,1.68,0.041,Y43F8C.3,WBGene00012825,Public name for WBGene00012825. History: N.A.
Y43F8C.4,Y43F8C.4,,-1.57,0.043,Y43F8C.4,WBGene00012826,Sequence name for WBGene00012826(dyf-19). History: N.A.
Y43H11AL.3,Y43H11AL.3,pqn-85,-1.65,0.025,Y43H11AL.3,WBGene00004166,Sequence name for WBGene00004166(scc-2). History: Renamed on 2021-02-16; Renamed on 2021-03-11
Y44E3A.1,Y44E3A.1b,,2.55,0.0002,Y44E3A.1,WBGene00021547,Public name for WBGene00021547. History: N.A.
Y45F10A.3,Y45F10A.3,,1.44,0.04,Y45F10A.3,WBGene00012866,Sequence name for WBGene00012866(afmd-2). History: N.A.
Y45F10A.5,Y45F10A.5,nlp-17,1.74,0.021,Y45F10A.5,WBGene00003755,Sequence name for WBGene00003755(nlp-17). History: N.A.
Y45F10B.14,Y45F10B.14,srd-10,2.4,0.019,Y45F10B.14,WBGene00005088,Sequence name for WBGene00005088(srd-10). History: N.A.
Y45F10B.18,Y45F10B.18,,-1.38,0.043,Y45F10B.18,WBGene00045059,Public name for WBGene00045059. History: N.A.
Y45F10C.2,Y45F10C.2,,1.76,0.0014,Y45F10C.2,WBGene00012878,Public name for WBGene00012878. History: N.A.
Y45F10C.6,Y45F10C.6,,3.02,0.00025,Y45F10C.6,WBGene00044256,"Public name for WBGene00044256. History: Split into Y45F10C.21(WBGene00271792). History of WBGene00044256: Split into ""WBGene00271792"" on 2017-09-21"
Y45F10C.7,Y45F10C.7,,2.46,0.0029,Y45F10C.7,,"Public name for Dead gene WBGene00045023. History of WBGene00045023: Killed on 2010-07-09. Remark: [100629 pad] Removed following correspondence with Rebecca Robilotto and Mark Gerstein, this is no longer believed to be a valid Pseudogene"
Y45F3A.2,Y45F3A.2,rab-30,1.49,0.039,Y45F3A.2,WBGene00004282,Sequence name for WBGene00004282(rab-30). History: N.A.
Y45F3A.4,Y45F3A.4,,7.23,5.1e-08,Y45F3A.4,WBGene00012861,Public name for WBGene00012861. History: N.A.
Y45G12B.2,Y45G12B.2a,,-1.64,0.017,Y45G12B.2,WBGene00021563,Public name for WBGene00021563. History: N.A.
Y45G12B.3,Y45G12B.3,,-1.37,0.048,Y45G12B.3,WBGene00021564,Public name for WBGene00021564. History: N.A.
Y45G12C.12,Y45G12C.12,str-154,1.67,0.016,Y45G12C.12,WBGene00006200,Sequence name for WBGene00006200(str-154). History: N.A.
Y45G12C.16,Y45G12C.16,,3.1,0.0055,Y45G12C.16,WBGene00044131,Public name for WBGene00044131. History: N.A.
Y45G5AM.2,Y45G5AM.2,,-1.48,0.049,Y45G5AM.2,WBGene00021555,Sequence name for WBGene00021555(pid-5). History: N.A.
Y46C8AL.9,Y46C8AL.9b,clec-75,1.98,0.0065,Y46C8AL.9,WBGene00021586,"Sequence name for WBGene00021586(clec-75). History: Split into Y46C8AM.1(WBGene00271795). History of WBGene00021586: Split into ""WBGene00271795"" on 2017-09-21"
Y46D2A.2,Y46D2A.2,,-2.09,0.0055,Y46D2A.2,WBGene00021590,"Public name for WBGene00021590. History: Split into ""WBGene00195076"" on 2010-04-22"
Y46E12A.1,Y46E12A.1,cnc-6,1.76,0.028,Y46E12A.1,WBGene00000560,Sequence name for WBGene00000560(cnc-6). History: N.A.
Y46G5A.1,Y46G5A.1b,,-1.53,0.047,Y46G5A.1,WBGene00012894,Sequence name for WBGene00012894(tbc-17). History: N.A.
Y46G5A.2,Y46G5A.2,,-1.46,0.049,Y46G5A.2,WBGene00012895,Sequence name for WBGene00012895(cox-10). History: N.A.
Y46G5A.20,Y46G5A.20,,1.59,0.049,Y46G5A.20,WBGene00012910,Public name for WBGene00012910. History: N.A.
Y46G5A.34,Y46G5A.34,,1.5,0.049,Y46G5A.34,WBGene00012919,Public name for WBGene00012919. History: N.A.
Y46G5A.35,Y46G5A.35,,1.43,0.029,Y46G5A.35,WBGene00012920,Sequence name for WBGene00012920(alkb-7). History: N.A.
Y46G5A.4,Y46G5A.4,,-1.6,0.042,Y46G5A.4,WBGene00012896,Sequence name for WBGene00012896(snrp-200). History: Renamed on 2005-03-17
Y46G5A.41,Y46G5A.41,,8.29,7e-06,Y46G5A.41,WBGene00077634,Public name for WBGene00077634. History: N.A.
Y46H3A.2,Y46H3A.2,hsp-16.41,-6.74,1.1e-05,Y46H3A.2,WBGene00002018,Sequence name for WBGene00002018(hsp-16.41). History: N.A.
Y46H3A.3,Y46H3A.3,hsp-16.2,-6.09,2e-06,Y46H3A.3,WBGene00002016,Sequence name for WBGene00002016(hsp-16.2). History: N.A.
Y46H3A.4,Y46H3A.4,,1.52,0.047,Y46H3A.4,WBGene00021600,Public name for WBGene00021600. History: N.A.
Y46H3C.1,Y46H3C.1,srw-100,-1.39,0.039,Y46H3C.1,WBGene00005847,Sequence name for WBGene00005847(srw-100). History: N.A.
Y46H3C.6,Y46H3C.6,,1.42,0.032,Y46H3C.6,WBGene00021606,Public name for WBGene00021606. History: N.A.
Y47A7.1,Y47A7.1,,-1.35,0.034,Y47A7.1,WBGene00021613,Sequence name for WBGene00021613(ttc-37). History: N.A.
Y47D3A.1,Y47D3A.1,,1.45,0.041,Y47D3A.1,WBGene00012922,Public name for WBGene00012922. History: N.A.
Y47D7A.6,Y47D7A.6,,-1.53,0.028,Y47D7A.6,WBGene00021619,"Public name for WBGene00021619. History: Split into Y47D7A.18(WBGene00235165). History of WBGene00021619: Split into ""WBGene00235165"" on 2013-06-18"
Y47D7A.9,Y47D7A.9,,-2.14,0.02,Y47D7A.9,WBGene00021621,Public name for WBGene00021621. History: N.A.
Y47G6A.23,Y47G6A.23,lpd-3,-1.45,0.044,Y47G6A.23,WBGene00003060,Sequence name for WBGene00003060(lpd-3). History: N.A.
Y47G6A.25,Y47G6A.25,,-1.38,0.048,Y47G6A.25,WBGene00021649,Public name for WBGene00021649. History: N.A.
Y47G6A.30,Y47G6A.30,,-1.56,0.032,Y47G6A.30,WBGene00021653,Public name for WBGene00021653. History: N.A.
Y47H10A.1,Y47H10A.1,clp-3,1.64,0.028,Y47H10A.1,WBGene00000544,Sequence name for WBGene00000544(clp-3). History: N.A.
Y47H10A.6,Y47H10A.6,,1.57,0.027,Y47H10A.6,WBGene00077537,Public name for WBGene00077537. History: N.A.
Y47H9C.4,Y47H9C.4a,ced-1,-1.57,0.033,Y47H9C.4,WBGene00000415,Sequence name for WBGene00000415(ced-1). History: N.A.
Y48A6B.1,Y48A6B.1,,1.76,0.032,Y48A6B.1,WBGene00012962,Sequence name for WBGene00012962(dmsr-5). History: N.A.
Y48A6B.13,Y48A6B.13.2,spat-2,-1.92,0.013,Y48A6B.13,WBGene00012973,Sequence name for WBGene00012973(spat-2). History: N.A.
Y48A6B.4,Y48A6B.4,fipr-17,-2.83,0.014,Y48A6B.4,WBGene00012965,Sequence name for WBGene00012965(fipr-17). History: N.A.
Y48A6B.7,Y48A6B.7,,1.4,0.037,Y48A6B.7,WBGene00012968,Public name for WBGene00012968. History: N.A.
Y48A6C.5,Y48A6C.5b,pha-1,1.75,0.0052,Y48A6C.5,WBGene00004010,Sequence name for WBGene00004010(pha-1). History: N.A.
Y48B6A.10,Y48B6A.10,,7.24,0.00037,Y48B6A.10,WBGene00012981,Public name for WBGene00012981. History: N.A.
Y48B6A.11,Y48B6A.11,jmjd-2,-1.59,0.044,Y48B6A.11,WBGene00012982,Sequence name for WBGene00012982(jmjd-2). History: N.A.
Y48B6A.12,Y48B6A.12.3,,-1.51,0.039,Y48B6A.12,WBGene00012983,Sequence name for WBGene00012983(men-1). History: N.A.
Y48B6A.16,Y48B6A.16,,1.66,0.032,Y48B6A.16,WBGene00050948,Public name for WBGene00050948. History: N.A.
Y48B6A.2,Y48B6A.2.3,rpl-43,1.55,0.04,Y48B6A.2,WBGene00004456,Sequence name for WBGene00004456(rpl-43). History: N.A.
Y48B6A.9,Y48B6A.9,hot-7,1.42,0.049,Y48B6A.9,WBGene00001992,Sequence name for WBGene00001992(hot-7). History: N.A.
Y48C3A.12,Y48C3A.12,,-1.87,0.0075,Y48C3A.12,WBGene00012994,Public name for WBGene00012994. History: N.A.
Y48C3A.4,Y48C3A.4,,-1.59,0.025,Y48C3A.4,WBGene00012988,Sequence name for WBGene00012988(ztf-22). History: N.A.
Y48E1B.8,Y48E1B.8,,-1.54,0.0081,Y48E1B.8,WBGene00013007,Public name for WBGene00013007. History: N.A.
Y48E1B.9,Y48E1B.9,clec-146,1.5,0.015,Y48E1B.9,WBGene00013008,Sequence name for WBGene00013008(clec-146). History: N.A.
Y48E1C.1,Y48E1C.1a,,-1.67,0.021,Y48E1C.1,WBGene00013014,Public name for WBGene00013014. History: N.A.
