# Dataset S4.  Annotated features with ten or more siRNA  reads per million total small RNA reads and depleted by 2/3 or more in mut-16(pk710), relative to wild type (N2).
gene,Reads Per Million Total_wt,Reads Per Million Total_pk710,Reads Per Million Total_pk710/wt,Depletion,Annotation,Input,Suggested Match,History
T20G5.2,10.95,1.48,0.13,-7.41,Gene,T20G5.2,WBGene00000833,Sequence name for WBGene00000833(cts-1). History: N.A.
WBTransposon00000003,40.84,5.51,0.13,-7.41,Transposon,,,
F23B2.6,26.72,3.61,0.14,-7.4,Gene,F23B2.6,WBGene00000121,Sequence name for WBGene00000121(aly-2). History: Renamed on 2005-04-27
WBTransposon00000001,42.17,5.7,0.14,-7.4,Transposon,,,
Y60A3A.8,21.71,2.95,0.14,-7.35,Gene,Y60A3A.8,WBGene00013359,Public name for WBGene00013359. History: N.A.
Y54H5A.2,16.88,2.3,0.14,-7.35,Gene,Y54H5A.2,WBGene00021900,Public name for WBGene00021900. History: N.A.
Y73B6BL.6,14.47,1.97,0.14,-7.35,Gene,Y73B6BL.6,WBGene00022235,Sequence name for WBGene00022235(sqd-1). History: N.A.
Y55F3C.7,42.12,5.74,0.14,-7.34,Gene,Y55F3C.7,WBGene00021950,Sequence name for WBGene00021950(cutl-26). History: N.A.
Y37E11AR.2,25.23,3.44,0.14,-7.32,Gene,Y37E11AR.2,WBGene00021369,Sequence name for WBGene00021369(siah-1). History: N.A.
B0432.2,15.59,2.13,0.14,-7.31,Gene,B0432.2,WBGene00015184,Sequence name for WBGene00015184(djr-1.1). History: N.A.
K09H9.1,15.59,2.13,0.14,-7.31,Gene,K09H9.1,WBGene00019594,Public name for WBGene00019594. History: N.A.
Y54E10BR.4,44.34,6.07,0.14,-7.31,Gene,Y54E10BR.4,WBGene00021843,Public name for WBGene00021843. History: N.A.
Y61A9LA.3,170.14,23.29,0.14,-7.3,Gene,Y61A9LA.3,WBGene00022015,Public name for WBGene00022015. History: N.A.
F27C1.2,13.17,1.8,0.14,-7.3,Gene,F27C1.2,WBGene00017852,Public name for WBGene00017852. History: N.A.
Y60A3A.27,31.7,4.35,0.14,-7.29,Transposon,Y60A3A.27,,Sequence name for Suppressed gene WBGene00045512. Molecular name for Suppressed gene WBGene00045512. Public name for Suppressed gene WBGene00045512. History of WBGene00045512: Killed on 2011-05-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
CD4.8,306.14,42.0,0.14,-7.29,Gene,CD4.8,WBGene00016993,Public name for WBGene00016993. History: N.A.
Y17G7B.10,21.52,2.95,0.14,-7.29,Gene,Y17G7B.10,WBGene00012463,Sequence name for WBGene00012463(nadk-2). History: N.A.
C01B9.1,10.76,1.48,0.14,-7.29,Gene,C01B9.1,WBGene00007220,Public name for WBGene00007220. History: N.A.
F55C9.3,231.55,31.82,0.14,-7.28,Gene,F55C9.3,WBGene00010100,Public name for WBGene00010100. History: N.A.
WBTransposon00000002,40.83,5.62,0.14,-7.27,Transposon,,,
F36F2.6,67.91,9.35,0.14,-7.26,Gene,F36F2.6,WBGene00009479,Sequence name for WBGene00009479(fcp-1). History: N.A.
C01F6.3,19.71,2.72,0.14,-7.25,Pseudogene,C01F6.3,WBGene00000374,Sequence name for WBGene00000374(cyp-31A1). History: N.A.
K10C3.4,11.87,1.64,0.14,-7.24,Gene,K10C3.4,WBGene00010731,Public name for WBGene00010731. History: N.A.
Y22D7AR.2,11.87,1.64,0.14,-7.24,Gene,Y22D7AR.2,WBGene00021256,Public name for WBGene00021256. History: N.A.
Y50D4C.2,11.87,1.64,0.14,-7.24,Gene,Y50D4C.2,WBGene00021747,Public name for WBGene00021747. History: N.A.
D2030.7,53.43,7.38,0.14,-7.24,Gene,D2030.7,WBGene00008417,Public name for WBGene00008417. History: N.A.
F40F9.6,58.07,8.04,0.14,-7.22,Gene,F40F9.6,WBGene00009583,Sequence name for WBGene00009583(aagr-3). History: N.A.
F39H11.1,46.2,6.4,0.14,-7.22,Gene,F39H11.1,WBGene00009565,Public name for WBGene00009565. History: N.A.
C49C3.7,24.86,3.44,0.14,-7.22,Gene,C49C3.7,WBGene00008197,Public name for WBGene00008197. History: N.A.
ZK524.3,18.92,2.62,0.14,-7.21,Gene,ZK524.3,WBGene00003074,Sequence name for WBGene00003074(lars-2). History: Renamed on 2010-01-29
Y51F10.4,23.56,3.28,0.14,-7.18,Gene,Y51F10.4,WBGene00021765,Public name for WBGene00021765. History: N.A.
F44E2.7,38.78,5.41,0.14,-7.16,Gene,F44E2.7,WBGene00018420,Public name for WBGene00018420. History: N.A.
T13H5.7,46.94,6.56,0.14,-7.15,Gene,T13H5.7,WBGene00004383,Sequence name for WBGene00004383(rnh-2). History: N.A.
ZK686.3,22.26,3.12,0.14,-7.14,Gene,ZK686.3,WBGene00022793,Public name for WBGene00022793. History: N.A.
Y46G5A.13,15.21,2.13,0.14,-7.13,Gene,Y46G5A.13,WBGene00012904,Sequence name for WBGene00012904(tiar-2). History: N.A.
Y54G2A.26,11.69,1.64,0.14,-7.13,Gene,Y54G2A.26,WBGene00021890,Public name for WBGene00021890. History: N.A.
Y18H1A.3,31.54,4.43,0.14,-7.12,Gene,Y18H1A.3,WBGene00021209,Sequence name for WBGene00021209(hgap-1). History: N.A.
C37H5.8,20.97,2.95,0.14,-7.1,Gene,C37H5.8,WBGene00002010,Sequence name for WBGene00002010(hsp-6). History: N.A.
WBTransposon00000005,42.35,5.97,0.14,-7.1,Transposon,,,
F38E9.2,31.36,4.43,0.14,-7.08,Gene,F38E9.2,WBGene00003555,Sequence name for WBGene00003555(nas-39). History: N.A.
B0361.3,46.38,6.56,0.14,-7.07,Gene,B0361.3,WBGene00015157,Public name for WBGene00015157. History: N.A.
T08B2.7,18.55,2.62,0.14,-7.07,Gene,T08B2.7,WBGene00020347,Sequence name for WBGene00020347(ech-1.2). History: N.A.
W03F8.4,35.81,5.09,0.14,-7.04,Gene,W03F8.4,WBGene00020994,Public name for WBGene00020994. History: N.A.
B0025.4,10.39,1.48,0.14,-7.04,Gene,B0025.4,WBGene00015001,Public name for WBGene00015001. History: N.A.
T05F1.1,42.67,6.07,0.14,-7.03,Gene,T05F1.1,WBGene00011488,Sequence name for WBGene00011488(nra-2). History: N.A.
B0511.13,70.32,10.01,0.14,-7.03,Gene,B0511.13,WBGene00015238,"Sequence name for WBGene00015238(mppe-1). History: Split into B0511.19(WBGene00255714). History of WBGene00015238: Split into ""WBGene00255714"" on 2015-04-30"
Y53C10A.13,10.36,1.48,0.14,-7.02,Pseudogene,Y53C10A.13,WBGene00014917,Sequence name for WBGene00014917(fbxa-122). History: N.A.
F10E9.3,11.5,1.64,0.14,-7.01,Gene,F10E9.3,WBGene00017355,Public name for WBGene00017355. History: N.A.
T02G6.4,18.37,2.62,0.14,-7,Gene,T02G6.4,WBGene00011387,Public name for WBGene00011387. History: N.A.
K02D10.5,12.62,1.8,0.14,-6.99,Gene,K02D10.5,WBGene00019305,Sequence name for WBGene00019305(snap-29). History: Renamed on 2009-07-21
C29E4.15,22.82,3.28,0.14,-6.96,Gene,C29E4.15,WBGene00045246,Public name for WBGene00045246. History: N.A.
M01E11.4,22.82,3.28,0.14,-6.96,Gene,M01E11.4,WBGene00019713,Sequence name for WBGene00019713(pqn-52). History: N.A.
E02H1.4,23.93,3.44,0.14,-6.95,Gene,E02H1.4,WBGene00004050,Sequence name for WBGene00004050(parp-2). History: Renamed on 2014-11-18
Y39B6A.13,31.91,4.59,0.14,-6.95,Gene,Y39B6A.13,WBGene00012675,Public name for WBGene00012675. History: N.A.
B0280.10,52.32,7.55,0.14,-6.93,Gene,B0280.10,WBGene00015105,Sequence name for WBGene00015105(pot-1). History: N.A.
Y113G7B.18,96.66,13.94,0.14,-6.93,Gene,Y113G7B.18,WBGene00007017,Sequence name for WBGene00007017(mdt-17). History: N.A.
C27C7.1,46.57,6.73,0.14,-6.92,Gene,C27C7.1,WBGene00007766,Public name for WBGene00007766. History: N.A.
T22C1.5,10.2,1.48,0.14,-6.91,Gene,T22C1.5,WBGene00011916,Public name for WBGene00011916. History: N.A.
F02A9.6,64.57,9.35,0.14,-6.91,Gene,F02A9.6,WBGene00001609,Sequence name for WBGene00001609(glp-1). History: N.A.
C34B4.2,11.32,1.64,0.14,-6.9,Gene,C34B4.2,WBGene00007907,Public name for WBGene00007907. History: N.A.
ZK1248.19,13.54,1.97,0.15,-6.88,Gene,ZK1248.19,WBGene00022885,Public name for WBGene00022885. History: N.A.
C09H10.5,14.66,2.13,0.15,-6.87,Gene,C09H10.5,WBGene00007499,Public name for WBGene00007499. History: N.A.
F25F2.2,14.66,2.13,0.15,-6.87,Gene,F25F2.2,WBGene00000396,Sequence name for WBGene00000396(cdh-4). History: N.A.
T07A9.1,15.77,2.3,0.15,-6.87,Gene,T07A9.1,WBGene00020295,Sequence name for WBGene00020295(pqbp-1.2). History: N.A.
T09B4.1,18.0,2.62,0.15,-6.86,Gene,T09B4.1,WBGene00020375,Sequence name for WBGene00020375(pigv-1). History: Renamed on 2013-11-11
C26E6.11,19.11,2.79,0.15,-6.85,Gene,C26E6.11,WBGene00016144,Sequence name for WBGene00016144(mmab-1). History: Renamed on 2006-01-16
F37A4.9,51.58,7.55,0.15,-6.84,Gene,F37A4.9,WBGene00018137,Sequence name for WBGene00018137(bath-41). History: N.A.
C47D12.2,52.51,7.71,0.15,-6.81,Gene,C47D12.2,WBGene00008136,Public name for WBGene00008136. History: N.A.
C46C2.2,42.3,6.23,0.15,-6.79,Gene,C46C2.2,WBGene00008110,Public name for WBGene00008110. History: N.A.
C01G8.2,10.02,1.48,0.15,-6.79,Gene,C01G8.2,WBGene00000540,Sequence name for WBGene00000540(cln-3.2). History: N.A.
T08B2.11,10.02,1.48,0.15,-6.79,Gene,T08B2.11,WBGene00020349,Public name for WBGene00020349. History: N.A.
C50B8.2,24.31,3.61,0.15,-6.73,Gene,C50B8.2,WBGene00000250,Sequence name for WBGene00000250(bir-2). History: N.A.
B0564.1,438.24,65.13,0.15,-6.73,Gene,B0564.1,"WBGene00007201, WBGene00044083",Sequence name for WBGene00007201(exos-4.1). History: N.A.. Sequence name for WBGene00044083(tin-9.2). History: N.A.
C48D1.2,20.97,3.12,0.15,-6.73,Gene,C48D1.2,WBGene00000417,Sequence name for WBGene00000417(ced-3). History: N.A.
C48B6.6,36.37,5.41,0.15,-6.72,Gene,C48B6.6,WBGene00004879,Sequence name for WBGene00004879(smg-1). History: N.A.
Y71G12A.2,33.03,4.92,0.15,-6.71,Gene,Y71G12A.2,WBGene00022138,Sequence name for WBGene00022138(trpp-10). History: N.A.
Y65B4BL.7,14.29,2.13,0.15,-6.7,Gene,Y65B4BL.7,WBGene00022039,Public name for WBGene00022039. History: N.A.
C46F11.4,49.35,7.38,0.15,-6.69,Gene,C46F11.4,WBGene00008119,Public name for WBGene00008119. History: N.A.
F11C1.5,12.06,1.8,0.15,-6.68,Gene,F11C1.5,WBGene00008694,Sequence name for WBGene00008694(vwa-8). History: N.A.
W02F12.5,12.06,1.8,0.15,-6.68,Gene,W02F12.5,WBGene00020950,Sequence name for WBGene00020950(dlst-1). History: N.A.
C06A5.8,21.89,3.28,0.15,-6.67,Gene,C06A5.8,WBGene00015505,Public name for WBGene00015505. History: N.A.
M01E5.2,10.95,1.64,0.15,-6.67,Gene,M01E5.2,WBGene00010805,Public name for WBGene00010805. History: N.A.
F26F4.12,31.73,4.76,0.15,-6.67,Gene,F26F4.12,WBGene00017831,Public name for WBGene00017831. History: N.A.
C04G6.4,20.78,3.12,0.15,-6.67,Gene,C04G6.4,WBGene00015454,Public name for WBGene00015454. History: N.A.
C55B7.5,20.78,3.12,0.15,-6.67,Gene,C55B7.5,WBGene00016944,Sequence name for WBGene00016944(uri-1). History: N.A.
ZC262.8,20.78,3.12,0.15,-6.67,Gene,ZC262.8,WBGene00022583,Sequence name for WBGene00022583(mrps-18A). History: N.A.
R09B3.2,16.33,2.46,0.15,-6.64,Gene,R09B3.2,WBGene00011155,Sequence name for WBGene00011155(rbm-3.1). History: N.A.
Y77E11A.11,40.26,6.07,0.15,-6.63,Gene,Y77E11A.11,WBGene00000547,Sequence name for WBGene00000547(clp-7). History: N.A.
Y38C1AA.1,22.82,3.44,0.15,-6.62,Gene,Y38C1AA.1,WBGene00021394,Public name for WBGene00021394. History: N.A.
ZC395.2,15.21,2.3,0.15,-6.62,Gene,ZC395.2,WBGene00000536,Sequence name for WBGene00000536(clk-1). History: N.A.
T16G12.3,32.47,4.92,0.15,-6.6,Gene,T16G12.3,WBGene00011804,Public name for WBGene00011804. History: N.A.
ZC477.5,12.99,1.97,0.15,-6.6,Gene,ZC477.5,WBGene00022620,Sequence name for WBGene00022620(rde-8). History: N.A.
C06H2.3,19.48,2.95,0.15,-6.6,Gene,C06H2.3,WBGene00007387,Sequence name for WBGene00007387(jmjd-5). History: N.A.
Y46G5A.1,2020.68,306.76,0.15,-6.59,Gene,Y46G5A.1,WBGene00012894,Sequence name for WBGene00012894(tbc-17). History: N.A.
PAR2.1,10.76,1.64,0.15,-6.56,Gene,PAR2.1,WBGene00019800,Sequence name for WBGene00019800(mtss-1). History: N.A.
T26H5.8,10.76,1.64,0.15,-6.56,Gene,T26H5.8,WBGene00012070,Public name for WBGene00012070. History: N.A.
C47D12.7,174.59,26.74,0.15,-6.53,Gene,C47D12.7,WBGene00002184,Sequence name for WBGene00002184(kel-1). History: N.A.
B0334.11,32.1,4.92,0.15,-6.52,Gene,B0334.11,WBGene00003868,Sequence name for WBGene00003868(ooc-3). History: N.A.
C16A3.2,17.07,2.62,0.15,-6.5,Gene,C16A3.2,WBGene00015807,Public name for WBGene00015807. History: N.A.
C03C10.4,24.49,3.77,0.15,-6.49,Gene,C03C10.4,WBGene00007270,Sequence name for WBGene00007270(rei-1). History: N.A.
R74.4,26.53,4.1,0.15,-6.47,Gene,R74.4,WBGene00001034,Sequence name for WBGene00001034(dnj-16). History: N.A.
T05E11.6,26.53,4.1,0.15,-6.47,Gene,T05E11.6,WBGene00011482,Sequence name for WBGene00011482(pigk-1). History: Renamed on 2018-12-11
C28A5.4,44.53,6.89,0.15,-6.46,Gene,C28A5.4,WBGene00000463,Sequence name for WBGene00000463(ceh-43). History: Renamed on 2013-07-26
F08B6.1,10.58,1.64,0.16,-6.45,Gene,F08B6.1,WBGene00017239,Public name for WBGene00017239. History: N.A.
T26E3.4,13.73,2.13,0.16,-6.44,Gene,T26E3.4,WBGene00012037,Public name for WBGene00012037. History: N.A.
Y53H1A.5,23.19,3.61,0.16,-6.43,Gene,Y53H1A.5,WBGene00043056,Sequence name for WBGene00043056(nfya-2). History: N.A.
F40F8.9,22.08,3.44,0.16,-6.41,Gene,F40F8.9,WBGene00003076,Sequence name for WBGene00003076(lsm-1). History: N.A.
F54D7.2,12.62,1.97,0.16,-6.41,Gene,F54D7.2,WBGene00018797,Sequence name for WBGene00018797(ept-1). History: N.A.
F56D1.1,97.41,15.26,0.16,-6.38,Gene,F56D1.1,WBGene00018959,Public name for WBGene00018959. History: N.A.
T22F3.4,14.66,2.3,0.16,-6.38,Gene,T22F3.4,WBGene00004422,Sequence name for WBGene00004422(rpl-11.1). History: Renamed on 2005-09-09
T24A11.1,36.55,5.74,0.16,-6.37,Gene,T24A11.1,WBGene00003476,Sequence name for WBGene00003476(mtm-3). History: N.A.
K04G7.1,16.7,2.62,0.16,-6.36,Gene,K04G7.1,WBGene00019400,Public name for WBGene00019400. History: N.A.
F59E10.1,38.41,6.07,0.16,-6.33,Gene,F59E10.1,WBGene00003882,Sequence name for WBGene00003882(orc-2). History: N.A.
EEED8.7,28.02,4.43,0.16,-6.33,Gene,EEED8.7,WBGene00004701,Sequence name for WBGene00004701(rsp-4). History: N.A.
R05G6.8,45.46,7.22,0.16,-6.3,Gene,R05G6.8,WBGene00004039,Sequence name for WBGene00004039(plc-4). History: N.A.
W04B5.6,25.79,4.1,0.16,-6.29,Gene,W04B5.6,WBGene00021023,Public name for WBGene00021023. History: N.A.
T04A8.16,111.32,17.72,0.16,-6.28,Gene,T04A8.16,WBGene00000543,Sequence name for WBGene00000543(clp-2). History: N.A.
Y41D4B.19,105.01,16.73,0.16,-6.28,Gene,Y41D4B.19,WBGene00003794,Sequence name for WBGene00003794(npp-8). History: N.A.
K10B3.10,11.32,1.8,0.16,-6.27,Gene,K10B3.10,WBGene00004951,Sequence name for WBGene00004951(spc-1). History: N.A.
B0041.7,201.49,32.15,0.16,-6.27,Gene,B0041.7,WBGene00006961,Sequence name for WBGene00006961(xnp-1). History: Renamed on 2004-09-10
R151.9,19.48,3.12,0.16,-6.25,Gene,R151.9,WBGene00020112,Sequence name for WBGene00020112(pfd-5). History: N.A.
T28D6.6,23.56,3.77,0.16,-6.25,Gene,T28D6.6,WBGene00012126,Public name for WBGene00012126. History: N.A.
F01D5.10,65.49,10.5,0.16,-6.24,Gene,F01D5.10,WBGene00008500,Public name for WBGene00008500. History: N.A.
C10H11.1,22.45,3.61,0.16,-6.22,Gene,C10H11.1,WBGene00015691,Sequence name for WBGene00015691(viln-1). History: N.A.
F32B6.2,23.38,3.77,0.16,-6.2,Gene,F32B6.2,WBGene00009319,Sequence name for WBGene00009319(mccc-1). History: N.A.
Y71H2AM.22,23.38,3.77,0.16,-6.2,Gene,Y71H2AM.22,WBGene00006695,Sequence name for WBGene00006695(twk-45). History: N.A.
B0464.8,28.39,4.59,0.16,-6.18,Gene,B0464.8,WBGene00007187,Sequence name for WBGene00007187(tag-342). History: N.A.
Y37A1B.17,50.65,8.2,0.16,-6.18,Gene,Y37A1B.17,WBGene00044989,Sequence name for WBGene00044989(dnbp-1). History: N.A.
T06G6.9,11.13,1.8,0.16,-6.17,Gene,T06G6.9,WBGene00006889,Sequence name for WBGene00006889(pfd-3). History: Renamed on 2006-08-02
Y48G1A.6,62.71,10.17,0.16,-6.17,Gene,Y48G1A.6,WBGene00021661,Sequence name for WBGene00021661(mbtr-1). History: N.A.
C06G3.9,45.46,7.38,0.16,-6.16,Gene,C06G3.9,WBGene00015555,Sequence name for WBGene00015555(ufl-1). History: N.A.
W03G9.3,61.6,10.01,0.16,-6.16,Gene,W03G9.3,WBGene00021015,Sequence name for WBGene00021015(enu-3.3). History: N.A.
T12F5.4,21.15,3.44,0.16,-6.14,Gene,T12F5.4,WBGene00003040,Sequence name for WBGene00003040(lin-59). History: N.A.
H06I04.2,17.07,2.79,0.16,-6.12,Gene,H06I04.2,WBGene00004787,Sequence name for WBGene00004787(sft-1). History: N.A.
T27E9.1,17.07,2.79,0.16,-6.12,Gene,T27E9.1,WBGene00006439,Sequence name for WBGene00006439(ant-1.1). History: Renamed on 2008-06-04; Renamed on 2014-03-03
Y57G11C.33,22.08,3.61,0.16,-6.12,Gene,Y57G11C.33,WBGene00013323,Public name for WBGene00013323. History: N.A.
F56H9.5,15.03,2.46,0.16,-6.11,Gene,F56H9.5,WBGene00003011,Sequence name for WBGene00003011(lin-25). History: Renamed on 2014-11-12
F46C5.8,10.02,1.64,0.16,-6.11,Gene,F46C5.8,WBGene00009783,Sequence name for WBGene00009783(rer-1). History: N.A.
T02C5.5,10.02,1.64,0.16,-6.11,Gene,T02C5.5,WBGene00006742,Sequence name for WBGene00006742(unc-2). History: N.A.
Y116A8C.16,59.0,9.68,0.16,-6.1,Gene,Y116A8C.16,WBGene00004403,Sequence name for WBGene00004403(rom-4). History: N.A.
Y57A10A.30,18.0,2.95,0.16,-6.09,Gene,Y57A10A.30,WBGene00002063,Sequence name for WBGene00002063(ife-5). History: N.A.
Y106G6D.5,12.99,2.13,0.16,-6.09,Pseudogene,Y106G6D.5,WBGene00014965,Public name for WBGene00014965. History: N.A.
F47F6.5,29.87,4.92,0.16,-6.07,Gene,F47F6.5,WBGene00018575,Sequence name for WBGene00018575(clec-119). History: N.A.
F39H2.2,21.89,3.61,0.16,-6.07,Gene,F39H2.2,WBGene00000890,Sequence name for WBGene00000890(sig-7). History: Renamed on 2006-01-05
Y37D8A.12,57.7,9.51,0.16,-6.06,Gene,Y37D8A.12,WBGene00012552,Sequence name for WBGene00012552(enu-3.5). History: N.A.
F56B3.12,24.86,4.1,0.16,-6.06,Gene,F56B3.12,WBGene00018935,Sequence name for WBGene00018935(skr-18). History: N.A.
ZK1248.10,27.83,4.59,0.17,-6.06,Gene,ZK1248.10,WBGene00022880,Sequence name for WBGene00022880(tbc-2). History: N.A.
F11A10.6,33.77,5.58,0.17,-6.05,Gene,F11A10.6,WBGene00008687,Public name for WBGene00008687. History: N.A.
Y77E11A.7,16.88,2.79,0.17,-6.05,Gene,Y77E11A.7,WBGene00022310,Public name for WBGene00022310. History: N.A.
K02F2.3,118.19,19.52,0.17,-6.05,Gene,K02F2.3,WBGene00019323,Sequence name for WBGene00019323(teg-4). History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
Y55D5A.5,37.66,6.23,0.17,-6.04,Gene,Y55D5A.5,WBGene00000898,Sequence name for WBGene00000898(daf-2). History: N.A.
R03D7.1,29.69,4.92,0.17,-6.03,Gene,R03D7.1,WBGene00010988,Sequence name for WBGene00010988(metr-1). History: N.A.
Y71H2AM.11,23.75,3.94,0.17,-6.03,Gene,Y71H2AM.11,WBGene00022176,Public name for WBGene00022176. History: N.A.
F56D5.4,23.47,3.9,0.17,-6.03,Pseudogene,F56D5.4,WBGene00014772,Public name for WBGene00014772. History: N.A.
Y54E10A.2,34.51,5.74,0.17,-6.01,Gene,Y54E10A.2,WBGene00003258,"Sequence name for WBGene00003258(cogc-1). History: Renamed on 2006-01-16; Merged into ""WBGene00002755"" on 2015-03-05; Renamed on 2015-03-05. Public name for Dead gene WBGene00021825. History of WBGene00021825: Merged into ""WBGene00003258"" on 2006-01-16"
F32H2.2,15.77,2.62,0.17,-6.01,Gene,F32H2.2,WBGene00007026,Sequence name for WBGene00007026(mdt-31). History: N.A.
T24H7.5,15.77,2.62,0.17,-6.01,Gene,T24H7.5,WBGene00020784,"Sequence name for WBGene00020784(tat-4). History: Split into T24H7.9(WBGene00305157). History of WBGene00020784: Split into ""WBGene00305157"" on 2019-11-21"
C47G2.4,28.57,4.76,0.17,-6.01,Gene,C47G2.4,WBGene00008165,Public name for WBGene00008165. History: N.A.
Y47D3A.17,28.57,4.76,0.17,-6.01,Gene,Y47D3A.17,WBGene00012930,Sequence name for WBGene00012930(obr-1). History: N.A.
T23G11.4,25.6,4.27,0.17,-6,Gene,T23G11.4,WBGene00011969,Public name for WBGene00011969. History: N.A.
T04D1.3,12.8,2.13,0.17,-6,Gene,T04D1.3,WBGene00006791,Sequence name for WBGene00006791(unc-57). History: N.A.
T02G5.8,26.53,4.43,0.17,-5.99,Gene,T02G5.8,WBGene00002183,Sequence name for WBGene00002183(kat-1). History: N.A.
W05F2.2,57.89,9.68,0.17,-5.98,Gene,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
T27E9.4,39.15,6.56,0.17,-5.97,Gene,T27E9.4,WBGene00002185,Sequence name for WBGene00002185(kel-3). History: N.A.
T01H3.1,10.76,1.8,0.17,-5.96,Gene,T01H3.1,WBGene00006913,"Sequence name for WBGene00006913(vha-4). History: N.A.. Public name for Dead gene WBGene00011347. History of WBGene00011347: Merged into ""WBGene00006913"" on 2006-06-15"
T22C1.6,10.76,1.8,0.17,-5.96,Gene,T22C1.6,WBGene00011917,Public name for WBGene00011917. History: N.A.
Y48A5A.2,14.66,2.46,0.17,-5.96,Gene,Y48A5A.2,WBGene00006738,Sequence name for WBGene00006738(ulp-3). History: N.A.
Y51F10.5,14.66,2.46,0.17,-5.96,Gene,Y51F10.5,WBGene00021766,Sequence name for WBGene00021766(hex-4). History: N.A.
F25H2.6,62.53,10.5,0.17,-5.96,Gene,F25H2.6,WBGene00009120,Public name for WBGene00009120. History: N.A.
K04F10.4,31.17,5.25,0.17,-5.94,Gene,K04F10.4,WBGene00000254,Sequence name for WBGene00000254(bli-4). History: N.A.
W03G1.3,19.48,3.28,0.17,-5.94,Gene,W03G1.3,,Sequence name for Suppressed gene WBGene00043537. Molecular name for Suppressed gene WBGene00043537. Public name for Suppressed gene WBGene00043537. History of WBGene00043537: Killed on 2004-10-04; Resurrected on 2005-09-09; Killed on 2011-01-21; Suppressed on 2013-07-30. Remark: The corresponding CDS object for this gene had been created and removed before WormBase introduced the concept of unique gene identifiers.  This (dead) gene object exists as an attempt to make sure that a gene ID exists for every worm gene prediction that has ever existed....[050610 pad] Automatic assignment of Sequence_name connection using info taken from Public_name tags....This gene has been resurrected because it may be a member of a small gene family and should not have been removed....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y73B3A.18,51.21,8.69,0.17,-5.89,Gene,Y73B3A.18,WBGene00022219,Public name for WBGene00022219. History: N.A.
