Gene,Location,PD1/CON1 ratio,PD2/CON2 ratio,fold change,"Composite 
Chi-square
P-value",CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,...10,Dauer/L3 ratio,L3 rpm,Dauer rpm,Input,Suggested Match,History
Y39A3CR.8,chrIII:1882216-1883006,0.072269279,0.253351115,0.162810197,0.000203962,3.871795292,20.36103354,0.279811855,5.15849055,,,,,,,
Y39B6A.33,chrV:19001919-19006675,1.202836115,0.778300404,0.990568259,-0.160950932,29.89253718,31.10971862,35.9558233,24.21270656,,2.74,10.53764388,28.86671925,Y39B6A.33,WBGene00012692,Public name for WBGene00012692. History: N.A.
Y39F10B.1,chrII:723793-732424,0.719040717,0.378336102,0.548688409,0.010221847,17.05108287,17.40469605,12.26042285,6.584824861,,0.41,9.461657077,3.8488959,Y39F10B.1,WBGene00021456,Sequence name for WBGene00021456(rfip-2). History: N.A.
Y39G10AR.18,chrI:2382965-2401489,1.157331703,1.482363115,1.319847409,0.033068095,46.7522937,34.70869338,54.10791168,51.45088683,,1.22,16.50379783,20.17660866,Y39G10AR.18,WBGene00021474,Sequence name for WBGene00021474(dot-1.1). History: N.A.
Y39G10AR.8,chrI:2313271-2316010,1.105715943,0.808768962,0.957242452,-0.293519879,18.69182514,36.5627544,20.66784906,29.57082092,,0.79,11.67380502,9.252153605,Y39G10AR.8,WBGene00021466,Sequence name for WBGene00021466(eif-2gamma). History: N.A.
Y40B10A.4,chrV:2038194-2041416,0.117596716,3.216206436,1.666901576,-0.599765572,0.26437962,0.014069373,0.031090175,0.045250008,,0.0,0.031599879,0.0,Y40B10A.4,WBGene00021489,Public name for WBGene00021489. History: N.A.
Y41D4B.14,chrIV:1577112-1578891,6.066002176,0.593764769,3.329883473,-0.369495732,0.132855645,0.914501893,0.805902631,0.542999005,,1.55,0.952762856,1.480344577,Y41D4B.14,WBGene00021516,Public name for WBGene00021516. History: N.A.
Y41D4B.16,chrIV:1562181-1564061,0.0,3.216225733,1.608112867,-0.371700083,0.227752664,0.253246686,0.0,0.814498508,,1.56,4.550346168,7.105653969,Y41D4B.16,WBGene00021518,Sequence name for WBGene00021518(hpo-6). History: N.A.
Y42H9AR.1,chrIV:8113373-8115636,1.173566801,0.75887252,0.96621966,-0.210619733,15.2594285,29.15502471,17.90795869,22.12494706,,1.13,9.669485606,10.95454987,Y42H9AR.1,WBGene00021536,Public name for WBGene00021536. History: N.A.
Y42H9B.3,chrIV:8011012-8012412,1.195815671,0.583110626,0.889463149,-0.016799126,34.16289964,39.13746635,40.85253076,22.82147252,,1.04,16.49500486,17.17199709,Y42H9B.3,WBGene00021541,Public name for WBGene00021541. History: N.A.
Y43B11AL.1,chrIV:7065379-7068019,0.995202646,1.951894415,1.473548531,-0.013887266,38.27510062,19.62028698,38.09148141,38.29672859,,1.33,32.23161888,42.92999273,Y43B11AL.1,WBGene00021542,Public name for WBGene00021542. History: N.A.
Y43F4B.5,chrIII:13299254-13302640,1.555503338,1.720425465,1.637964401,0.016620237,10.97299036,17.6420543,17.06852313,30.35183946,,2.55,4.550346168,11.60136008,Y43F4B.5,WBGene00012803,Public name for WBGene00012803. History: N.A.
Y43F8C.7,chrV:19641258-19644010,1.573122732,1.68301725,1.628069991,8.1e-05,34.78981891,53.4137904,54.72865497,89.89633063,,1.25,16.24054495,20.31032759,Y43F8C.7,WBGene00012829,Public name for WBGene00012829. History: N.A.
Y43F8C.9,chrV:19646054-19647303,0.600215643,0.442967837,0.52159174,4.98e-07,77.87399356,70.91597098,46.74118914,31.41349429,,1.63,48.86754056,79.74136041,Y43F8C.9,WBGene00012831,Public name for WBGene00012831. History: N.A.
Y45F10B.3,chrIV:13593618-13593846,0.356683838,0.193110427,0.274897133,0.028615345,1.176722175,6.912483517,0.419717782,1.334872645,,,,,,,
Y45F10D.6,chrIV:13796222-13797863,1.228577744,65.89334098,33.56095936,0.018459216,0.227752664,0.086526035,0.279811855,5.701489555,,,,,,,
Y45F3A.8,chrIII:10589763-10592671,3.685733233,0.0,1.842866616,-0.340459135,0.227752664,0.253246686,0.839435564,0.0,,0.52,1.706379813,0.888206746,Y45F3A.8,WBGene00012863,Public name for WBGene00012863. History: N.A.
Y46D2A.2,chrII:3321055-3323176,0.307144436,1.876131879,1.091638157,-0.521476399,0.455505329,0.337662163,0.139905927,0.633498749,,9.37,0.284396635,2.664620238,Y46D2A.2,WBGene00021590,"Public name for WBGene00021590. History: Split into ""WBGene00195076"" on 2010-04-22"
Y46G5A.10,chrII:12760704-12767126,0.852356748,1.071451507,0.961904128,-0.822334053,2.277256528,1.913485107,1.941034968,2.050206503,,4.29,0.759432868,3.256758069,Y46G5A.10,WBGene00012901,Sequence name for WBGene00012901(cnp-2). History: N.A.
Y46G5A.14,chrII:12774925-12775438,1.228577744,0.214415049,0.721496397,-0.275919548,1.59426865,1.899350144,1.958682982,0.407249254,,6.25,1.137586542,7.105653969,Y46G5A.14,WBGene00012905,Public name for WBGene00012905. History: N.A.
Y46H3D.1,chrV:1642511-1643119,0.415826313,0.06306325,0.239444782,0.001392224,7.401961588,8.610387318,3.0779304,0.542999005,,0.0,1.421983177,0.0,Y46H3D.1,WBGene00021608,Public name for WBGene00021608. History: N.A.
Y47D3A.28,chrIII:11317451-11326534,1.520240346,3.130299989,2.325270168,0.000964486,8.508471488,8.104574673,12.93492164,25.36975001,,1.6,7.046731486,11.30444944,Y47D3A.28,WBGene00012935,Sequence name for WBGene00012935(mcm-10). History: N.A.
Y47G6A.13,chrI:3439437-3442189,0.807754377,1.18637964,0.997067009,-0.589427732,3.455275071,6.618544647,2.791013562,7.852106619,,0.44,4.262872361,1.895660281,Y47G6A.13,WBGene00021639,Public name for WBGene00021639. History: N.A.
Y47G6A.26,chrI:3618949-3619699,0.160249271,0.685880996,0.423065134,0.026367005,5.238311278,14.64609991,0.839435564,10.0454816,,,,,,,
Y47G6A.27,chrI:3555582-3557402,1.228138178,1.437673569,1.332905873,0.024962148,53.04739146,35.69512037,65.1495267,51.31793108,,2.61,8.484499815,22.15582373,Y47G6A.27,WBGene00021651,Sequence name for WBGene00021651(miro-3). History: N.A.
Y47H10A.2,chrI:12085016-12087820,0.80499378,2.291168096,1.548080938,-0.788251976,1.186837581,0.030227018,0.955396871,0.069255179,,1.36,0.020313883,0.027589478,Y47H10A.2,WBGene00012958,Public name for WBGene00012958. History: N.A.
Y47H10A.3,chrI:12088150-12089959,0.014785372,2.075529902,1.045157637,-0.523492318,0.230789291,0.137786204,0.003412306,0.285979386,,9.2,0.580768076,5.344043922,Y47H10A.3,WBGene00012959,Public name for WBGene00012959. History: N.A.
Y48A6B.10,chrIII:11036865-11045577,1.232565108,0.93017005,1.081367579,-0.330920001,28.47329805,21.76453402,35.09519367,20.24471771,,0.05,7.587851258,0.367843126,Y48A6B.10,WBGene00012973,"Public name for Dead gene WBGene00012971. History of WBGene00012971: Merged into ""WBGene00012973"" on 2016-10-20; Merged into ""WBGene00012973"" on 2016-10-20"
Y48C3A.11,chrII:13340673-13347792,1.244848312,0.852799444,1.048823878,-0.001792539,256.4494999,139.1469945,319.2407272,118.6644796,,0.55,84.1814041,46.1867508,Y48C3A.11,WBGene00012993,Sequence name for WBGene00012993(dmsr-3). History: N.A.
Y48E1B.3,chrII:13547658-13567879,1.565965228,1.773343074,1.669654151,0.005554079,20.57801189,17.66599928,32.22445108,31.32787746,,1.16,16.07231239,18.70168659,Y48E1B.3,WBGene00013002,Public name for WBGene00013002. History: N.A.
Y48G1A.3,chrI:332613-337816,0.915079963,1.846453992,1.380766977,-0.023353276,15.85905914,18.95485549,14.51230724,34.99926858,,0.67,4.91780596,3.303459684,Y48G1A.3,WBGene00000917,"Sequence name for WBGene00000917(daf-25). History: Renamed on 2010-12-07. Public name for Dead gene WBGene00021659. History of WBGene00021659: Merged into ""WBGene00000917"" on 2010-12-07"
Y48G8AL.7,chrI:1157570-1162877,1.142308007,0.716058392,0.929183199,-0.021424335,132.2133325,64.687389,151.0283483,46.31994777,,1.03,68.03154072,70.24451858,Y48G8AL.7,WBGene00021687,Public name for WBGene00021687. History: N.A.
Y4C6B.1,chrIV:5354476-5356531,1.396111073,0.80994517,1.103028121,-0.074881986,28.05912824,31.57986172,39.17365963,25.57795647,,2.66,11.37586542,30.19902937,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
Y50D4A.4,chrV:1184898-1196099,1.000755617,0.909117837,0.954936727,-0.739369856,22.11727349,25.28134922,22.13398567,22.98372551,,1.8,10.80329309,19.49208549,Y50D4A.4,WBGene00021738,Public name for WBGene00021738. History: N.A.
Y50D4C.2,chrV:936399-939369,0.789043465,1.318733248,1.053888357,-0.148976333,26.41930905,19.38210417,20.84598316,25.55982519,,3.36,3.697156261,12.43489445,Y50D4C.2,WBGene00021747,Public name for WBGene00021747. History: N.A.
Y50D7A.8,chrIII:335954-343240,0.678038985,3.385718611,2.031878798,-0.008071552,8.57360875,4.366287902,5.813240977,14.78302221,,0.08,3.506326688,0.296068915,Y50D7A.8,WBGene00021756,Public name for WBGene00021756. History: N.A.
Y52B11A.2,chrI:10966386-10970159,1.984940102,4.23306295,3.109001526,0.025699075,3.589025328,1.423629283,7.124000302,6.026312374,,0.0,4.10893415,0.0,Y52B11A.2,WBGene00013122,Sequence name for WBGene00013122(impt-1). History: N.A.
Y53C12A.6,chrII:9717433-9717874,2.281644382,3.455944415,2.868794399,0.001853358,1.59426865,5.824673774,3.637554109,20.1297488,,0.0,0.568793271,0.0,Y53C12A.6,WBGene00013141,Public name for WBGene00013141. History: N.A.
Y53F4A.2,chrII:14876048-14876946,2.755609133,0.653821627,1.70471538,-0.716134892,0.024050681,0.83050022,0.066274277,0.542999005,,0.0,0.139530109,0.0,Y53F4A.2,WBGene00013148,Public name for WBGene00013148. History: N.A.
Y53F4B.11,chrII:15010693-15013261,0.663431982,0.317195311,0.490313647,0.012210042,11.38763321,12.95319393,7.554920072,4.108692382,,4.28,6.825519251,29.23680539,Y53F4B.11,WBGene00013158,Public name for WBGene00013158. History: N.A.
Y53G8AR.6,chrIII:3294740-3297155,0.590199112,1.315575051,0.952887082,-0.129618237,11.61538588,11.41298406,6.855390435,15.01463708,,0.62,6.25672598,3.8488959,Y53G8AR.6,WBGene00021813,Public name for WBGene00021813. History: N.A.
Y54B9A.1,chrIV:15082104-15166581,4.255452761,0.993258971,2.624355866,0.0,209.967576,149.1571872,893.5071011,148.1517142,,0.38,337.5760084,129.2372714,Y54B9A.1,WBGene00021821,Public name for WBGene00021821. History: N.A.
Y54E10BR.1,chrI:3059251-3069394,1.659384607,0.73749488,1.198439744,-0.118834359,7.990897865,13.18329894,13.25997291,9.722615474,,0.25,10.80707215,2.664620238,Y54E10BR.1,WBGene00021840,Sequence name for WBGene00021840(pign-1). History: N.A.
Y54E2A.4,chrII:14754570-14755210,0.403413588,1.047538302,0.725475945,-0.045131367,15.2594285,9.589607921,6.155860799,10.0454816,,0.0,1.706379813,0.0,Y54E2A.4,WBGene00013189,Public name for WBGene00013189. History: N.A.
Y54E5A.2,chrI:14694156-14700287,1.286814297,0.886839121,1.086826709,-0.101804421,57.00175939,26.9180124,73.35067896,23.87194645,,0.96,16.30540729,15.69165251,Y54E5A.2,WBGene00013198,Public name for WBGene00013198. History: N.A.
Y54G11A.2,chrII:14252262-14255542,0.797168765,1.359010499,1.078089632,-0.169173574,29.83559902,12.20922532,23.78400763,16.5924654,,0.0,3.412759626,0.0,Y54G11A.2,WBGene00013213,Public name for WBGene00013213. History: N.A.
Y54G2A.15,chrIV:2843281-2843956,0.245715549,0.194922772,0.22031916,0.038671305,1.138763321,5.571427088,0.279811855,1.08599801,,,,,,,
Y54G2A.17,chrIV:2872220-2890446,1.087355154,1.870932612,1.479143883,0.039982714,13.50280432,14.73136326,14.68234387,27.56138794,,2.44,6.579468952,16.05780746,Y54G2A.17,WBGene00021882,Sequence name for WBGene00021882(nprt-1). History: N.A.
Y55B1BR.3,chrIII:429298-431749,0.645550392,0.966033288,0.80579184,0.00016933,179.0135941,138.0028072,115.5622959,133.3153057,,1.92,87.59416373,167.871075,Y55B1BR.3,WBGene00021913,Sequence name for WBGene00021913(cec-8). History: N.A.
Y56A3A.12,chrIII:11899221-11907268,1.193186617,0.574723753,0.883955185,-0.13025432,12.67923998,14.1235583,15.12869946,8.117144433,,0.62,7.183734446,4.465584653,Y56A3A.12,WBGene00013232,Sequence name for WBGene00013232(faah-4). History: N.A.
Y56A3A.22,chrIII:11921572-11923704,0.864054677,0.386874201,0.625464439,0.010388343,20.72549245,21.41882545,17.90795869,8.286390979,,2.1,2.275173084,4.766709537,Y56A3A.22,WBGene00013239,Public name for WBGene00013239. History: N.A.
Y56A3A.33,chrIII:11999377-12002831,1.1837098,1.107642845,1.145676322,0.013240803,219.8412648,295.0521544,260.2282596,326.8124077,,3.07,59.88560088,183.9334082,Y56A3A.33,WBGene00013244,Public name for WBGene00013244. History: N.A.
Y57A10A.4,chrII:12151882-12154171,1.114974076,0.900549695,1.007761885,-0.213903679,104.0639882,83.67129796,116.0286491,75.35016187,,1.15,30.76223588,35.25687324,Y57A10A.4,WBGene00013249,Public name for WBGene00013249. History: N.A.
Y57A10C.6,chrII:12423428-12425609,0.614288872,2.144150489,1.379219681,-0.624387835,0.455505329,0.253246686,0.279811855,0.542999005,,4.69,0.568793271,2.664620238,Y57A10C.6,WBGene00013284,Sequence name for WBGene00013284(daf-22). History: N.A.
Y57G11C.5,chrIV:14761786-14765232,4.117253063,0.493786732,2.305519898,-0.003327814,2.789970137,11.73975434,11.48701309,5.796934934,,1.0,7.394312522,7.401722884,Y57G11C.5,WBGene00013303,Public name for WBGene00013303. History: N.A.
Y57G11C.9,chrIV:14787128-14790802,0.845120214,1.54365008,1.194385147,-0.086668542,22.1831095,18.13728655,18.74739425,27.99762384,,2.08,9.100692335,18.94841058,Y57G11C.9,WBGene00013307,Public name for WBGene00013307. History: N.A.
Y57G7A.5,chrII:1273212-1275541,0.488604366,0.699120279,0.593862323,0.013514857,24.13419073,16.92532008,11.79207097,11.8328345,,2.22,10.90254808,24.15922349,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
Y59A8A.2,chrV:17871371-17879872,0.974393961,1.023119923,0.998756942,-0.819471673,44.12153474,51.83124704,42.99175702,53.0295815,,0.52,18.94792584,9.803531628,Y59A8A.2,WBGene00013339,Sequence name for WBGene00013339(phf-14). History: N.A.
Y59C2A.3,chrII:2215478-2219922,0.880008182,1.132976512,1.006492347,-0.3816188,31.06969323,31.39861611,27.34158424,35.57389456,,1.15,19.043784,21.81193851,Y59C2A.3,WBGene00021986,Public name for WBGene00021986. History: N.A.
Y59E9AL.2,chrIV:5226879-5228219,0.0,1.136249352,0.568124676,-0.410644506,0.531422807,2.570453861,0.0,2.920676533,,,,,,,
Y59E9AL.3,chrIV:5218820-5220154,0.0,1.136249352,0.568124676,-0.338014222,0.759175472,2.570453861,0.0,2.920676533,,,,,,,
Y59E9AL.6,chrIV:5224891-5225758,0.719167495,1.319686532,1.019427014,-0.504523725,1.556309796,4.988959711,1.119247418,6.583862938,,,,,,,
Y59H11AM.1,chrIV:8571419-8571803,0.285654477,1.904544206,1.095099342,-0.316070382,0.517161391,1.723923379,0.147729467,3.283288283,,3.96,0.748667886,2.960689154,Y59H11AM.1,WBGene00022005,Public name for WBGene00022005. History: N.A.
Y61A9LA.8,chrV:4562635-4570029,1.257487731,0.655566485,0.956527108,-0.079341813,16.83748071,26.9493656,21.1729254,17.66710088,,2.93,5.064172394,14.81299636,Y61A9LA.8,WBGene00022019,Sequence name for WBGene00022019(sut-2). History: N.A.
Y62E10A.11,chrIV:13386261-13387329,1.366620188,0.350145676,0.858382932,-9.19e-06,20.26998712,55.20777751,27.7013736,19.33076459,,0.52,8.531899064,4.441033731,Y62E10A.11,WBGene00014938,"Sequence name for WBGene00014938(mdt-9). History: Split into Y62E10A.23(WBGene00302964). History of WBGene00014938: Split into ""WBGene00302964"" on 2018-03-06"
Y62E10A.6,chrIV:13371966-13377337,1.305643579,1.154279454,1.229961516,0.036345513,83.12972245,32.85875749,108.5377883,37.92818865,,0.17,25.89844196,4.452421133,Y62E10A.6,WBGene00013376,Public name for WBGene00013376. History: N.A.
Y65B4A.1,chrI:654098-658692,1.348668472,0.400997137,0.874832805,-0.210078353,4.815342012,3.552689113,6.494299953,1.424618163,,0.99,3.602357193,3.552826984,Y65B4A.1,WBGene00022025,Sequence name for WBGene00022025(cus-2). History: N.A.
Y66A7A.4,chrIII:11612487-11615588,2.407933346,0.200417182,1.304175264,-0.067851079,0.842480108,4.084932861,2.028635945,0.818690732,,0.74,5.609005818,4.144964815,Y66A7A.4,WBGene00013424,Public name for WBGene00013424. History: N.A.
Y69E1A.1,chrIV:10947203-10948866,0.446755543,1.347446179,0.897100861,-0.275355781,2.505279307,5.641773446,1.119247418,7.601986073,,,,,,,
Y6D1A.2,chrII:11817469-11819764,1.182954168,1.132924886,1.157939527,0.008504899,343.4510177,88.76296338,406.2868127,100.5617702,,0.4,91.00692335,36.51516613,Y6D1A.2,WBGene00012396,Public name for WBGene00012396. History: N.A.
Y71A12B.11,chrI:13978416-13980110,0.690322176,1.215600111,0.952961144,-9.48e-09,371.6923481,448.3672274,256.5874706,545.0352515,,1.64,132.2444355,217.018515,Y71A12B.11,WBGene00013508,Public name for WBGene00013508. History: N.A.
Y71A12B.12,chrI:14004445-14008458,0.862038764,2.555228955,1.70863386,-2.03e-07,60.44861604,37.30629022,52.10905023,95.32611299,,1.44,8.857572459,12.73525429,Y71A12B.12,WBGene00013509,Public name for WBGene00013509. History: N.A.
Y71G12B.22,chrI:1663426-1666769,0.850841273,1.092107141,0.971474207,-0.819702373,2.312943548,1.181215984,1.967947832,1.290014411,,2.11,2.109364157,4.454081784,Y71G12B.22,WBGene00022157,Public name for WBGene00022157. History: N.A.
Y73B3A.10,chrX:154782-157360,1.709325557,0.761236851,1.235281204,-0.204391298,5.238311278,7.133115068,8.953979344,5.429990052,,2.8,2.275173084,6.36548168,Y73B3A.10,WBGene00022211,"Public name for Dead gene WBGene00022212. History of WBGene00022212: Merged into ""WBGene00022211"" on 2015-10-02"
Y73B3A.9,chrX:150364-154445,1.136639283,1.278143592,1.207391438,0.006162437,201.9694554,133.1210192,229.566417,170.1477777,,2.47,76.02555304,187.8443501,Y73B3A.9,WBGene00022211,Public name for WBGene00022211. History: N.A.
Y74C10AL.2,chrI:2468788-2471936,1.623477734,0.714043919,1.168760826,-0.164988612,6.377074599,9.606490865,10.35303862,6.859456382,,0.06,14.51438535,0.888206746,Y74C10AL.2,WBGene00022280,Public name for WBGene00022280. History: N.A.
Y75B12B.1,chrV:15184681-15185782,1.359277504,0.585156608,0.972217056,-0.083943561,10.70437522,15.89122954,14.55021643,9.298857964,,0.09,3.412759626,0.296068915,Y75B12B.1,WBGene00013567,Public name for WBGene00013567. History: N.A.
Y76B12C.6,chrIV:1986274-1991719,0.795213473,1.481066675,1.138140074,-0.042709361,45.45787327,23.22517606,36.14871329,34.39803429,,0.74,12.76248729,9.474205292,Y76B12C.6,WBGene00022300,Public name for WBGene00022300. History: N.A.
Y81G3A.4,chrII:13091469-13094078,1.826361476,0.260624733,1.043493104,-0.028204335,4.662527717,6.322541057,8.515461004,1.647810574,,1.62,2.642543575,4.27133295,Y81G3A.4,WBGene00013592,Public name for WBGene00013592. History: N.A.
Y87G2A.7,chrI:13572366-13575609,1.189952453,0.874194423,1.032073438,-0.300199907,36.68569836,19.20846482,43.65423677,16.79193283,,0.29,11.38315792,3.256758069,Y87G2A.7,WBGene00013596,Sequence name for WBGene00013596(nyn-2). History: N.A.
Y92H12A.5,chrI:1491340-1514410,1.111033379,2.392892468,1.751962924,8.72e-11,97.91119218,70.87361496,108.7826027,169.5929394,,0.72,36.31142342,26.11055273,Y92H12A.5,WBGene00022361,Public name for WBGene00022361. History: N.A.
Y9C9A.13,chrIV:4966086-4969509,1.228577744,0.952956249,1.090766997,-0.930725249,0.227752664,0.189935014,0.279811855,0.180999759,,,,,,,
Y9C9A.8,chrIV:4920344-4932207,0.911922621,3.19323441,2.052578516,-0.014987639,5.799262901,4.95951092,5.288479027,15.83688093,,1.1,1.504571392,1.648396254,Y9C9A.8,WBGene00021178,"Public name for WBGene00021178. History: Split into Y9C9A.112(WBGene00235376). History of WBGene00021178: Split into ""WBGene00235376"" on 2013-10-17"
Y9D1A.1,chrII:7446609-7448480,1.352895718,1.891434598,1.622165158,0.000311935,7.680325905,42.89812494,10.39068003,81.1389977,,0.02,15.54855504,0.296068915,Y9D1A.1,WBGene00021186,Public name for WBGene00021186. History: N.A.
Y9D1A.2,chrII:7450448-7451316,1.503786244,2.682005007,2.092895626,1.52e-08,5.410647847,39.72174419,8.136457806,106.5339168,,0.01,25.06585602,0.296068915,Y9D1A.2,WBGene00021187,Public name for WBGene00021187. History: N.A.
ZC168.6,chrIV:10738230-10738630,0.067319328,0.974613855,0.520966592,0.000223551,16.62594449,6.711037174,1.119247418,6.540669811,,,,,,,
