# EV1.1. Genes with significantly deregulated 26G-RNA mapped reads in the directly cloned libraries.,,,,,,,
Gene stable ID (Ensembl),Gene name (Ensembl),Gene type (Ensembl),Sequence Name (WormBase),logFC (mutant vs. wildype),logCPM,PValue,FDR,Input,Suggested Match,History
WBGene00016496,C37C3.2,protein_coding,C37C3.2,-5.044323,1.343693,0.000896606,0.003148514,WBGene00016496,WBGene00016496,"History: Split into C37C3.18(WBGene00303000). History of WBGene00016496: Renamed on 2005-03-17; Split into ""WBGene00303000"" on 2018-03-06"
WBGene00008313,C54G4.3,protein_coding,C54G4.3,-5.044243577,2.631297451,7.17015e-10,5.98995e-09,WBGene00008313,WBGene00008313,History: N.A.
WBGene00014121,ZK858.8,protein_coding,ZK858.8,-5.041688288,2.633832687,7.18764e-10,5.99363e-09,WBGene00014121,WBGene00014121,History: N.A.
WBGene00008272,C53B4.2,protein_coding,C53B4.2,-5.040091,1.341578,0.000897957,0.003148514,WBGene00008272,WBGene00008272,History: N.A.
WBGene00043998,T21C12.8,protein_coding,T21C12.8,-5.040091,1.341578,0.000897957,0.003148514,WBGene00043998,WBGene00043998,History: N.A.
WBGene00021969,Y57G7A.6,protein_coding,Y57G7A.6,-5.040091,1.341578,0.000897957,0.003148514,WBGene00021969,WBGene00021969,History: N.A.
WBGene00009039,F22B3.8,protein_coding,F22B3.8,-5.039648,1.341337,0.000898112,0.003148514,WBGene00009039,WBGene00009039,History: N.A.
WBGene00022707,ZK354.6,protein_coding,ZK354.6,-5.039648,1.341337,0.000898112,0.003148514,WBGene00022707,WBGene00022707,History: N.A.
WBGene00018359,F42G8.8,protein_coding,F42G8.8,-5.037088742,2.625437184,7.1296e-10,5.96697e-09,WBGene00018359,WBGene00018359,"History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
WBGene00008423,D2045.5,protein_coding,D2045.5,-5.035404,1.339225,0.000899476,0.003148514,WBGene00008423,WBGene00008423,History: N.A.
WBGene00219326,F36D3.16,protein_coding,F36D3.16,-5.035404,1.339225,0.000899476,0.003148514,WBGene00219326,WBGene00219326,History: N.A.
WBGene00002066,ifg-1,protein_coding,M110.4,-5.035404,1.339225,0.000899476,0.003148514,WBGene00002066,WBGene00002066,History: N.A.
WBGene00012925,wht-8,protein_coding,Y47D3A.11,-5.035404,1.339225,0.000899476,0.003148514,WBGene00012925,WBGene00012925,History: N.A.
WBGene00011749,ssp-36,protein_coding,T13F2.12,-5.031148,1.337116,0.000900852,0.003148514,WBGene00011749,WBGene00011749,History: N.A.
WBGene00015386,C03B8.3,protein_coding,C03B8.3,-5.030703,1.336874,0.000901011,0.003148514,WBGene00015386,WBGene00015386,History: N.A.
WBGene00009322,tbc-3,protein_coding,F32B6.8,-5.030703,1.336874,0.000901011,0.003148514,WBGene00009322,WBGene00009322,History: N.A.
WBGene00011378,T02E1.6,protein_coding,T02E1.6,-5.030703,1.336874,0.000901011,0.003148514,WBGene00011378,WBGene00011378,History: N.A.
WBGene00006917,vha-8,protein_coding,C17H12.14,-5.026435,1.334767,0.0009024,0.003148514,WBGene00006917,WBGene00006917,History: N.A.
WBGene00008623,F09E8.1,protein_coding,F09E8.1,-5.026435,1.334767,0.0009024,0.003148514,WBGene00008623,WBGene00008623,History: N.A.
WBGene00006373,syx-5,protein_coding,F55A11.2,-5.026435,1.334767,0.0009024,0.003148514,WBGene00006373,WBGene00006373,History: Renamed on 2010-04-16
WBGene00021093,W08F4.3,protein_coding,W08F4.3,-5.026435,1.334767,0.0009024,0.003148514,WBGene00021093,WBGene00021093,History: N.A.
WBGene00021287,Y24D9B.1,protein_coding,Y24D9B.1,-5.026435,1.334767,0.0009024,0.003148514,WBGene00021287,WBGene00021287,History: N.A.
WBGene00013198,Y54E5A.2,protein_coding,Y54E5A.2,-5.026435,1.334767,0.0009024,0.003148514,WBGene00013198,WBGene00013198,History: N.A.
WBGene00009143,F26A3.5,protein_coding,F26A3.5,-5.025988,1.334525,0.000902561,0.003148514,WBGene00009143,WBGene00009143,History: N.A.
WBGene00010991,R03D7.5,protein_coding,R03D7.5,-5.025988,1.334525,0.000902561,0.003148514,WBGene00010991,WBGene00010991,History: N.A.
WBGene00001746,gsk-3,protein_coding,Y18D10A.5,-5.025988,1.334525,0.000902561,0.003148514,WBGene00001746,WBGene00001746,History: N.A.
WBGene00017213,F07E5.8,protein_coding,F07E5.8,-5.022156,1.332663,0.000903801,0.003148514,WBGene00017213,WBGene00017213,History: N.A.
WBGene00001242,elo-4,protein_coding,C40H1.4,-5.021707,1.33242,0.000903964,0.003148514,WBGene00001242,WBGene00001242,History: N.A.
WBGene00017817,F26B1.5,protein_coding,F26B1.5,-5.021707,1.33242,0.000903964,0.003148514,WBGene00017817,WBGene00017817,History: N.A.
WBGene00000896,dad-1,protein_coding,F57B10.10,-5.021707,1.33242,0.000903964,0.003148514,WBGene00000896,WBGene00000896,History: N.A.
WBGene00002070,ile-1,protein_coding,K07A1.8,-5.021707,1.33242,0.000903964,0.003148514,WBGene00002070,WBGene00002070,History: N.A.
WBGene00011478,T05D4.5,protein_coding,T05D4.5,-5.021258,1.332177,0.000904127,0.003148514,WBGene00011478,WBGene00011478,History: N.A.
WBGene00001334,ero-1,protein_coding,Y105E8B.8,-5.017415,1.330318,0.000905379,0.003148514,WBGene00001334,WBGene00001334,History: N.A.
WBGene00047966,21ur-3188,piRNA,C08F11.40,-5.016964,1.330075,0.000905544,0.003148514,WBGene00047966,WBGene00047966,History: N.A.
WBGene00019950,clec-175,protein_coding,R08C7.6,-5.016964,1.330075,0.000905544,0.003148514,WBGene00019950,WBGene00019950,History: N.A.
WBGene00020984,W03D8.1,protein_coding,W03D8.1,-5.016964,1.330075,0.000905544,0.003148514,WBGene00020984,WBGene00020984,"History: Split into W03D8.14(WBGene00255550). History of WBGene00020984: Split into ""WBGene00255550"" on 2014-06-30"
WBGene00219764,anr-47,antisense,Y67D8B.6,-5.016964,1.330075,0.000905544,0.003148514,WBGene00219764,WBGene00219764,History: N.A.
WBGene00004918,snr-5,protein_coding,ZK652.1,-5.016964,1.330075,0.000905544,0.003148514,WBGene00004918,WBGene00004918,History: N.A.
WBGene00015351,C02F5.10,protein_coding,C02F5.10,-5.012659,1.327976,0.000906974,0.003148514,WBGene00015351,WBGene00015351,History: N.A.
WBGene00008780,hxk-1,protein_coding,F14B4.2,-5.012659,1.327976,0.000906974,0.003148514,WBGene00008780,WBGene00008780,History: N.A.
WBGene00021315,Y32H12A.7,protein_coding,Y32H12A.7,-5.012659,1.327976,0.000906974,0.003148514,WBGene00021315,WBGene00021315,History: N.A.
WBGene00015814,C16A3.10,protein_coding,C16A3.10,-5.012207,1.327732,0.000907141,0.003148514,WBGene00015814,WBGene00015814,History: N.A.
WBGene00016169,C27F2.7,protein_coding,C27F2.7,-5.008342,1.325879,0.001646044,0.00567154,WBGene00016169,WBGene00016169,History: N.A.
WBGene00008852,ubql-1,protein_coding,F15C11.2,-5.008342,1.325879,0.001646044,0.00567154,WBGene00008852,WBGene00008852,History: N.A.
WBGene00013238,trap-4,protein_coding,Y56A3A.21,-5.008342,1.325879,0.001646044,0.00567154,WBGene00013238,WBGene00013238,History: N.A.
WBGene00003953,pbs-7,protein_coding,F39H11.5,-5.007888,1.325635,0.001646303,0.00567154,WBGene00003953,WBGene00003953,History: N.A.
WBGene00017759,sucl-2,protein_coding,F23H11.3,-5.003102,1.323297,0.001648806,0.00567154,WBGene00017759,WBGene00017759,History: N.A.
WBGene00004975,spe-39,protein_coding,ZC404.3,-5.003102,1.323297,0.001648806,0.00567154,WBGene00004975,WBGene00004975,History: N.A.
WBGene00021537,Y42H9AR.2,protein_coding,Y42H9AR.2,-4.998758,1.321205,0.001651068,0.00567154,WBGene00021537,WBGene00021537,History: N.A.
WBGene00019405,K05F1.1,protein_coding,K05F1.1,-4.998301,1.32096,0.001651335,0.00567154,WBGene00019405,WBGene00019405,History: N.A.
WBGene00019260,H34I24.1,protein_coding,H34I24.1,-4.993943,1.318871,0.00165362,0.00567154,WBGene00019260,WBGene00019260,History: N.A.
WBGene00021998,Y59E9AR.2,protein_coding,Y59E9AR.2,-4.993943,1.318871,0.00165362,0.00567154,WBGene00021998,WBGene00021998,History: N.A.
WBGene00008660,clec-153,protein_coding,F10F2.8,-4.993485,1.318625,0.00165389,0.00567154,WBGene00008660,WBGene00008660,History: N.A.
WBGene00010623,K07A12.5,protein_coding,K07A12.5,-4.989113,1.316538,0.001656198,0.005675205,WBGene00010623,WBGene00010623,History: N.A.
WBGene00018688,F52D2.6,protein_coding,F52D2.6,-4.988474276,6.255933067,3.2748200000000003e-32,2.49869e-30,WBGene00018688,WBGene00018688,"History: Split into F52D2.12(WBGene00219451). History of WBGene00018688: Split into ""WBGene00219451"" on 2012-04-20"
WBGene00017172,F02C9.1,protein_coding,F02C9.1,-4.982513729,2.587227313,1.60873e-09,1.27861e-08,WBGene00017172,WBGene00017172,History: N.A.
WBGene00007960,C35D6.3,protein_coding,C35D6.3,-4.946791122,3.216878002,5.39532e-14,7.30762e-13,WBGene00007960,WBGene00007960,History: N.A.
WBGene00022385,Y95B8A.4,protein_coding,Y95B8A.4,-4.940774,1.29004,0.00093556,0.00324053,WBGene00022385,WBGene00022385,History: N.A.
WBGene00003470,msp-152,protein_coding,ZK546.6,-4.940774,1.29004,0.00093556,0.00324053,WBGene00003470,WBGene00003470,History: N.A.
WBGene00009580,xbx-6,protein_coding,F40F9.1,-4.940304,1.289781,0.000935776,0.00324053,WBGene00009580,WBGene00009580,History: N.A.
WBGene00013888,nspa-3,protein_coding,ZC412.7,-4.935746,1.287654,0.000937555,0.003244236,WBGene00013888,WBGene00013888,History: N.A.
WBGene00018270,F41C3.4,protein_coding,F41C3.4,-4.935275,1.287394,0.001691088,0.005727897,WBGene00018270,WBGene00018270,History: N.A.
WBGene00004448,rpl-34,protein_coding,C42C1.14,-4.9307,1.285269,0.001693844,0.005727897,WBGene00004448,WBGene00004448,History: N.A.
WBGene00001558,gdi-1,protein_coding,Y57G11C.10,-4.925635,1.282886,0.001696972,0.005727897,WBGene00001558,WBGene00001558,History: N.A.
WBGene00008255,C51E3.10,protein_coding,C51E3.10,-4.921842497,2.535098884,2.35274e-09,1.80416e-08,WBGene00008255,WBGene00008255,History: N.A.
WBGene00017768,F25B4.5,protein_coding,F25B4.5,-4.921027,1.280766,0.001699789,0.005727897,WBGene00017768,WBGene00017768,History: N.A.
WBGene00077696,marc-1,protein_coding,F58E6.12,-4.921027,1.280766,0.001699789,0.005727897,WBGene00077696,WBGene00077696,History: N.A.
WBGene00003864,oma-1,protein_coding,C09G9.6,-4.92055,1.280505,0.001700138,0.005727897,WBGene00003864,WBGene00003864,History: N.A.
WBGene00022523,ZC132.4,protein_coding,ZC132.4,-4.91728964,2.531829632,2.34488e-09,1.80115e-08,WBGene00022523,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been supressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00006056,sss-1,protein_coding,F32B6.5,-4.916411,1.278649,0.001703023,0.005727897,WBGene00006056,WBGene00006056,History: N.A.
WBGene00009319,mccc-1,protein_coding,F32B6.2,-4.915935,1.278388,0.001703448,0.005727897,WBGene00009319,WBGene00009319,History: N.A.
WBGene00219699,linc-22,lincRNA,F47E1.18,-4.915935,1.278388,0.001703448,0.005727897,WBGene00219699,WBGene00219699,History: N.A.
WBGene00022336,Y82E9BR.3,protein_coding,Y82E9BR.3,-4.915935,1.278388,0.001703448,0.005727897,WBGene00022336,WBGene00022336,History: N.A.
WBGene00010943,M176.4,protein_coding,M176.4,-4.915458,1.278127,0.001703874,0.005727897,WBGene00010943,WBGene00010943,"History: Split into M176.16(WBGene00303071). History of WBGene00010943: Split into ""WBGene00303071"" on 2018-03-02"
WBGene00016410,C34E10.9,protein_coding,C34E10.9,-4.9113,1.276273,0.001706913,0.005727897,WBGene00016410,WBGene00016410,History: N.A.
WBGene00011835,T19B10.8,protein_coding,T19B10.8,-4.9113,1.276273,0.001706913,0.005727897,WBGene00011835,WBGene00011835,History: N.A.
WBGene00004498,rps-29,protein_coding,B0412.4,-4.910822,1.276012,0.001707344,0.005727897,WBGene00004498,WBGene00004498,History: N.A.
WBGene00013684,Y105E8A.27,protein_coding,Y105E8A.27,-4.908442579,2.522324503,2.3219e-09,1.7865e-08,WBGene00013684,WBGene00013684,History: N.A.
WBGene00012102,T27F6.1,protein_coding,T27F6.1,-4.906163,1.2739,0.00171085,0.005727897,WBGene00012102,WBGene00012102,History: N.A.
WBGene00004456,rpl-43,protein_coding,Y48B6A.2,-4.906163,1.2739,0.00171085,0.005727897,WBGene00004456,WBGene00004456,History: N.A.
WBGene00195147,F14E5.8,protein_coding,F14E5.8,-4.905683,1.273638,0.001711287,0.005727897,WBGene00195147,WBGene00195147,History: N.A.
WBGene00194697,F59A3.13,protein_coding,F59A3.13,-4.905683,1.273638,0.001711287,0.005727897,WBGene00194697,WBGene00194697,History: N.A.
WBGene00018841,F54H5.5,protein_coding,F54H5.5,-4.902838349,2.518377727,3.57884e-09,2.67712e-08,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
WBGene00016752,C48E7.7,protein_coding,C48E7.7,-4.901964,1.272052,0.001713949,0.005727897,WBGene00016752,WBGene00016752,History: N.A.
WBGene00009581,F40F9.3,protein_coding,F40F9.3,-4.901482,1.27179,0.001714392,0.005727897,WBGene00009581,WBGene00009581,History: N.A.
WBGene00015026,B0207.1,protein_coding,B0207.1,-4.901,1.271528,0.001714835,0.005727897,WBGene00015026,WBGene00015026,History: N.A.
WBGene00020066,dhhc-5,protein_coding,R13F6.5,-4.901,1.271528,0.001714835,0.005727897,WBGene00020066,WBGene00020066,History: N.A.
WBGene00021109,W09C3.1,protein_coding,W09C3.1,-4.901,1.271528,0.001714835,0.005727897,WBGene00021109,WBGene00021109,History: N.A.
WBGene00219352,Y7A5A.21,pseudogene,Y7A5A.21,-4.901,1.271528,0.001714835,0.005727897,WBGene00219352,WBGene00219352,History: N.A.
WBGene00007570,C14A6.6,protein_coding,C14A6.6,-4.896293,1.269421,0.001718419,0.005727897,WBGene00007570,WBGene00007570,History: N.A.
WBGene00017978,F32B5.4,protein_coding,F32B5.4,-4.896293,1.269421,0.001718419,0.005727897,WBGene00017978,WBGene00017978,History: N.A.
WBGene00018341,F42A10.5,protein_coding,F42A10.5,-4.896293,1.269421,0.001718419,0.005727897,WBGene00018341,WBGene00018341,History: N.A.
WBGene00019020,F57H12.5,protein_coding,F57H12.5,-4.896293,1.269421,0.001718419,0.005727897,WBGene00019020,WBGene00019020,History: N.A.
WBGene00011061,wago-1,protein_coding,R06C7.1,-4.896293,1.269421,0.001718419,0.005727897,WBGene00011061,WBGene00011061,History: N.A.
WBGene00011491,T05F1.5,protein_coding,T05F1.5,-4.896293,1.269421,0.001718419,0.005727897,WBGene00011491,WBGene00011491,History: N.A.
WBGene00012768,eef-1B.2,protein_coding,Y41E3.10,-4.89581,1.269158,0.001718869,0.005727897,WBGene00012768,WBGene00012768,History: N.A.
WBGene00022258,Y73C8B.1,protein_coding,Y73C8B.1,-4.89581,1.269158,0.001718869,0.005727897,WBGene00022258,WBGene00022258,History: N.A.
WBGene00007735,C25G4.8,protein_coding,C25G4.8,-4.891564,1.267317,0.001722042,0.005727897,WBGene00007735,WBGene00007735,History: N.A.
WBGene00000838,cul-3,protein_coding,Y108G3AL.1,-4.891564,1.267317,0.001722042,0.005727897,WBGene00000838,WBGene00000838,History: N.A.
WBGene00015032,B0207.9,protein_coding,B0207.9,-4.891078,1.267054,0.001722497,0.005727897,WBGene00015032,WBGene00015032,History: N.A.
WBGene00003948,pbs-2,protein_coding,C47B2.4,-4.891078,1.267054,0.001722497,0.005727897,WBGene00003948,WBGene00003948,History: N.A.
WBGene00003462,msp-74,protein_coding,F09C12.7,-4.891078,1.267054,0.001722497,0.005727897,WBGene00003462,WBGene00003462,History: N.A.
WBGene00003589,nex-2,protein_coding,T07C4.9,-4.891078,1.267054,0.001722497,0.005727897,WBGene00003589,WBGene00003589,History: N.A.
WBGene00050943,ZC412.10,protein_coding,ZC412.10,-4.891078,1.267054,0.001722497,0.005727897,WBGene00050943,WBGene00050943,History: N.A.
WBGene00015994,C18H7.4,protein_coding,C18H7.4,-4.891045837,3.17504596,1.72778e-13,2.24073e-12,WBGene00015994,WBGene00015994,History: N.A.
WBGene00044388,C27D6.11,protein_coding,C27D6.11,-4.890593,1.266791,0.001722954,0.005727897,WBGene00044388,WBGene00044388,History: N.A.
WBGene00011260,R13G10.4,protein_coding,R13G10.4,-4.885836,1.264689,0.001726627,0.005727897,WBGene00011260,WBGene00011260,History: N.A.
WBGene00006959,xbp-1,protein_coding,R74.3,-4.885836,1.264689,0.001726627,0.005727897,WBGene00006959,WBGene00006959,History: N.A.
WBGene00011472,T05C12.9,protein_coding,T05C12.9,-4.885836,1.264689,0.001726627,0.005727897,WBGene00011472,WBGene00011472,History: N.A.
WBGene00013304,Y57G11C.6,protein_coding,Y57G11C.6,-4.882612009,2.505033393,3.53016e-09,2.64502e-08,WBGene00013304,WBGene00013304,History: N.A.
WBGene00020986,W03D8.3,protein_coding,W03D8.3,-4.881142112,2.50992281,5.51161e-09,4.01786e-08,WBGene00020986,WBGene00020986,History: N.A.
WBGene00012627,Y38H6C.15,protein_coding,Y38H6C.15,-4.87241964,2.499685186,5.45549e-09,3.98329e-08,WBGene00012627,WBGene00012627,History: N.A.
WBGene00012402,sfxn-1.3,protein_coding,Y6E2A.9,-4.82696225,3.117414738,5.75287e-13,6.89441e-12,WBGene00012402,WBGene00012402,History: N.A.
WBGene00015073,B0238.9,protein_coding,B0238.9,-4.811035424,2.451801536,8.10254e-09,5.71548e-08,WBGene00015073,WBGene00015073,History: N.A.
WBGene00006768,unc-32,protein_coding,ZK637.8,-4.809041601,2.45022404,8.08891e-09,5.71466e-08,WBGene00006768,WBGene00006768,History: N.A.
WBGene00020627,T20F5.5,protein_coding,T20F5.5,-4.808744,1.224175,0.001807323,0.00598692,WBGene00020627,WBGene00020627,History: N.A.
WBGene00003951,pbs-5,protein_coding,K05C4.1,-4.803594,1.222044,0.001812174,0.005998651,WBGene00003951,WBGene00003951,History: N.A.
WBGene00001303,emo-1,protein_coding,F32D8.6,-4.803225865,2.438133183,7.98365e-09,5.64902e-08,WBGene00001303,WBGene00001303,History: Renamed on 2019-05-20
WBGene00011867,chc-1,protein_coding,T20G5.1,-4.779518617,2.428123341,1.23912e-08,8.46674e-08,WBGene00011867,WBGene00011867,History: Renamed on 2008-04-30
WBGene00007080,sfxn-1.1,protein_coding,AH6.2,-4.73981943,2.394330467,1.88217e-08,1.24337e-07,WBGene00007080,WBGene00007080,History: N.A.
WBGene00010779,K11H3.2,protein_coding,K11H3.2,-4.720075098,3.026311678,2.99104e-12,3.32353e-11,WBGene00010779,WBGene00010779,History: N.A.
WBGene00008141,C47E8.1,protein_coding,C47E8.1,-4.704384566,2.370857478,2.90376e-08,1.85922e-07,WBGene00008141,WBGene00008141,History: N.A.
WBGene00011808,T16G12.7,protein_coding,T16G12.7,-4.676209734,2.354365963,4.53492e-08,2.8505e-07,WBGene00011808,WBGene00011808,History: N.A.
WBGene00044026,cisd-1,protein_coding,W02B12.15,-4.648164569,2.967045388,1.03187e-11,1.0935e-10,WBGene00044026,WBGene00044026,History: N.A.
WBGene00016956,C55C3.6,protein_coding,C55C3.6,-4.626863426,2.318816127,6.86497e-08,4.22417e-07,WBGene00016956,WBGene00016956,History: N.A.
WBGene00003444,msp-51,protein_coding,ZK354.5,-4.623922845,2.937387975,1.08426e-11,1.14636e-10,WBGene00003444,WBGene00003444,History: N.A.
WBGene00004469,rps-0,protein_coding,B0393.1,-4.618026781,2.313465672,1.09382e-07,6.49482e-07,WBGene00004469,WBGene00004469,History: N.A.
WBGene00235254,F49D11.14,protein_coding,F49D11.14,-4.609662788,2.307555683,1.08356e-07,6.46746e-07,WBGene00235254,WBGene00235254,History: N.A.
WBGene00219685,linc-75,lincRNA,F31A9.8,-4.513494833,2.863212027,1.25118e-10,1.1525e-09,WBGene00219685,WBGene00219685,History: N.A.
WBGene00020580,T19D12.5,protein_coding,T19D12.5,-4.463840821,2.20069067,3.90253e-07,2.14991e-06,WBGene00020580,WBGene00020580,History: N.A.
WBGene00004460,rpn-3,protein_coding,C30C11.2,-4.38942973,2.148327412,5.85972e-07,3.13752e-06,WBGene00004460,WBGene00004460,History: N.A.
WBGene00019949,R08C7.5,protein_coding,R08C7.5,-4.386503563,2.146341274,5.83774e-07,3.12941e-06,WBGene00019949,WBGene00019949,History: N.A.
WBGene00002005,hsp-1,protein_coding,F26D10.3,-4.342140761,2.11609781,9.17176e-07,4.86457e-06,WBGene00002005,WBGene00002005,History: N.A.
WBGene00013988,ZK512.10,protein_coding,ZK512.10,-4.342132412,2.116080637,9.17146e-07,4.86457e-06,WBGene00013988,WBGene00013988,History: N.A.
WBGene00003442,msp-49,protein_coding,C34F11.6,-4.330139008,2.108279194,9.03215e-07,4.82487e-06,WBGene00003442,WBGene00003442,History: N.A.
WBGene00010378,H12D21.2,protein_coding,H12D21.2,-4.313131255,2.096249709,1.47889e-06,7.68486e-06,WBGene00010378,WBGene00010378,History: N.A.
WBGene00008259,C52E4.7,protein_coding,C52E4.7,-4.292445319,2.083231642,1.44155e-06,7.49934e-06,WBGene00008259,WBGene00008259,History: N.A.
WBGene00014777,F58A4.12,pseudogene,F58A4.12,-4.264766125,2.062820241,2.3362e-06,1.17918e-05,WBGene00014777,WBGene00014777,History: N.A.
WBGene00044777,T02B11.9,protein_coding,T02B11.9,-4.208487657,2.02468871,3.78157e-06,1.85156e-05,WBGene00044777,WBGene00044777,History: N.A.
WBGene00008878,ppfr-1,protein_coding,F16A11.3,-4.206390321,2.022307011,3.77706e-06,1.85132e-05,WBGene00008878,WBGene00008878,History: N.A.
WBGene00235290,Y59H11AR.10,protein_coding,Y59H11AR.10,-4.158057272,1.99167466,6.35076e-06,3.01595e-05,WBGene00235290,WBGene00235290,History: N.A.
WBGene00044634,C29E4.14,protein_coding,C29E4.14,-4.15271927,1.987598503,6.33748e-06,3.01277e-05,WBGene00044634,WBGene00044634,History: N.A.
WBGene00044312,K04C2.8,protein_coding,K04C2.8,-4.114359035,1.963598221,6.25644e-06,2.97734e-05,WBGene00044312,WBGene00044312,History: N.A.
