# Curated list of genes misregulated in the dcr-1(-/-);unc-32(-/-) relative to unc-32(-/-). The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""dcr-1 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
R07G3.7,187223_at,1.51,Down,R07G3.7,WBGene00019943,Public name for WBGene00019943. History: N.A.
T01C2.1,174405_at,1.51,Down,T01C2.1,WBGene00000071,Sequence name for WBGene00000071(acy-4). History: N.A.
T04F8.1,179295_s_at,1.51,Down,T04F8.1,WBGene00011440,Sequence name for WBGene00011440(sfxn-1.5). History: N.A.
W08D2.5,190690_s_at,1.51,Down,W08D2.5,WBGene00012341,Sequence name for WBGene00012341(catp-6). History: N.A.
Y105E8A.21,175942_s_at,1.51,Down,Y105E8A.21,WBGene00013679,Public name for WBGene00013679. History: N.A.
Y48G8AL.6,173254_at,1.51,Down,Y48G8AL.6,WBGene00004880,Sequence name for WBGene00004880(smg-2). History: N.A.
Y51H1A.6,190529_at,1.51,Down,Y51H1A.6,WBGene00013096,Sequence name for WBGene00013096(mcd-1). History: N.A.
Y75B8A.24,194115_s_at,1.51,Down,Y75B8A.24,WBGene00013557,Public name for WBGene00013557. History: N.A.
ZK829.5,178364_at,1.51,Down,ZK829.5,WBGene00006555,Sequence name for WBGene00006555(tbx-36). History: N.A.
C18E3.9,179931_s_at,1.5,Down,C18E3.9,WBGene00015976,Public name for WBGene00015976. History: N.A.
D2096.1,183155_at,1.5,Down,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
E03G2.4,189301_at,1.5,Down,E03G2.4,WBGene00000759,Sequence name for WBGene00000759(col-186). History: N.A.
F10E7.2,183821_at,1.5,Down,F10E7.2,WBGene00017344,Public name for WBGene00017344. History: N.A.
F10G7.9,180070_s_at,1.5,Down,F10G7.9,WBGene00017372,Public name for WBGene00017372. History: N.A.
F17A2.5,192022_at,1.5,Down,F17A2.5,WBGene00000461,Sequence name for WBGene00000461(ceh-40). History: N.A.
M01A10.1,190140_at,1.5,Down,M01A10.1,WBGene00019692,Sequence name for WBGene00019692(fubl-4). History: Renamed on 2017-12-07
T12E12.3,173618_s_at,1.5,Down,T12E12.3,WBGene00020464,Sequence name for WBGene00020464(tebp-2). History: Renamed on 2021-04-19
T28F3.3,186687_at,1.5,Down,T28F3.3,WBGene00044067,"Sequence name for WBGene00044067(zipt-7.1). History: Renamed on 2007-08-01; Renamed on 2016-11-29. Public name for Dead gene WBGene00012129. History of WBGene00012129: Merged into ""WBGene00044067"" on 2005-10-05"
Y71G12A.2,176436_at,1.5,Down,Y71G12A.2,WBGene00022138,Sequence name for WBGene00022138(trpp-10). History: N.A.
