# Table S5. WAGO 22G-RNA Targets,Related to Experimental Procedures,,,
Gene Name,Gene ID,Input,Suggested Match,History
H28G03.2,H28G03.2,H28G03.2,WBGene00019250,Public name for WBGene00019250. History: N.A.
Y47H9C.15,Y47H9C.15,Y47H9C.15,WBGene00000821,"Public name for Dead gene WBGene00012957. History of WBGene00012957: Merged into ""WBGene00000821"" on 2016-04-19"
F28B3.6,F28B3.6,F28B3.6,WBGene00017887,Public name for WBGene00017887. History: N.A.
T13H5.3,T13H5.3,T13H5.3,WBGene00011757,Sequence name for WBGene00011757(cht-2). History: N.A.
nhr-146,Y41D4B.27,nhr-146,WBGene00045255,Public name for WBGene00045255. History: N.A.
pxn-1,ZK994.3,pxn-1,WBGene00004256,Public name for WBGene00004256. History: N.A.
Y32G9A.2,Y32G9A.2,Y32G9A.2,WBGene00021301,Public name for WBGene00021301. History: N.A.
ser-5,F16D3.7,ser-5,WBGene00008890,Public name for WBGene00008890. History: N.A.
ile-2,T04G9.3,ile-2,WBGene00002071,Public name for WBGene00002071. History: N.A.
AC8.3,AC8.3,AC8.3,WBGene00007075,Public name for WBGene00007075. History: N.A.
Y75D11A.1,Y75D11A.1,Y75D11A.1,WBGene00022290,Public name for WBGene00022290. History: N.A.
C38C3.10,C38C3.10,C38C3.10,WBGene00045390,Public name for WBGene00045390. History: N.A.
C35B1.5,C35B1.5,C35B1.5,WBGene00016435,Public name for WBGene00016435. History: N.A.
F08A8.5,F08A8.5,F08A8.5,WBGene00008568,Public name for WBGene00008568. History: Renamed on 2016-09-16
pes-2.1,F56G4.2,pes-2.1,WBGene00003977,Public name for WBGene00003977. History: N.A.
F29C6.1,F29C6.1,F29C6.1,WBGene00009243,Public name for WBGene00009243. History: N.A.
F56D5.3,F56D5.3,F56D5.3,WBGene00010148,Public name for WBGene00010148. History: N.A.
Y48G8AL.7,Y48G8AL.7,Y48G8AL.7,WBGene00021687,Public name for WBGene00021687. History: N.A.
his-60,F55G1.11,his-60,WBGene00001934,Public name for WBGene00001934. History: N.A.
fbxb-105,F08D12.8,fbxb-105,WBGene00017251,Public name for WBGene00017251. History: N.A.
ZC53.1,ZC53.1,ZC53.1,WBGene00022508,Public name for WBGene00022508. History: N.A.
fbxb-16,ZC204.10,fbxb-16,WBGene00022560,Public name for WBGene00022560. History: N.A.
gsto-3,K10F12.4,gsto-3,WBGene00019636,Public name for WBGene00019636. History: N.A.
mab-5,C08C3.3,mab-5,WBGene00003102,Public name for WBGene00003102. History: N.A.
rabx-5,Y39A1A.5,rabx-5,WBGene00012644,Public name for WBGene00012644. History: N.A.
swd-2.1,C33H5.6,swd-2.1,WBGene00016373,Public name for WBGene00016373. History: N.A.
B0250.2,B0250.2,B0250.2,WBGene00007119,Sequence name for WBGene00007119(calf-1). History: N.A.
Y53F4B.17,Y53F4B.17,Y53F4B.17,WBGene00013163,Public name for WBGene00013163. History: N.A.
fbxb-100,Y63D3A.2,fbxb-100,WBGene00013403,Public name for WBGene00013403. History: N.A.
bli-3,F56C11.1,bli-3,WBGene00000253,Public name for WBGene00000253. History: N.A.
hpl-1,K08H2.6,hpl-1,WBGene00001995,Public name for WBGene00001995. History: N.A.
T16H12.2,T16H12.2,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
R148.5,R148.5,R148.5,WBGene00020104,Public name for WBGene00020104. History: N.A.
C05E4.12,C05E4.12,C05E4.12,WBGene00015491,"Public name for WBGene00015491. History: Split into C05E4.15(WBGene00206359). History of WBGene00015491: Split into ""WBGene00206359"" on 2010-11-23"
D1005.3,D1005.3,D1005.3,WBGene00016997,Sequence name for WBGene00016997(cebp-1). History: Renamed on 2017-04-04
C28A5.6,C28A5.6,C28A5.6,WBGene00007791,Public name for WBGene00007791. History: N.A.
W04E12.2,W04E12.2,W04E12.2,WBGene00012247,Public name for WBGene00012247. History: N.A.
ptc-3,Y110A2AL.8,ptc-3,WBGene00004210,Public name for WBGene00004210. History: N.A.
cyp-29A4,B0331.1,cyp-29A4,WBGene00007140,Public name for WBGene00007140. History: N.A.
tag-123,F08F1.7,tag-123,WBGene00006472,Public name for WBGene00006472. History: N.A.
ZK792.1,ZK792.1,ZK792.1,WBGene00014076,Public name for WBGene00014076. History: N.A.
W05F2.2,W05F2.2,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
K09A9.6,K09A9.6,K09A9.6,WBGene00010703,Public name for WBGene00010703. History: N.A.
F14F4.1,F14F4.1,F14F4.1,WBGene00008808,Sequence name for WBGene00008808(ntr-2). History: N.A.
K05C4.8,K05C4.8,K05C4.8,WBGene00010584,Public name for WBGene00010584. History: N.A.
K09B11.10,K09B11.10,K09B11.10,WBGene00010714,Sequence name for WBGene00010714(mam-3). History: N.A.
C23G10.5,C23G10.5,C23G10.5,WBGene00016012,Public name for WBGene00016012. History: N.A.
H40L08.3,H40L08.3,H40L08.3,WBGene00010434,"Public name for WBGene00010434. History: Split into H40L08.9(WBGene00304794). History of WBGene00010434: Split into ""WBGene00304794"" on 2019-05-20"
B0286.3,B0286.3,B0286.3,WBGene00015116,Sequence name for WBGene00015116(paic-1). History: Renamed on 2019-07-15
dnj-7,C55B6.2,dnj-7,WBGene00001025,Public name for WBGene00001025. History: N.A.
Y71H2AM.13,Y71H2AM.13,Y71H2AM.13,WBGene00022178,Sequence name for WBGene00022178(cest-25). History: N.A.
fbxb-15,ZC204.7,fbxb-15,WBGene00022557,Public name for WBGene00022557. History: N.A.
D1054.1,D1054.1,D1054.1,WBGene00008370,Public name for WBGene00008370. History: N.A.
F22B5.6,F22B5.6,F22B5.6,WBGene00009044,Public name for WBGene00009044. History: N.A.
T16G12.8,T16G12.8,T16G12.8,WBGene00011809,"Public name for WBGene00011809. History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
C16D6.2,C16D6.2,C16D6.2,WBGene00007635,Sequence name for WBGene00007635(npr-4). History: N.A.
F35C12.3,F35C12.3,F35C12.3,WBGene00009408,"Public name for WBGene00009408. History: Split into F35C12.7(WBGene00304992). History of WBGene00009408: Split into ""WBGene00304992"" on 2019-09-26"
T22C8.3,T22C8.3,T22C8.3,WBGene00011924,Public name for WBGene00011924. History: N.A.
praf-3,D2096.2,praf-3,WBGene00017070,Public name for WBGene00017070. History: N.A.
Y71G10AL.1,Y71G10AL.1,Y71G10AL.1,WBGene00022134,Sequence name for WBGene00022134(hrpu-2). History: N.A.
T20D3.8,T20D3.8,T20D3.8,WBGene00011860,Sequence name for WBGene00011860(pigc-1). History: N.A.
btb-10,K02E7.9,btb-10,WBGene00019313,Public name for WBGene00019313. History: N.A.
K09H9.7,K09H9.7,K09H9.7,WBGene00019598,Public name for WBGene00019598. History: N.A.
unc-14,K10D3.2,unc-14,WBGene00006753,Public name for WBGene00006753. History: N.A.
Y51H7C.15,Y51H7C.15,Y51H7C.15,WBGene00044439,Public name for WBGene00044439. History: N.A.
ZK666.12,ZK666.12,ZK666.12,WBGene00014050,Public name for WBGene00014050. History: N.A.
T15B7.15,T15B7.15,T15B7.15,WBGene00020527,Public name for WBGene00020527. History: N.A.
math-44,Y16E11A.1,math-44,WBGene00021193,"Public name for WBGene00021193. History: Split into Y16E11A.4(WBGene00305158). History of WBGene00021193: Split into ""WBGene00305158"" on 2019-11-21"
bath-20,B0047.1,bath-20,WBGene00015012,Public name for WBGene00015012. History: N.A.
F40H3.6,F40H3.6,F40H3.6,WBGene00018252,Public name for WBGene00018252. History: N.A.
M176.4,M176.4,M176.4,WBGene00010943,"Public name for WBGene00010943. History: Split into M176.16(WBGene00303071). History of WBGene00010943: Split into ""WBGene00303071"" on 2018-03-02"
T23G11.11,T23G11.11,T23G11.11,WBGene00077728,Public name for WBGene00077728. History: N.A.
R02C2.6,R02C2.6,R02C2.6,WBGene00019817,Sequence name for WBGene00019817(txt-2). History: N.A.
Y15E3A.3,Y15E3A.3,Y15E3A.3,WBGene00012442,Public name for WBGene00012442. History: N.A.
clec-119,F47F6.5,clec-119,WBGene00018575,Public name for WBGene00018575. History: N.A.
C33B4.4,C33B4.4,C33B4.4,WBGene00007892,Public name for WBGene00007892. History: N.A.
Y57G7A.8,Y57G7A.8,Y57G7A.8,WBGene00021971,Public name for WBGene00021971. History: N.A.
C17C3.2,C17C3.2,C17C3.2,WBGene00015888,Public name for WBGene00015888. History: N.A.
T23E1.3,T23E1.3,T23E1.3,WBGene00020730,Public name for WBGene00020730. History: N.A.
bra-1,F54B11.6,bra-1,WBGene00000262,Public name for WBGene00000262. History: N.A.
ZK669.7,ZK669.7,ZK669.7,WBGene00014051,"Public name for Dead gene WBGene00014056. History of WBGene00014056: Merged into ""WBGene00014051"" on 2011-07-08"
lim-7,C04F1.3,lim-7,WBGene00002989,Public name for WBGene00002989. History: Renamed on 2015-03-03
F15D4.4,F15D4.4,F15D4.4,WBGene00008861,Public name for WBGene00008861. History: N.A.
M116.2,M116.2,M116.2,WBGene00019789,Public name for WBGene00019789. History: N.A.
F22D6.8,F22D6.8,F22D6.8,WBGene00043279,Public name for WBGene00043279. History: Killed on 2004-10-04; Resurrected on 2006-05-16
nhr-3,H01A20.1,nhr-3,WBGene00003602,Public name for WBGene00003602. History: N.A.
tsp-9,C25G6.2,tsp-9,WBGene00006635,Public name for WBGene00006635. History: N.A.
T25B2.4,T25B2.4,T25B2.4,WBGene00194983,Public name for WBGene00194983. History: N.A.
C06E1.11,C06E1.11,C06E1.11,WBGene00015526,Public name for WBGene00015526. History: N.A.
Y38C1AA.12,Y38C1AA.12,Y38C1AA.12,WBGene00021402,Public name for WBGene00021402. History: N.A.
vet-6,F44F1.7,vet-6,WBGene00006902,Public name for WBGene00006902. History: N.A.
C09B9.3,C09B9.3,C09B9.3,WBGene00015628,"Sequence name for WBGene00015628(best-6). History: Split into C09B9.85(WBGene00220250). History of WBGene00015628: Split into ""WBGene00220250"" on 2012-08-17"
Y57G11C.46,Y57G11C.46,Y57G11C.46,WBGene00013335,Public name for WBGene00013335. History: N.A.
Y20C6A.4,Y20C6A.4,Y20C6A.4,WBGene00077495,Public name for WBGene00077495. History: N.A.
K09H9.1,K09H9.1,K09H9.1,WBGene00019594,Public name for WBGene00019594. History: N.A.
C14E2.2,C14E2.2,C14E2.2,WBGene00015771,Sequence name for WBGene00015771(got-1.3). History: N.A.
F23C8.3,F23C8.3,F23C8.3,WBGene00017732,Public name for WBGene00017732. History: N.A.
pak-1,C09B8.7,pak-1,WBGene00003911,Public name for WBGene00003911. History: N.A.
dnj-26,Y39C12A.8,dnj-26,WBGene00001044,Public name for WBGene00001044. History: N.A.
F39B2.7,F39B2.7,F39B2.7,WBGene00009557,Sequence name for WBGene00009557(mtcu-1). History: N.A.
W03G1.8,W03G1.8,W03G1.8,WBGene00021013,Public name for WBGene00021013. History: N.A.
Y105C5A.15,Y105C5A.15,Y105C5A.15,WBGene00013639,"Public name for WBGene00013639. History: Split into ""WBGene00219211"" on 2011-08-15"
W02D7.9,W02D7.9,W02D7.9,WBGene00020944,Public name for WBGene00020944. History: N.A.
K04C1.5,K04C1.5,K04C1.5,WBGene00010555,Public name for WBGene00010555. History: N.A.
Y23H5B.3,Y23H5B.3,Y23H5B.3,WBGene00021274,Public name for WBGene00021274. History: N.A.
Y38F2AR.5,Y38F2AR.5,Y38F2AR.5,WBGene00021423,Sequence name for WBGene00021423(tftc-1). History: N.A.
F23A7.3,F23A7.3,F23A7.3,WBGene00009068,Public name for WBGene00009068. History: N.A.
fbxa-13,Y22D7AR.11,fbxa-13,WBGene00021264,Public name for WBGene00021264. History: N.A.
fbxa-224,ZK1290.9,fbxa-224,WBGene00022890,Public name for WBGene00022890. History: N.A.
mrp-8,Y75B8A.26,mrp-8,WBGene00003414,Public name for WBGene00003414. History: N.A.
C06B8.7,C06B8.7,C06B8.7,WBGene00007372,Public name for WBGene00007372. History: N.A.
F37D6.4,F37D6.4,F37D6.4,WBGene00009510,Public name for WBGene00009510. History: N.A.
K01D12.1,K01D12.1,K01D12.1,WBGene00010461,Public name for WBGene00010461. History: N.A.
F36H5.8,F36H5.8,F36H5.8,WBGene00018106,"Public name for WBGene00018106. History: Split into F36H5.13(WBGene00206519), F36H5.15(WBGene00270291). History of WBGene00018106: Split into ""WBGene00206519"" on 2011-07-20; Split into ""WBGene00270291"" on 2016-07-01"
C44C10.10,C44C10.10,C44C10.10,WBGene00008090,Public name for WBGene00008090. History: N.A.
F31B9.3,F31B9.3,F31B9.3,WBGene00009280,Public name for WBGene00009280. History: N.A.
T01D1.8,T01D1.8,T01D1.8,WBGene00044641,Public name for WBGene00044641. History: N.A.
W09B7.1,W09B7.1,W09B7.1,WBGene00021106,Public name for WBGene00021106. History: N.A.
K07A9.3,K07A9.3,K07A9.3,WBGene00019462,Sequence name for WBGene00019462(ccm-2). History: N.A.
plc-4,R05G6.8,plc-4,WBGene00004039,Public name for WBGene00004039. History: N.A.
fbxa-184,F45C12.8,fbxa-184,WBGene00018439,Public name for WBGene00018439. History: N.A.
fbxb-46,K05F6.9,fbxb-46,WBGene00019420,Public name for WBGene00019420. History: N.A.
F45H7.6,F45H7.6,F45H7.6,WBGene00009738,Sequence name for WBGene00009738(hecw-1). History: N.A.
H24K24.3,H24K24.3,H24K24.3,WBGene00019240,Sequence name for WBGene00019240(adh-5). History: N.A.
F15D4.5,F15D4.5,F15D4.5,WBGene00008862,Public name for WBGene00008862. History: N.A.
set-8,F02D10.7,set-8,WBGene00008527,Public name for WBGene00008527. History: N.A.
fbxb-85,R17.1,fbxb-85,WBGene00011267,Public name for WBGene00011267. History: N.A.
hlh-8,C02B8.4,hlh-8,WBGene00001953,Public name for WBGene00001953. History: N.A.
lgc-53,T21F2.1,lgc-53,WBGene00020657,Public name for WBGene00020657. History: N.A.
Y18H1A.3,Y18H1A.3,Y18H1A.3,WBGene00021209,Sequence name for WBGene00021209(hgap-1). History: N.A.
F22H10.5,F22H10.5,F22H10.5,WBGene00017729,"Public name for WBGene00017729. History: Split into F22H10.11(WBGene00255607). History of WBGene00017729: Split into ""WBGene00255607"" on 2014-12-15"
CE7X_3.1,CE7X_3.1,CE7X_3.1,WBGene00008349,Public name for WBGene00008349. History: N.A.
Y41C4A.12,Y41C4A.12,Y41C4A.12,WBGene00012758,Public name for WBGene00012758. History: N.A.
daf-16,R13H8.1,daf-16,WBGene00000912,Public name for WBGene00000912. History: N.A.
erp-1,F35A5.8,erp-1,WBGene00001335,Other name for WBGene00001335(F35A5.8). History: Renamed on 2017-04-03
C08A9.6,C08A9.6,C08A9.6,WBGene00015586,Sequence name for WBGene00015586(lido-1). History: N.A.
daf-10,F23B2.4,daf-10,WBGene00000906,Public name for WBGene00000906. History: N.A.
flp-16,F15D4.8,flp-16,WBGene00001459,Public name for WBGene00001459. History: N.A.
F46F2.4,F46F2.4,F46F2.4,WBGene00009788,Public name for WBGene00009788. History: N.A.
egrh-3,Y94H6A.11,egrh-3,WBGene00044651,Public name for WBGene00044651. History: N.A.
sra-35,B0304.8,sra-35,WBGene00005061,Public name for WBGene00005061. History: N.A.
F31F6.1,F31F6.1,F31F6.1,WBGene00009300,Public name for WBGene00009300. History: N.A.
F58D5.2,F58D5.2,F58D5.2,WBGene00010242,Public name for WBGene00010242. History: N.A.
C24H12.7,C24H12.7,C24H12.7,WBGene00016076,Public name for WBGene00016076. History: N.A.
F37H8.2,F37H8.2,F37H8.2,WBGene00009511,Public name for WBGene00009511. History: N.A.
Y73E7A.5,Y73E7A.5,Y73E7A.5,WBGene00022272,Public name for WBGene00022272. History: N.A.
gbh-1,D2089.5,gbh-1,WBGene00001522,Public name for WBGene00001522. History: N.A.
W10D9.3,W10D9.3,W10D9.3,WBGene00021131,"Public name for WBGene00021131. History: Split into W10D9.6(WBGene00185079). History of WBGene00021131: Split into ""WBGene00185079"" on 2009-03-13"
F40G9.17,F40G9.17,F40G9.17,WBGene00185078,Public name for WBGene00185078. History: N.A.
bath-15,C08C3.2,bath-15,WBGene00015590,Public name for WBGene00015590. History: N.A.
E03H4.8,E03H4.8,E03H4.8,WBGene00008476,Public name for WBGene00008476. History: N.A.
T22A3.6,T22A3.6,T22A3.6,WBGene00011909,"Public name for WBGene00011909. History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
xnp-1,B0041.7,xnp-1,WBGene00006961,Public name for WBGene00006961. History: Renamed on 2004-09-10
rpm-1,C01B7.6,rpm-1,WBGene00004457,Public name for WBGene00004457. History: N.A.
C02F5.10,C02F5.10,C02F5.10,WBGene00015351,Public name for WBGene00015351. History: N.A.
C01B4.7,C01B4.7,C01B4.7,WBGene00015271,Public name for WBGene00015271. History: N.A.
Y92H12A.2,Y92H12A.2,Y92H12A.2,WBGene00022358,Public name for WBGene00022358. History: N.A.
dpy-31,R151.5,dpy-31,WBGene00006592,Public name for WBGene00006592. History: Renamed on 2005-06-13
Y39G8C.2,Y39G8C.2,Y39G8C.2,WBGene00012731,Public name for WBGene00012731. History: N.A.
ZK742.6,ZK742.6,ZK742.6,WBGene00045277,Public name for WBGene00045277. History: N.A.
C15F1.5,C15F1.5,C15F1.5,WBGene00015796,Public name for WBGene00015796. History: N.A.
F09F7.6,F09F7.6,F09F7.6,WBGene00017303,Public name for WBGene00017303. History: N.A.
zig-5,Y48A6A.1,zig-5,WBGene00006982,Public name for WBGene00006982. History: N.A.
W08F4.5,W08F4.5,W08F4.5,WBGene00021094,Public name for WBGene00021094. History: N.A.
nhr-130,T01G6.8,nhr-130,WBGene00003720,Public name for WBGene00003720. History: N.A.
C27H5.2,C27H5.2,C27H5.2,WBGene00016172,Public name for WBGene00016172. History: N.A.
fbxa-23,T12B5.13,fbxa-23,WBGene00020459,"Public name for WBGene00020459. History: Split into T12B5.18(WBGene00306000). History of WBGene00020459: Split into ""WBGene00306000"" on 2020-01-20"
F14D2.14,F14D2.14,F14D2.14,WBGene00017462,Public name for WBGene00017462. History: N.A.
C04G2.10,C04G2.10,C04G2.10,WBGene00007309,Public name for WBGene00007309. History: N.A.
C24A3.4,C24A3.4,C24A3.4,WBGene00016034,Public name for WBGene00016034. History: N.A.
Y19D2B.2,Y19D2B.2,Y19D2B.2,WBGene00012490,Public name for WBGene00012490. History: N.A.
W05G11.4,W05G11.4,W05G11.4,WBGene00021041,Sequence name for WBGene00021041(clp-10). History: N.A.
Y66D12A.1,Y66D12A.1,Y66D12A.1,WBGene00013427,Public name for WBGene00013427. History: N.A.
T22B11.3,T22B11.3,T22B11.3,WBGene00020678,"Public name for Dead gene WBGene00020677. History of WBGene00020677: Merged into ""WBGene00020678"" on 2016-10-20"
R13A5.9,R13A5.9,R13A5.9,WBGene00020051,Sequence name for WBGene00020051(mfsd-6). History: N.A.
crn-2,CD4.2,crn-2,WBGene00000795,Public name for WBGene00000795. History: N.A.
F39C12.1,F39C12.1,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
mau-8,Y62E10A.8,mau-8,WBGene00003142,Public name for WBGene00003142. History: Renamed on 2006-06-16
gst-43,Y71F9AL.5,gst-43,WBGene00001791,Public name for WBGene00001791. History: N.A.
F13H10.5,F13H10.5,F13H10.5,WBGene00008776,Public name for WBGene00008776. History: N.A.
T19A6.4,T19A6.4,T19A6.4,WBGene00011829,Public name for WBGene00011829. History: N.A.
nlp-24,F35B12.7,nlp-24,WBGene00003762,Public name for WBGene00003762. History: N.A.
F53G2.2,F53G2.2,F53G2.2,WBGene00018767,"Public name for WBGene00018767. History: Split into F53G2.13(WBGene00304220). History of WBGene00018767: Split into ""WBGene00304220"" on 2018-11-14"
F14H3.4,F14H3.4,F14H3.4,WBGene00008823,Public name for WBGene00008823. History: N.A.
K09E3.2,K09E3.2,K09E3.2,WBGene00019574,Public name for WBGene00019574. History: N.A.
zip-1,Y75B8A.35,zip-1,WBGene00006986,Public name for WBGene00006986. History: N.A.
ndx-7,C43E11.7,ndx-7,WBGene00003584,Public name for WBGene00003584. History: N.A.
K07B1.7,K07B1.7,K07B1.7,WBGene00019467,Public name for WBGene00019467. History: N.A.
F35B3.7,F35B3.7,F35B3.7,WBGene00018033,Public name for WBGene00018033. History: N.A.
col-45,F53G12.7,col-45,WBGene00000622,Public name for WBGene00000622. History: N.A.
his-67,T23D8.5,his-67,WBGene00001941,Public name for WBGene00001941. History: N.A.
asg-2,C53B7.4,asg-2,WBGene00000210,Public name for WBGene00000210. History: N.A.
D1046.7,D1046.7,D1046.7,WBGene00219575,"Public name for Dead gene WBGene00077749. History of WBGene00077749: Merged into ""WBGene00219575"" on 2014-01-28"
nhr-194,F59E11.8,nhr-194,WBGene00019114,Public name for WBGene00019114. History: N.A.
col-154,F55C10.2,col-154,WBGene00000727,Public name for WBGene00000727. History: N.A.
tra-1,Y47D3A.6,tra-1,WBGene00006604,Public name for WBGene00006604. History: N.A.
ZK228.1,ZK228.1,ZK228.1,WBGene00013944,Public name for WBGene00013944. History: N.A.
btb-1,F40G9.4,btb-1,WBGene00001963,Public name for WBGene00001963. History: N.A.
ZK228.4,ZK228.4,ZK228.4,WBGene00013947,Public name for WBGene00013947. History: N.A.
hum-7,F56A6.2,hum-7,WBGene00002040,Public name for WBGene00002040. History: N.A.
M04B2.6,M04B2.6,M04B2.6,WBGene00010848,Public name for WBGene00010848. History: N.A.
Y73B6BL.269,Y73B6BL.269,Y73B6BL.269,WBGene00189951,Sequence name for WBGene00189951(linc-29). History: N.A.
W05H12.1,W05H12.1,W05H12.1,WBGene00012289,Public name for WBGene00012289. History: N.A.
clec-12,T27F6.2,clec-12,WBGene00012103,Public name for WBGene00012103. History: N.A.
tsp-14,F39C12.3,tsp-14,WBGene00006640,Public name for WBGene00006640. History: N.A.
F08B6.3,F08B6.3,F08B6.3,WBGene00017240,Sequence name for WBGene00017240(calu-2). History: N.A.
B0563.6,B0563.6,B0563.6,WBGene00015263,Public name for WBGene00015263. History: N.A.
Y54G2A.19,Y54G2A.19,Y54G2A.19,WBGene00021884,Public name for WBGene00021884. History: N.A.
