# Table S1. WAGO-4-associated siRNAs targeted genes,Related to Figure 5
# The targets were selected using a threshold of 25 reads per million total reads.,NA
Gene ID,number of reads,number of reads per million,Input,Suggested Match,History
Y38F2AR.1,348,29.5591557701,Y38F2AR.1,WBGene00021419,Sequence name for WBGene00021419(eri-5). History: N.A.
Y48E1B.2,348,29.5591557701,Y48E1B.2,WBGene00013001,"Sequence name for WBGene00013001(noa-1). History: Split into Y48E1B.17(WBGene00303002). History of WBGene00013001: Split into ""WBGene00303002"" on 2018-03-06"
ZC434.6,348,29.5591557701,ZC434.6,WBGene00000148,Sequence name for WBGene00000148(aph-2). History: N.A.
C55A6.10,347,29.4742156673,C55A6.10,WBGene00008339,Public name for WBGene00008339. History: N.A.
E02H1.6,347,29.4742156673,E02H1.6,WBGene00008458,Public name for WBGene00008458. History: N.A.
F49E8.7,347,29.4742156673,F49E8.7,WBGene00018638,Public name for WBGene00018638. History: N.A.
R10F2.6,347,29.4742156673,R10F2.6,WBGene00019997,Public name for WBGene00019997. History: N.A.
Y111B2A.12,347,29.4742156673,Y111B2A.12,WBGene00013735,Public name for WBGene00013735. History: N.A.
C34B2.7,346,29.3892755646,C34B2.7,WBGene00016392,Sequence name for WBGene00016392(sdha-2). History: N.A.
C34C12.1,346,29.3892755646,C34C12.1,WBGene00007920,Public name for WBGene00007920. History: N.A.
F53F4.4,346,29.3892755646,F53F4.4,WBGene00009988,Public name for WBGene00009988. History: N.A.
K06H7.3,346,29.3892755646,K06H7.3,WBGene00019457,Sequence name for WBGene00019457(vms-1). History: N.A.
T04A8.6,346,29.3892755646,T04A8.6,WBGene00011408,Sequence name for WBGene00011408(nifk-1). History: N.A.
Y56A3A.31,346,29.3892755646,Y56A3A.31,WBGene00013243,Public name for WBGene00013243. History: N.A.
Y71H2AM.4,346,29.3892755646,Y71H2AM.4,WBGene00022169,Public name for WBGene00022169. History: N.A.
C03D6.1,345,29.3043354618,C03D6.1,WBGene00007275,Public name for WBGene00007275. History: N.A.
F09F7.7,345,29.3043354618,F09F7.7,WBGene00017304,Sequence name for WBGene00017304(nmad-1). History: N.A.
F54D5.11,345,29.3043354618,F54D5.11,WBGene00010054,Sequence name for WBGene00010054(gtf-2E2). History: N.A.
R02D5.8,345,29.3043354618,R02D5.8,WBGene00050937,Public name for WBGene00050937. History: N.A.
T10B11.1,345,29.3043354618,T10B11.1,WBGene00020397,Sequence name for WBGene00020397(pcbd-1). History: N.A.
W10D9.3,345,29.3043354618,W10D9.3,WBGene00021131,"Public name for WBGene00021131. History: Split into W10D9.6(WBGene00185079). History of WBGene00021131: Split into ""WBGene00185079"" on 2009-03-13"
C53A5.1,344,29.219395359,C53A5.1,WBGene00008262,Sequence name for WBGene00008262(ril-1). History: N.A.
F26H9.4,344,29.219395359,F26H9.4,WBGene00009176,Sequence name for WBGene00009176(nmat-2). History: N.A.
F47D12.4,344,29.219395359,F47D12.4,WBGene00001972,Sequence name for WBGene00001972(hmg-1.2). History: N.A.
Y110A2AL.1,344,29.219395359,Y110A2AL.1,WBGene00022438,Public name for WBGene00022438. History: N.A.
Y37E3.7,344,29.219395359,Y37E3.7,WBGene00004409,Sequence name for WBGene00004409(rla-1). History: N.A.
F11A6.2,343,29.1344552562,F11A6.2,WBGene00008681,Sequence name for WBGene00008681(scrm-4). History: Renamed on 2007-05-03
T05A12.4,343,29.1344552562,T05A12.4,WBGene00020235,Public name for WBGene00020235. History: N.A.
T07E3.2,343,29.1344552562,T07E3.2,WBGene00020313,Public name for WBGene00020313. History: N.A.
T22D1.10,343,29.1344552562,T22D1.10,WBGene00020687,Sequence name for WBGene00020687(ruvb-2). History: N.A.
Y39B6A.34,343,29.1344552562,Y39B6A.34,WBGene00012693,Public name for WBGene00012693. History: N.A.
ZC155.4,343,29.1344552562,ZC155.4,WBGene00022532,Public name for WBGene00022532. History: N.A.
F46F11.5,342,29.0495151534,F46F11.5,WBGene00006919,Sequence name for WBGene00006919(vha-10). History: N.A.
F53F1.2,342,29.0495151534,F53F1.2,WBGene00009980,Public name for WBGene00009980. History: N.A.
W09G3.7,342,29.0495151534,W09G3.7,WBGene00012370,Public name for WBGene00012370. History: N.A.
ZK131.5,342,29.0495151534,ZK131.5,WBGene00001885,Sequence name for WBGene00001885(his-11). History: N.A.
B0041.8,341,28.9645750506,B0041.8,WBGene00015011,Public name for WBGene00015011. History: N.A.
B0361.10,341,28.9645750506,B0361.10,WBGene00015164,Sequence name for WBGene00015164(ykt-6). History: N.A.
C45G3.5,341,28.9645750506,C45G3.5,WBGene00044008,Sequence name for WBGene00044008(gip-2). History: N.A.
H20J04.4,341,28.9645750506,H20J04.4,WBGene00019219,Public name for WBGene00019219. History: N.A.
B0379.4,340,28.8796349478,B0379.4,WBGene00007054,"Sequence name for WBGene00007054(scpl-1). History: Renamed on 2007-02-02. Public name for Dead gene WBGene00007157. History of WBGene00007157: Merged into ""WBGene00007054"" on 2005-10-05"
D2096.7,340,28.8796349478,D2096.7,WBGene00017074,Public name for WBGene00017074. History: N.A.
F46B6.3,340,28.8796349478,F46B6.3,WBGene00004882,Sequence name for WBGene00004882(smg-4). History: N.A.
F55F8.4,340,28.8796349478,F55F8.4,WBGene00018892,Sequence name for WBGene00018892(cir-1). History: N.A.
M18.3,340,28.8796349478,M18.3,WBGene00010889,Public name for WBGene00010889. History: N.A.
C34E10.11,339,28.794694845,C34E10.11,WBGene00016412,Sequence name for WBGene00016412(mrps-26). History: N.A.
F08G12.2,339,28.794694845,F08G12.2,WBGene00008586,Sequence name for WBGene00008586(snrp-40.1). History: N.A.
K06H7.6,339,28.794694845,K06H7.6,WBGene00000143,Sequence name for WBGene00000143(apc-2). History: N.A.
Y47D3B.11,339,28.794694845,Y47D3B.11,WBGene00023404,Sequence name for WBGene00023404(plr-1). History: N.A.
C49A9.4,338,28.7097547422,C49A9.4,WBGene00016758,Public name for WBGene00016758. History: N.A.
F54C8.5,338,28.7097547422,F54C8.5,WBGene00010038,Sequence name for WBGene00010038(rheb-1). History: N.A.
K07B1.4,338,28.7097547422,K07B1.4,WBGene00019464,Public name for WBGene00019464. History: N.A.
T22A3.8,338,28.7097547422,T22A3.8,WBGene00002248,Sequence name for WBGene00002248(lam-3). History: N.A.
C16C10.2,337,28.6248146395,C16C10.2,WBGene00007623,Public name for WBGene00007623. History: N.A.
F01F1.2,337,28.6248146395,F01F1.2,WBGene00017159,Public name for WBGene00017159. History: N.A.
F09G2.1,337,28.6248146395,F09G2.1,WBGene00017310,Public name for WBGene00017310. History: N.A.
F39B2.8,337,28.6248146395,F39B2.8,WBGene00009558,Public name for WBGene00009558. History: N.A.
K09E3.2,337,28.6248146395,K09E3.2,WBGene00019574,Public name for WBGene00019574. History: N.A.
Y39E4B.12,337,28.6248146395,Y39E4B.12,WBGene00001630,Sequence name for WBGene00001630(gly-5). History: N.A.
Y50D7A.2,337,28.6248146395,Y50D7A.2,WBGene00021752,Sequence name for WBGene00021752(xpd-1). History: N.A.
F39B2.6,336,28.5398745367,F39B2.6,WBGene00004495,Sequence name for WBGene00004495(rps-26). History: N.A.
K01A11.3,336,28.5398745367,K01A11.3,WBGene00010451,Public name for WBGene00010451. History: N.A.
T07A5.5,336,28.5398745367,T07A5.5,WBGene00011558,Sequence name for WBGene00011558(ostf-4). History: N.A.
T21C9.4,336,28.5398745367,T21C9.4,WBGene00011892,Sequence name for WBGene00011892(erh-1). History: N.A.
F07F6.7,335,28.4549344339,F07F6.7,WBGene00017219,Public name for WBGene00017219. History: N.A.
F31E9.6,335,28.4549344339,F31E9.6,WBGene00009299,Public name for WBGene00009299. History: N.A.
M02D8.3,335,28.4549344339,M02D8.3,WBGene00019729,Public name for WBGene00019729. History: N.A.
M142.6,335,28.4549344339,M142.6,WBGene00010923,Sequence name for WBGene00010923(rle-1). History: N.A.
T21C9.13,335,28.4549344339,T21C9.13,WBGene00011898,Public name for WBGene00011898. History: N.A.
Y54E10BL.4,335,28.4549344339,Y54E10BL.4,WBGene00001046,Sequence name for WBGene00001046(dnj-28). History: N.A.
C24H12.2,334,28.3699943311,C24H12.2,WBGene00016072,Public name for WBGene00016072. History: N.A.
C01G10.10,333,28.2850542283,C01G10.10,WBGene00007237,Public name for WBGene00007237. History: N.A.
C41G7.1,333,28.2850542283,C41G7.1,WBGene00004887,Sequence name for WBGene00004887(smn-1). History: N.A.
D1069.3,333,28.2850542283,D1069.3,WBGene00017037,Public name for WBGene00017037. History: N.A.
F21D5.7,333,28.2850542283,F21D5.7,WBGene00009012,Public name for WBGene00009012. History: N.A.
W08F4.6,333,28.2850542283,W08F4.6,WBGene00021095,Sequence name for WBGene00021095(mlt-8). History: Renamed on 2005-03-17
Y54E10A.7,333,28.2850542283,Y54E10A.7,WBGene00021829,Sequence name for WBGene00021829(mrpl-17). History: N.A.
C35D10.17,332,28.2001141255,C35D10.17,WBGene00016452,Public name for WBGene00016452. History: N.A.
T07A9.8,332,28.2001141255,T07A9.8,WBGene00020296,Sequence name for WBGene00020296(rrp-8). History: Renamed on 2018-12-11; Renamed on 2019-07-02
W02F12.6,332,28.2001141255,W02F12.6,WBGene00020951,Sequence name for WBGene00020951(sna-1). History: N.A.
C16C8.13,331,28.1151740227,C16C8.13,WBGene00015851,Public name for WBGene00015851. History: N.A.
F25H2.12,331,28.1151740227,F25H2.12,WBGene00009123,Public name for WBGene00009123. History: N.A.
F26H9.2,331,28.1151740227,F26H9.2,WBGene00009174,Public name for WBGene00009174. History: N.A.
T24H7.4,331,28.1151740227,T24H7.4,WBGene00020783,Sequence name for WBGene00020783(blos-4). History: N.A.
Y17G7B.12,331,28.1151740227,Y17G7B.12,WBGene00012465,Public name for WBGene00012465. History: N.A.
Y55F3AM.7,331,28.1151740227,Y55F3AM.7,WBGene00043705,Sequence name for WBGene00043705(egrh-2). History: Killed on 2004-10-04; Resurrected on 2007-03-26
C18D1.1,330,28.0302339199,C18D1.1,WBGene00000995,Sequence name for WBGene00000995(die-1). History: N.A.
C25H3.7,330,28.0302339199,C25H3.7,WBGene00016116,Public name for WBGene00016116. History: N.A.
F15C11.2,330,28.0302339199,F15C11.2,WBGene00008852,Sequence name for WBGene00008852(ubql-1). History: N.A.
F49C12.9,330,28.0302339199,F49C12.9,WBGene00009878,Public name for WBGene00009878. History: N.A.
H20J04.9,330,28.0302339199,H20J04.9,WBGene00044310,Public name for WBGene00044310. History: N.A.
M142.8,330,28.0302339199,M142.8,WBGene00043057,Public name for WBGene00043057. History: N.A.
T25D3.2,330,28.0302339199,T25D3.2,WBGene00020796,Sequence name for WBGene00020796(mrpl-28). History: N.A.
C14B9.2,329,27.9452938172,C14B9.2,WBGene00015752,Public name for WBGene00015752. History: N.A.
M88.4,329,27.9452938172,M88.4,WBGene00010907,Public name for WBGene00010907. History: N.A.
R74.6,329,27.9452938172,R74.6,WBGene00011280,Sequence name for WBGene00011280(pelo-1). History: N.A.
T20B12.7,329,27.9452938172,T20B12.7,WBGene00020604,Public name for WBGene00020604. History: N.A.
ZK783.2,329,27.9452938172,ZK783.2,WBGene00022817,Sequence name for WBGene00022817(upp-1). History: N.A.
C50F4.7,328,27.8603537144,C50F4.7,WBGene00001911,Sequence name for WBGene00001911(his-37). History: N.A.
F20D1.6,328,27.8603537144,F20D1.6,WBGene00004317,Sequence name for WBGene00004317(rbg-1). History: N.A.
F21F3.7,328,27.8603537144,F21F3.7,WBGene00017676,Public name for WBGene00017676. History: N.A.
T20H4.5,328,27.8603537144,T20H4.5,WBGene00020636,Public name for WBGene00020636. History: N.A.
Y38F2AR.9,328,27.8603537144,Y38F2AR.9,WBGene00021427,Sequence name for WBGene00021427(sec-61.B). History: N.A.
C33H5.10,327,27.7754136116,C33H5.10,WBGene00044326,"Sequence name for WBGene00044326(tag-322). History: N.A.. Public name for Dead gene WBGene00016377. History of WBGene00016377: Merged into ""WBGene00044326"" on 2006-06-29"
C50C3.7,327,27.7754136116,C50C3.7,WBGene00086546,"Sequence name for WBGene00086546(cil-1). History: N.A.. Public name for Dead gene WBGene00016802. History of WBGene00016802: Merged into ""WBGene00086546"" on 2010-12-15"
T12B5.11,327,27.7754136116,T12B5.11,WBGene00020457,Sequence name for WBGene00020457(fbxa-67). History: N.A.
Y37H2A.6,327,27.7754136116,Y37H2A.6,WBGene00012566,Sequence name for WBGene00012566(fbxa-211). History: N.A.
ZK287.5,327,27.7754136116,ZK287.5,WBGene00004320,Sequence name for WBGene00004320(rbx-1). History: N.A.
F22D6.9,326,27.6904735088,F22D6.9,WBGene00009054,Public name for WBGene00009054. History: N.A.
T12F5.4,326,27.6904735088,T12F5.4,WBGene00003040,Sequence name for WBGene00003040(lin-59). History: N.A.
T24H7.3,326,27.6904735088,T24H7.3,WBGene00020782,Public name for WBGene00020782. History: N.A.
T27C10.3,326,27.6904735088,T27C10.3,WBGene00020858,Sequence name for WBGene00020858(mop-25.3). History: N.A.
Y106G6A.1,326,27.6904735088,Y106G6A.1,WBGene00013694,Sequence name for WBGene00013694(mekk-3). History: N.A.
Y39G10AR.6,326,27.6904735088,Y39G10AR.6,WBGene00021464,Sequence name for WBGene00021464(ugt-31). History: N.A.
Y46G5A.19,326,27.6904735088,Y46G5A.19,WBGene00012909,Sequence name for WBGene00012909(spds-1). History: N.A.
Y48A6B.8,326,27.6904735088,Y48A6B.8,WBGene00012969,Public name for WBGene00012969. History: N.A.
Y65B4BL.5,326,27.6904735088,Y65B4BL.5,WBGene00022037,Sequence name for WBGene00022037(acs-13). History: N.A.
F54E7.1,325,27.605533406,F54E7.1,WBGene00018827,Sequence name for WBGene00018827(pst-2). History: N.A.
Y53F4B.16,325,27.605533406,Y53F4B.16,WBGene00013162,Public name for WBGene00013162. History: N.A.
Y57G11C.34,325,27.605533406,Y57G11C.34,WBGene00013324,Sequence name for WBGene00013324(mrps-7). History: N.A.
ZK652.4,325,27.605533406,ZK652.4,WBGene00004449,Sequence name for WBGene00004449(rpl-35). History: N.A.
C04A2.1,324,27.5205933032,C04A2.1,WBGene00015410,Sequence name for WBGene00015410(tbc-6). History: N.A.
M01E5.2,324,27.5205933032,M01E5.2,WBGene00010805,Public name for WBGene00010805. History: N.A.
Y57E12AM.1,324,27.5205933032,Y57E12AM.1,WBGene00021960,Sequence name for WBGene00021960(tmem-258). History: N.A.
C50C3.8,323,27.4356532004,C50C3.8,WBGene00016803,Sequence name for WBGene00016803(bath-42). History: N.A.
F26D10.9,323,27.4356532004,F26D10.9,WBGene00000224,Sequence name for WBGene00000224(atgp-1). History: Renamed on 2008-02-28
F26F4.4,323,27.4356532004,F26F4.4,WBGene00017826,Sequence name for WBGene00017826(tag-340). History: N.A.
T05A12.2,323,27.4356532004,T05A12.2,WBGene00006608,Sequence name for WBGene00006608(tre-2). History: N.A.
C01F1.6,322,27.3507130976,C01F1.6,WBGene00015301,Public name for WBGene00015301. History: N.A.
F22B5.10,322,27.3507130976,F22B5.10,WBGene00009045,Public name for WBGene00009045. History: N.A.
F56H9.5,322,27.3507130976,F56H9.5,WBGene00003011,Sequence name for WBGene00003011(lin-25). History: Renamed on 2014-11-12
Y18D10A.16,322,27.3507130976,Y18D10A.16,WBGene00012483,Sequence name for WBGene00012483(coa-5). History: N.A.
C14B1.3,321,27.2657729949,C14B1.3,WBGene00007574,Public name for WBGene00007574. History: N.A.
C18D11.3,321,27.2657729949,C18D11.3,WBGene00007681,Public name for WBGene00007681. History: N.A.
Y53C10A.6,321,27.2657729949,Y53C10A.6,WBGene00013137,Public name for WBGene00013137. History: N.A.
B0511.9,320,27.1808328921,B0511.9,WBGene00015235,Sequence name for WBGene00015235(cdc-26). History: Renamed on 2007-02-16; Renamed on 2007-03-06
F13B9.1,320,27.1808328921,F13B9.1,WBGene00017419,Sequence name for WBGene00017419(sec-16A.2). History: N.A.
F26A3.4,320,27.1808328921,F26A3.4,WBGene00009142,Public name for WBGene00009142. History: N.A.
R12B2.2,320,27.1808328921,R12B2.2,WBGene00020018,Public name for WBGene00020018. History: N.A.
T09A5.6,320,27.1808328921,T09A5.6,WBGene00007014,Sequence name for WBGene00007014(mdt-10). History: N.A.
T25B9.9,320,27.1808328921,T25B9.9,WBGene00012015,Public name for WBGene00012015. History: N.A.
Y56A3A.7,320,27.1808328921,Y56A3A.7,WBGene00013228,Public name for WBGene00013228. History: N.A.
ZK909.3,320,27.1808328921,ZK909.3,WBGene00014148,Public name for WBGene00014148. History: N.A.
C53D5.1,319,27.0958927893,C53D5.1,WBGene00016902,Public name for WBGene00016902. History: N.A.
F54D5.1,319,27.0958927893,F54D5.1,WBGene00003960,Sequence name for WBGene00003960(pcs-1). History: N.A.
Y119D3B.22,319,27.0958927893,Y119D3B.22,WBGene00044675,Sequence name for WBGene00044675(fbxa-76). History: N.A.
EEED8.1,318,27.0109526865,EEED8.1,WBGene00017132,Sequence name for WBGene00017132(tofu-6). History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
EGAP798.1,318,27.0109526865,EGAP798.1,WBGene00017152,Public name for WBGene00017152. History: N.A.
F36H1.1,318,27.0109526865,F36H1.1,WBGene00001426,Sequence name for WBGene00001426(fkb-1). History: N.A.
F52C6.11,318,27.0109526865,F52C6.11,WBGene00018668,Sequence name for WBGene00018668(bath-2). History: N.A.
M01E11.1,318,27.0109526865,M01E11.1,WBGene00019710,Public name for WBGene00019710. History: N.A.
T05H10.2,318,27.0109526865,T05H10.2,WBGene00000151,Sequence name for WBGene00000151(apn-1). History: N.A.
Y38H6C.11,318,27.0109526865,Y38H6C.11,WBGene00012624,Sequence name for WBGene00012624(fbxa-150). History: N.A.
C15C7.2,317,26.9260125837,C15C7.2,WBGene00002220,Sequence name for WBGene00002220(gcc-1). History: Renamed on 2015-03-25
E_BE45912.2,316,26.8410724809,E_BE45912.2,WBGene00017153,Public name for WBGene00017153. History: N.A.
F42G9.5,316,26.8410724809,F42G9.5,WBGene00000117,Sequence name for WBGene00000117(alh-11). History: N.A.
ZC123.1,316,26.8410724809,ZC123.1,WBGene00022517,Public name for WBGene00022517. History: N.A.
ZK131.9,316,26.8410724809,ZK131.9,WBGene00001889,Sequence name for WBGene00001889(his-15). History: N.A.
ZK836.2,316,26.8410724809,ZK836.2,WBGene00014098,Sequence name for WBGene00014098(ogdh-2). History: N.A.
F44E5.1,315,26.7561323781,F44E5.1,WBGene00009688,Public name for WBGene00009688. History: N.A.
H20J04.3,315,26.7561323781,H20J04.3,WBGene00019218,Sequence name for WBGene00019218(madf-3). History: N.A.
R74.3,315,26.7561323781,R74.3,WBGene00006959,Sequence name for WBGene00006959(xbp-1). History: N.A.
T08D2.2,315,26.7561323781,T08D2.2,WBGene00011607,Public name for WBGene00011607. History: N.A.
T22C1.5,315,26.7561323781,T22C1.5,WBGene00011916,Public name for WBGene00011916. History: N.A.
Y50D4C.6,315,26.7561323781,Y50D4C.6,WBGene00021750,Public name for WBGene00021750. History: N.A.
B0035.16,314,26.6711922753,B0035.16,WBGene00007114,Sequence name for WBGene00007114(mttu-1). History: N.A.
C08B11.5,314,26.6711922753,C08B11.5,WBGene00004723,Sequence name for WBGene00004723(sap-49). History: N.A.
C27F2.9,314,26.6711922753,C27F2.9,WBGene00043156,Public name for WBGene00043156. History: Killed on 2004-10-04; Resurrected on 2004-10-27
F01D4.5,314,26.6711922753,F01D4.5,WBGene00008488,Public name for WBGene00008488. History: N.A.
F18A1.7,314,26.6711922753,F18A1.7,WBGene00017548,Public name for WBGene00017548. History: N.A.
F53B6.4,314,26.6711922753,F53B6.4,WBGene00009959,Public name for WBGene00009959. History: N.A.
ZK328.4,314,26.6711922753,ZK328.4,WBGene00022694,Sequence name for WBGene00022694(gcna-1). History: N.A.
F02C12.3,313,26.5862521726,F02C12.3,WBGene00008517,Public name for WBGene00008517. History: N.A.
F11A10.8,313,26.5862521726,F11A10.8,WBGene00044329,"Sequence name for WBGene00044329(cpsf-4). History: Renamed on 2008-01-07. Public name for Dead gene WBGene00008689. History of WBGene00008689: Merged into ""WBGene00044329"" on 2006-06-29"
F47G3.2,313,26.5862521726,F47G3.2,WBGene00018577,Sequence name for WBGene00018577(asna-2). History: N.A.
F49E7.1,313,26.5862521726,F49E7.1,WBGene00004377,"Sequence name for WBGene00004377(rme-6). History: N.A.. Public name for Dead gene WBGene00018633. History of WBGene00018633: Merged into ""WBGene00004377"" on 2005-05-20"
F57B9.3,313,26.5862521726,F57B9.3,WBGene00018997,Public name for WBGene00018997. History: Renamed on 2005-03-17
