# Table S4. mRNAs significantly downregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
gene_id,description,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
T21E3.3,lrp-2,2260.23592180759,-2.70549,8.382135352406009e-92,T21E3.3,WBGene00003072,Sequence name for WBGene00003072(lrp-2). History: Renamed on 2008-05-09
T10H10.3,sav-1,88.4465682485895,-2.69788,6.07076319317281e-07,T10H10.3,WBGene00020427,Sequence name for WBGene00020427(sav-1). History: N.A.
C09F9.3,glna-1,144.358836852042,-2.6958,4.75636142352993e-10,C09F9.3,WBGene00007480,"Sequence name for WBGene00007480(glna-1). History: Split into C09F9.7(WBGene00045322). History of WBGene00007480: Split into ""WBGene00045322"" on 2007-03-22"
C54H2.5,sft-4,218.293995458047,-2.69489,1.3943206199937302e-15,C54H2.5,WBGene00004788,Sequence name for WBGene00004788(sft-4). History: N.A.
F14H8.6,cng-1,31.2262150066619,-2.69482,0.0018517852289948,F14H8.6,WBGene00000562,Sequence name for WBGene00000562(cng-1). History: N.A.
B0348.4,egl-8,533.235827679112,-2.69383,1.1140762098832e-27,B0348.4,WBGene00001177,Sequence name for WBGene00001177(egl-8). History: N.A.
W03G11.4,W03G11.4,24.2546216838809,-2.69279,0.0085301656264037,W03G11.4,WBGene00012226,Public name for WBGene00012226. History: N.A.
T01E8.3,plc-3,290.752903374462,-2.69143,2.4848434462077498e-18,T01E8.3,WBGene00004038,Sequence name for WBGene00004038(plc-3). History: N.A.
T10A3.1,unc-10,46.5603530998866,-2.68724,0.0003313700971214,T10A3.1,WBGene00006750,Sequence name for WBGene00006750(unc-10). History: N.A.
C02D5.4,C02D5.4,576.829193461829,-2.6869,4.1477807387615695e-33,C02D5.4,WBGene00043097,Public name for WBGene00043097. History: Killed on 2004-10-04; Resurrected on 2010-04-29
Y65B4A.2,Y65B4A.2,28.3677529219562,-2.67493,0.0026158616460987,Y65B4A.2,WBGene00022026,Public name for WBGene00022026. History: N.A.
C15B12.6,actl-1,84.2281370789548,-2.67323,6.10876797733286e-06,C15B12.6,WBGene00015787,Sequence name for WBGene00015787(actl-1). History: N.A.
F39G3.8,tig-2,54.319375247683,-2.67255,0.0001491791093066,F39G3.8,WBGene00006570,Sequence name for WBGene00006570(tig-2). History: N.A.
R07C3.2,fbxc-36,40.3406233222604,-2.67144,0.0003658153026113,R07C3.2,WBGene00019918,Sequence name for WBGene00019918(fbxc-36). History: N.A.
F42F12.3,F42F12.3,89.2609931267624,-2.67132,1.55360606612919e-07,F42F12.3,WBGene00009635,Public name for WBGene00009635. History: N.A.
F41F3.2,soc-1,116.955180603772,-2.67025,2.52768322757717e-09,F41F3.2,WBGene00004928,Sequence name for WBGene00004928(soc-1). History: N.A.
F52E4.1,pccb-1,1843.45500204166,-2.66537,6.93178499229987e-50,F52E4.1,WBGene00018701,Sequence name for WBGene00018701(pccb-1). History: N.A.
F12E12.11,F12E12.11,34.905107464806,-2.66351,0.001265960255695,F12E12.11,WBGene00044811,Public name for WBGene00044811. History: N.A.
K11D9.2,sca-1,3390.15220917966,-2.65775,1.0743167025005e-27,K11D9.2,WBGene00004736,Sequence name for WBGene00004736(sca-1). History: N.A.
F26E4.7,F26E4.7,174.105581934445,-2.65692,6.748653008694289e-11,F26E4.7,WBGene00009162,Public name for WBGene00009162. History: N.A.
F54D5.15,F54D5.15,35.6963145071737,-2.6551,0.0034381565019551,F54D5.15,WBGene00010057,Public name for WBGene00010057. History: N.A.
F18A11.5,F18A11.5,15.6429762840334,-2.65236,0.0470892627470963,F18A11.5,WBGene00008932,Public name for WBGene00008932. History: N.A.
F53A10.2,F53A10.2,94.1961866411891,-2.65229,4.86503763106059e-07,F53A10.2,WBGene00018734,Public name for WBGene00018734. History: N.A.
F41B4.4,glr-6,97.9992731993161,-2.6519,1.97608450456316e-06,F41B4.4,WBGene00001617,Sequence name for WBGene00001617(glr-6). History: N.A.
T02G5.8,kat-1,3428.78661506683,-2.65182,8.679989501601751e-60,T02G5.8,WBGene00002183,Sequence name for WBGene00002183(kat-1). History: N.A.
C03B8.3,C03B8.3,18.4321927354713,-2.6504,0.041918271313349,C03B8.3,WBGene00015386,Public name for WBGene00015386. History: N.A.
F26D11.6,pals-34,21.2819894437611,-2.64741,0.0278877317696296,F26D11.6,WBGene00017823,"Sequence name for WBGene00017823(pals-34). History: Split into F26D11.12(WBGene00045392), F26D11.13(WBGene00045393). History of WBGene00017823: Split into ""WBGene00045392"" on 2007-04-24; Split into ""WBGene00045393"" on 2007-04-24"
F59A6.1,nsy-1,588.238196206709,-2.64706,1.4109931225803e-36,F59A6.1,WBGene00003822,"Sequence name for WBGene00003822(nsy-1). History: Split into F59A6.13(WBGene00303064). History of WBGene00003822: Renamed on 2016-10-25; Split into ""WBGene00303064"" on 2018-03-02; Renamed on 2019-08-02"
E03H4.8,E03H4.8,63.4027639702015,-2.64575,0.000164488089599,E03H4.8,WBGene00008476,Public name for WBGene00008476. History: N.A.
F20B6.3,mrp-6,209.630108768674,-2.64359,4.3967563652265e-15,F20B6.3,WBGene00003412,Sequence name for WBGene00003412(mrp-6). History: N.A.
K11C4.3,unc-70,1935.57078387922,-2.64072,7.783721161564381e-58,K11C4.3,WBGene00006803,Sequence name for WBGene00006803(unc-70). History: N.A.
T13A10.11,sams-5,40.0800472825455,-2.63974,0.0022869529448661,T13A10.11,WBGene00006416,"Sequence name for WBGene00006416(sams-5). History: Renamed on 2008-09-10. Public name for Dead gene WBGene00020470. History of WBGene00020470: Merged into ""WBGene00006416"" on 2004-05-28"
H28G03.1,H28G03.1,48.0421683018023,-2.63896,0.0001215796943269,H28G03.1,WBGene00019249,Sequence name for WBGene00019249(hrpa-2). History: N.A.
F08G5.3,F08G5.3,36.0355770961609,-2.63803,0.0023219734840755,F08G5.3,WBGene00008582,Public name for WBGene00008582. History: N.A.
F58D5.2,F58D5.2,79.071396529528,-2.63753,3.53144034201049e-05,F58D5.2,WBGene00010242,Public name for WBGene00010242. History: N.A.
K06H7.2,K06H7.2,131.357634050082,-2.6368,9.46898009325492e-09,K06H7.2,WBGene00019456,Public name for WBGene00019456. History: N.A.
Y22D7AL.8,sms-3,88.0484143802068,-2.62986,7.7621665746017e-07,Y22D7AL.8,WBGene00004894,Sequence name for WBGene00004894(sms-3). History: N.A.
F19C7.3,F19C7.3,20.9371678534771,-2.6287,0.0132765584254431,F19C7.3,WBGene00017593,Public name for WBGene00017593. History: N.A.
Y106G6D.1,Y106G6D.1,65.4029083514258,-2.62849,0.0001490725578231,Y106G6D.1,WBGene00013698,Public name for WBGene00013698. History: N.A.
T21D12.4,pat-6,401.152728180236,-2.62733,7.087541090300179e-22,T21D12.4,WBGene00003932,Sequence name for WBGene00003932(pat-6). History: N.A.
C35E7.6,C35E7.6,181.706830285797,-2.62578,6.63697137137006e-10,C35E7.6,WBGene00016458,Public name for WBGene00016458. History: N.A.
Y66D12A.12,ztf-29,130.219870314548,-2.62214,3.15143610452619e-09,Y66D12A.12,WBGene00013438,Sequence name for WBGene00013438(ztf-29). History: N.A.
C50F4.7,his-37,558.731349172263,-2.62164,4.9331779116185704e-15,C50F4.7,WBGene00001911,Sequence name for WBGene00001911(his-37). History: N.A.
C35C5.1,sdc-2,699.838388158747,-2.62153,5.180776370335789e-26,C35C5.1,WBGene00004746,Sequence name for WBGene00004746(sdc-2). History: N.A.
F20C5.6,F20C5.6,104.985917954928,-2.61853,3.31106983996228e-07,F20C5.6,WBGene00008971,Public name for WBGene00008971. History: N.A.
T04A11.3,igdb-1,175.965335679111,-2.6185,3.52716408883578e-05,T04A11.3,WBGene00011418,Sequence name for WBGene00011418(igdb-1). History: N.A.
C50B6.8,nhr-168,28.7826895752587,-2.6177,0.0056472613553229,C50B6.8,WBGene00008221,Sequence name for WBGene00008221(nhr-168). History: N.A.
C07G3.9,ugt-64,533.723107082332,-2.61766,1.6287662837005502e-15,C07G3.9,WBGene00015577,Sequence name for WBGene00015577(ugt-64). History: N.A.
C05E11.3,C05E11.3,65.9871206042118,-2.61318,5.10451111306735e-06,C05E11.3,WBGene00015494,Public name for WBGene00015494. History: N.A.
C56E6.2,C56E6.2,136.595566784789,-2.61173,8.007783043757351e-09,C56E6.2,WBGene00016970,Public name for WBGene00016970. History: N.A.
C26B9.6,C26B9.6,16.1602097792191,-2.60025,0.0309674927727688,C26B9.6,WBGene00016135,Public name for WBGene00016135. History: N.A.
C25G4.6,smz-1,85.4539126441245,-2.59977,0.0038121290693095,C25G4.6,WBGene00007733,Sequence name for WBGene00007733(smz-1). History: N.A.
C44C8.6,mak-2,161.612673003017,-2.59921,1.53843336068277e-10,C44C8.6,WBGene00007007,Sequence name for WBGene00007007(mak-2). History: N.A.
H08J11.2,H08J11.2,34.6284035632667,-2.59649,0.0022421255890958,H08J11.2,WBGene00000100,"Public name for Dead gene WBGene00019173. History of WBGene00019173: Merged into ""WBGene00000100"" on 2016-07-01"
F37C12.18,F37C12.18,19.9890434430376,-2.5957,0.0354690487294998,F37C12.18,WBGene00044005,Public name for WBGene00044005. History: N.A.
T02C5.3,igcm-3,85.6668238105215,-2.59471,1.32082495626142e-05,T02C5.3,WBGene00020160,Sequence name for WBGene00020160(igcm-3). History: N.A.
C18F3.4,nsy-7,200.821338170294,-2.59469,6.51236914629261e-10,C18F3.4,WBGene00044508,Sequence name for WBGene00044508(nsy-7). History: N.A.
F38E11.9,F38E11.9,81.4267716894775,-2.59115,4.9240993842068e-05,F38E11.9,WBGene00009544,Public name for WBGene00009544. History: N.A.
R07H5.4,sdz-27,817.437940757453,-2.59093,3.29210977635947e-22,R07H5.4,WBGene00011124,Sequence name for WBGene00011124(sdz-27). History: N.A.
F46F6.1,rme-4,176.421392659455,-2.58329,2.37321358354751e-09,F46F6.1,WBGene00004375,"Sequence name for WBGene00004375(rme-4). History: N.A.. Public name for Dead gene WBGene00009792. History of WBGene00009792: Merged into ""WBGene00004375"" on 2008-03-27"
Y102A5C.19,fbxa-90,33.0867737307514,-2.58186,0.0069212785148327,Y102A5C.19,WBGene00013623,Sequence name for WBGene00013623(fbxa-90). History: N.A.
F59F4.4,acl-1,151.229844030017,-2.58116,4.27978383729971e-11,F59F4.4,WBGene00010339,Sequence name for WBGene00010339(acl-1). History: N.A.
T27A8.1,cpd-2,49.6476394432902,-2.57971,0.0003244300604533,T27A8.1,WBGene00012073,Sequence name for WBGene00012073(cpd-2). History: N.A.
F31D5.4,mth-2,22.5855307733737,-2.57925,0.0137965178081982,F31D5.4,WBGene00017947,Sequence name for WBGene00017947(mth-2). History: N.A.
F25H2.2,snx-27,505.601404885782,-2.57799,1.32739089971641e-24,F25H2.2,WBGene00009116,Sequence name for WBGene00009116(snx-27). History: N.A.
K10D3.2,unc-14,195.139571345337,-2.57679,4.3243758100623404e-14,K10D3.2,WBGene00006753,Sequence name for WBGene00006753(unc-14). History: N.A.
Y48C3A.4,ztf-22,17.1834544528592,-2.57551,0.0301043737639273,Y48C3A.4,WBGene00012988,Sequence name for WBGene00012988(ztf-22). History: N.A.
F56F3.6,ins-17,25.8292783682186,-2.57424,0.0109375485043817,F56F3.6,WBGene00002100,Sequence name for WBGene00002100(ins-17). History: N.A.
K04G2.10,K04G2.10,257.529365620896,-2.57239,2.66733185328274e-11,K04G2.10,WBGene00010568,Public name for WBGene00010568. History: N.A.
T25G12.7,dhs-30,356.870367123245,-2.57094,1.2017814415386801e-20,T25G12.7,WBGene00000993,Sequence name for WBGene00000993(dhs-30). History: N.A.
B0302.1,sid-3,172.665494283051,-2.56842,1.2469887002984201e-10,B0302.1,WBGene00002207,Sequence name for WBGene00002207(sid-3). History: Renamed on 2012-11-07
F01F1.6,alh-9,3351.20411178124,-2.56803,9.98669305202475e-39,F01F1.6,WBGene00000115,Sequence name for WBGene00000115(alh-9). History: N.A.
F13H6.4,F13H6.4,26.1443963896721,-2.56771,0.0135609976363029,F13H6.4,WBGene00017432,Public name for WBGene00017432. History: N.A.
C46F11.1,unc-93,36.9662118817042,-2.56425,0.0013651258125707,C46F11.1,WBGene00006822,Sequence name for WBGene00006822(unc-93). History: N.A.
C24A8.4,cst-2,93.9077814704694,-2.56416,3.55418485940194e-05,C24A8.4,WBGene00016038,Sequence name for WBGene00016038(cst-2). History: Renamed on 2006-06-30
F08F8.3,kap-1,56.1150106288244,-2.56326,8.53368947467943e-05,F08F8.3,WBGene00002182,Sequence name for WBGene00002182(kap-1). History: N.A.
ZK520.3,dyf-2,28.8826378080536,-2.56012,0.0107466506153236,ZK520.3,WBGene00001118,"Sequence name for WBGene00001118(dyf-2). History: N.A.. Public name for Dead gene WBGene00013992. History of WBGene00013992: Merged into ""WBGene00001118"" on 2006-09-14"
F41C3.5,ctsa-1.1,6150.03690795147,-2.55952,2.09744806623584e-76,F41C3.5,WBGene00018271,Sequence name for WBGene00018271(ctsa-1.1). History: N.A.
M03B6.4,M03B6.4,104.780190093497,-2.55874,9.9648747500336e-08,M03B6.4,WBGene00010836,Public name for WBGene00010836. History: N.A.
C49C3.5,ceh-88,50.2280823712424,-2.55823,0.0002384433066591,C49C3.5,WBGene00008195,Sequence name for WBGene00008195(ceh-88). History: N.A.
T24C2.2,nip-2,65.9790338790128,-2.55822,4.18357606870856e-05,T24C2.2,WBGene00011981,Sequence name for WBGene00011981(enri-2). History: Renamed on 2020-01-28
ZC449.3,sek-3,179.773468216219,-2.55125,4.87106727312132e-10,ZC449.3,WBGene00022613,Sequence name for WBGene00022613(sek-3). History: N.A.
F07B7.11,his-54,171.158670929237,-2.55027,2.792637738082e-06,F07B7.11,WBGene00001928,Sequence name for WBGene00001928(his-54). History: N.A.
Y71G12B.17,Y71G12B.17,16.3062022117542,-2.54843,0.0465691935010175,Y71G12B.17,WBGene00022155,Public name for WBGene00022155. History: N.A.
T25G12.5,acdh-7,847.381818103147,-2.54826,3.00133693796522e-28,T25G12.5,WBGene00020812,Sequence name for WBGene00020812(acdh-7). History: N.A.
F31E8.4,F31E8.4,98.6500462288982,-2.54797,1.18294276794508e-07,F31E8.4,WBGene00017954,Public name for WBGene00017954. History: N.A.
C15H9.5,C15H9.5,168.269262826085,-2.54662,3.8733042775631295e-12,C15H9.5,WBGene00015801,Public name for WBGene00015801. History: N.A.
C26B9.1,C26B9.1,48.6969180549252,-2.5428,0.0004070320535559,C26B9.1,WBGene00016131,Public name for WBGene00016131. History: N.A.
K05F1.6,K05F1.6,82.4942734149941,-2.54052,2.54706956392378e-06,K05F1.6,WBGene00019408,Public name for WBGene00019408. History: N.A.
F54D5.12,F54D5.12,3069.29685154317,-2.5301,1.481167150244e-38,F54D5.12,WBGene00010055,Sequence name for WBGene00010055(dhgd-1). History: N.A.
C49C3.8,C49C3.8,101.405207683226,-2.52781,1.41204151759438e-07,C49C3.8,WBGene00008198,Public name for WBGene00008198. History: N.A.
F35H10.1,his-30,120.24830764793,-2.52772,2.1552641019537e-07,F35H10.1,WBGene00001904,Sequence name for WBGene00001904(his-30). History: N.A.
F17E9.13,his-33,120.24830764793,-2.52772,2.1552641019537e-07,F17E9.13,WBGene00001907,Sequence name for WBGene00001907(his-33). History: N.A.
F15A4.2,F15A4.2,62.1150087646021,-2.52466,4.76784087172845e-05,F15A4.2,WBGene00008838,Public name for WBGene00008838. History: N.A.
M142.1,unc-119,50.1307009274387,-2.52304,0.0001998543113704,M142.1,WBGene00006843,Sequence name for WBGene00006843(unc-119). History: N.A.
C06A5.2,C06A5.2,17.782864064243,-2.52249,0.0327889396990216,C06A5.2,WBGene00015500,Public name for WBGene00015500. History: N.A.
T05A10.1,sma-9,649.655722121589,-2.52169,2.12765529267219e-16,T05A10.1,WBGene00004862,Sequence name for WBGene00004862(sma-9). History: N.A.
AC7.2,soc-2,163.0860645172,-2.51919,4.81958188137332e-11,AC7.2,WBGene00004929,Sequence name for WBGene00004929(soc-2). History: N.A.
Y56A3A.30,Y56A3A.30,69.5015936429798,-2.51438,1.6587845804988e-05,Y56A3A.30,WBGene00013242,Public name for WBGene00013242. History: N.A.
M88.4,M88.4,30.4742425894396,-2.51409,0.0088792729581788,M88.4,WBGene00010907,Public name for WBGene00010907. History: N.A.
F33G12.6,F33G12.6,184.920048985381,-2.50933,1.2563078824792598e-11,F33G12.6,WBGene00018018,Public name for WBGene00018018. History: N.A.
F38B7.3,F38B7.3,107.510762526464,-2.50629,1.12938379607796e-07,F38B7.3,WBGene00009534,Public name for WBGene00009534. History: N.A.
T21H8.1,Pseudogene,110.235193045894,-2.50387,1.89917782043856e-08,T21H8.1,WBGene00011904,Sequence name for WBGene00011904(hlb-1). History: N.A.
K09C4.10,K09C4.10,193.143089212673,-2.50343,1.25916462047116e-13,K09C4.10,WBGene00019554,Public name for WBGene00019554. History: N.A.
F48B9.8,F48B9.8,209.610729506341,-2.50334,7.94139060464115e-14,F48B9.8,WBGene00018593,Public name for WBGene00018593. History: N.A.
F18H3.1,F18H3.1,143.78629182383,-2.50185,1.2101764554147402e-09,F18H3.1,WBGene00008939,Public name for WBGene00008939. History: N.A.
ZK1320.11,ZK1320.11,191.331792307859,-2.50178,3.1853520512169e-09,ZK1320.11,WBGene00014259,Public name for WBGene00014259. History: N.A.
R04A9.7,R04A9.7,33.7371199855259,-2.50174,0.0148347672792264,R04A9.7,WBGene00044281,Public name for WBGene00044281. History: N.A.
F13D12.2,ldh-1,894.908794337617,-2.50117,9.409002326039459e-36,F13D12.2,WBGene00002262,Sequence name for WBGene00002262(ldh-1). History: N.A.
C09E8.3,mlt-10,46.668740407728,-2.49711,0.0022949997649595,C09E8.3,WBGene00015646,Sequence name for WBGene00015646(mlt-10). History: N.A.
F10D7.2,F10D7.2,118.847223768676,-2.49147,2.23544932039241e-08,F10D7.2,WBGene00017339,Sequence name for WBGene00017339(mfsd-10). History: N.A.
K02E10.7,K02E10.7,22.9828715146217,-2.49124,0.0311424212567812,K02E10.7,WBGene00019321,Public name for WBGene00019321. History: N.A.
F18H3.3,pab-2,155.522176034726,-2.48979,2.65594381088794e-10,F18H3.3,WBGene00003903,Sequence name for WBGene00003903(pab-2). History: N.A.
T06C12.7,nhr-84,95.1023437568605,-2.48788,3.97419735215619e-07,T06C12.7,WBGene00003674,Sequence name for WBGene00003674(nhr-84). History: N.A.
C06E1.1,C06E1.1,44.6350033246773,-2.48576,0.0013372945000642,C06E1.1,WBGene00015518,Public name for WBGene00015518. History: N.A.
R07B7.8,R07B7.8,178.287581065786,-2.48541,3.70961693069293e-08,R07B7.8,WBGene00011092,Public name for WBGene00011092. History: N.A.
Y48A6B.6,kvs-4,18.3475064498706,-2.48418,0.0478696419837406,Y48A6B.6,WBGene00012967,Sequence name for WBGene00012967(kvs-4). History: N.A.
W06B11.2,puf-9,190.940688766826,-2.48038,6.02823921193155e-13,W06B11.2,WBGene00004245,Sequence name for WBGene00004245(puf-9). History: N.A.
C33E10.3,Pseudogene,29.9436838584143,-2.47098,0.0194602394865697,C33E10.3,WBGene00023245,Public name for WBGene00023245. History: N.A.
F01G12.2,sur-7,150.592160703741,-2.46998,3.74460039621642e-09,F01G12.2,WBGene00006353,Sequence name for WBGene00006353(sur-7). History: N.A.
C34D10.1,C34D10.1,35.5137982171993,-2.46873,0.0022606851873694,C34D10.1,WBGene00016406,Public name for WBGene00016406. History: N.A.
T05A7.4,hmg-11,219.033600034496,-2.4686,1.3612687517101602e-09,T05A7.4,WBGene00001976,Sequence name for WBGene00001976(hmg-11). History: N.A.
K02F2.2,ahcy-1,8523.54711052561,-2.46107,3.1215168264571e-51,K02F2.2,WBGene00019322,Sequence name for WBGene00019322(ahcy-1). History: Renamed on 2005-02-01; Renamed on 2015-03-05
T28A11.22,T28A11.22,26.7774864653802,-2.4578,0.0235272327041175,T28A11.22,WBGene00044526,Public name for WBGene00044526. History: N.A.
W03C9.6,W03C9.6,54.3550253336435,-2.45758,0.0007298514560397,W03C9.6,WBGene00012222,Public name for WBGene00012222. History: N.A.
C15H9.6,hsp-3,4738.95522596988,-2.45373,7.117845022118019e-100,C15H9.6,WBGene00002007,Sequence name for WBGene00002007(hsp-3). History: N.A.
C35C5.4,mig-2,161.548997670523,-2.45346,2.08588963130541e-10,C35C5.4,WBGene00003239,Sequence name for WBGene00003239(mig-2). History: N.A.
F41B4.3,F41B4.3,78.2660785408351,-2.45188,1.1008550584147e-05,F41B4.3,WBGene00018259,Public name for WBGene00018259. History: N.A.
Y32H12A.3,dhs-9,336.355731059741,-2.45051,3.06385408529043e-19,Y32H12A.3,WBGene00000973,Sequence name for WBGene00000973(dhs-9). History: N.A.
C39B5.2,C39B5.2,118.927908713019,-2.44685,3.67730235701206e-05,C39B5.2,WBGene00016520,Public name for WBGene00016520. History: N.A.
E02A10.3,E02A10.3,45.3906757349907,-2.44666,0.0008984079603069,E02A10.3,WBGene00008453,Public name for WBGene00008453. History: N.A.
R11H6.1,pes-9,5286.05095421245,-2.4444,4.62886580548391e-55,R11H6.1,WBGene00003982,Sequence name for WBGene00003982(pes-9). History: N.A.
F35B3.5,ptrn-1,340.859847614018,-2.44369,4.07301685879918e-17,F35B3.5,WBGene00004121,Sequence name for WBGene00004121(ptrn-1). History: Renamed on 2012-12-21
Y48G8AL.13,Y48G8AL.13,982.843015790829,-2.44225,1.3662862864919302e-44,Y48G8AL.13,WBGene00021691,Public name for WBGene00021691. History: N.A.
ZK795.2,ZK795.2,32.9810808162591,-2.44141,0.0311591595699511,ZK795.2,WBGene00014082,Public name for WBGene00014082. History: N.A.
ZK682.2,slc-17.7,242.308824552424,-2.44126,4.3088587366271e-15,ZK682.2,WBGene00022788,Sequence name for WBGene00022788(slc-17.7). History: N.A.
R17.1,fbxb-85,22.5745935475224,-2.4407,0.0192713360785854,R17.1,WBGene00011267,Sequence name for WBGene00011267(fbxb-85). History: N.A.
